#,Date-Time (EDT),Ch: 1 - Temperature   (°C ),Ch: 2 - Millivolts   (mv),Ch: 3 - pH   (pH),Host Connected,Button Down,Button Up,End of File
1015,06/26/2022 21:15:00,22.90,-61.27,7.95,,,,
1016,06/26/2022 21:30:00,22.94,-61.22,7.95,,,,
1017,06/26/2022 21:45:00,22.87,-61.13,7.95,,,,
1018,06/26/2022 22:00:00,22.85,-61.10,7.95,,,,
1019,06/26/2022 22:15:00,22.80,-61.03,7.95,,,,
1020,06/26/2022 22:30:00,22.87,-60.69,7.94,,,,
1021,06/26/2022 22:45:00,22.75,-61.00,7.95,,,,
1022,06/26/2022 23:00:00,22.68,-60.88,7.95,,,,
1023,06/26/2022 23:15:00,22.61,-60.67,7.94,,,,
1024,06/26/2022 23:30:00,22.58,-60.61,7.94,,,,
1025,06/26/2022 23:45:00,22.56,-60.35,7.94,,,,
1026,06/27/2022 00:00:00,22.58,-59.99,7.93,,,,
1027,06/27/2022 00:15:00,22.58,-58.27,7.90,,,,
1028,06/27/2022 00:30:00,22.75,-58.50,7.90,,,,
1029,06/27/2022 00:45:00,22.61,-58.66,7.91,,,,
1030,06/27/2022 01:00:00,22.51,-58.88,7.91,,,,
1031,06/27/2022 01:15:00,22.42,-58.67,7.91,,,,
1032,06/27/2022 01:30:00,22.47,-58.30,7.90,,,,
1033,06/27/2022 01:45:00,22.54,-57.64,7.89,,,,
1034,06/27/2022 02:00:00,22.56,-57.53,7.89,,,,
1035,06/27/2022 02:15:00,22.54,-57.55,7.89,,,,
1036,06/27/2022 02:30:00,22.54,-56.91,7.88,,,,
1037,06/27/2022 02:45:00,22.58,-56.75,7.87,,,,
1038,06/27/2022 03:00:00,22.63,-57.24,7.88,,,,
1039,06/27/2022 03:15:00,22.66,-57.17,7.88,,,,
1040,06/27/2022 03:30:00,22.73,-57.11,7.88,,,,
1041,06/27/2022 03:45:00,22.78,-56.77,7.87,,,,
1042,06/27/2022 04:00:00,22.87,-56.24,7.86,,,,
1043,06/27/2022 04:15:00,22.97,-55.86,7.86,,,,
1044,06/27/2022 04:30:00,23.14,-55.92,7.86,,,,
1045,06/27/2022 04:45:00,23.26,-55.66,7.85,,,,
1046,06/27/2022 05:00:00,23.38,-55.61,7.85,,,,
1047,06/27/2022 05:15:00,23.45,-55.88,7.86,,,,
1048,06/27/2022 05:30:00,23.50,-56.02,7.86,,,,
1049,06/27/2022 05:45:00,23.40,-56.31,7.86,,,,
1050,06/27/2022 06:00:00,23.14,-56.16,7.86,,,,
1051,06/27/2022 06:15:00,23.35,-57.02,7.88,,,,
1052,06/27/2022 06:30:00,23.45,-56.56,7.87,,,,
1053,06/27/2022 06:45:00,22.82,-56.85,7.87,,,,
1054,06/27/2022 07:00:00,22.37,-58.52,7.91,,,,
1055,06/27/2022 07:15:00,22.39,-59.53,7.92,,,,
1056,06/27/2022 07:30:00,22.37,-59.00,7.91,,,,
1057,06/27/2022 07:45:00,22.20,-57.99,7.90,,,,
1058,06/27/2022 08:00:00,22.20,-57.70,7.89,,,,
1059,06/27/2022 08:15:00,22.25,-57.77,7.89,,,,
1060,06/27/2022 08:30:00,22.27,-58.00,7.90,,,,
1061,06/27/2022 08:45:00,22.37,-58.33,7.90,,,,
1062,06/27/2022 09:00:00,22.39,-58.61,7.91,,,,
1063,06/27/2022 09:15:00,22.44,-58.77,7.91,,,,
1064,06/27/2022 09:30:00,22.47,-58.77,7.91,,,,
1065,06/27/2022 09:45:00,22.49,-58.88,7.91,,,,
1066,06/27/2022 10:00:00,22.49,-58.92,7.91,,,,
1067,06/27/2022 10:15:00,22.49,-59.00,7.91,,,,
1068,06/27/2022 10:30:00,22.51,-59.11,7.92,,,,
1069,06/27/2022 10:45:00,22.97,-60.03,7.93,,,,
1070,06/27/2022 11:00:00,23.06,-60.44,7.94,,,,
1071,06/27/2022 11:15:00,23.02,-60.27,7.93,,,,
1072,06/27/2022 11:30:00,22.78,-59.83,7.93,,,,
1073,06/27/2022 11:45:00,22.56,-59.86,7.93,,,,
1074,06/27/2022 12:00:00,22.51,-59.70,7.93,,,,
1075,06/27/2022 12:15:00,22.39,-59.88,7.93,,,,
1076,06/27/2022 12:30:00,22.30,-59.74,7.93,,,,
1077,06/27/2022 12:45:00,22.25,-59.53,7.92,,,,
1078,06/27/2022 13:00:00,22.30,-59.47,7.92,,,,
1079,06/27/2022 13:15:00,22.92,-60.80,7.94,,,,
1080,06/27/2022 13:30:00,23.11,-61.08,7.95,,,,
1081,06/27/2022 13:45:00,23.16,-61.05,7.95,,,,
1082,06/27/2022 14:00:00,23.09,-60.97,7.95,,,,
1083,06/27/2022 14:15:00,22.99,-61.05,7.95,,,,
1084,06/27/2022 14:30:00,22.99,-61.24,7.95,,,,
1085,06/27/2022 14:45:00,23.02,-61.42,7.95,,,,
1086,06/27/2022 15:00:00,23.11,-61.38,7.95,,,,
1087,06/27/2022 15:15:00,23.16,-61.30,7.95,,,,
1088,06/27/2022 15:30:00,23.06,-61.46,7.96,,,,
1089,06/27/2022 15:45:00,22.87,-61.06,7.95,,,,
1090,06/27/2022 16:00:00,22.70,-59.88,7.93,,,,
1091,06/27/2022 16:15:00,22.63,-59.52,7.92,,,,
1092,06/27/2022 16:30:00,22.61,-59.63,7.92,,,,
1093,06/27/2022 16:45:00,22.70,-60.19,7.93,,,,
1094,06/27/2022 17:00:00,22.58,-59.75,7.93,,,,
1095,06/27/2022 17:15:00,22.56,-59.69,7.93,,,,
1096,06/27/2022 17:30:00,22.56,-59.20,7.92,,,,
1097,06/27/2022 17:45:00,22.61,-59.05,7.91,,,,
1098,06/27/2022 18:00:00,22.66,-59.85,7.93,,,,
1099,06/27/2022 18:15:00,22.82,-60.36,7.94,,,,
1100,06/27/2022 18:30:00,22.78,-59.50,7.92,,,,
1101,06/27/2022 18:45:00,22.39,-61.24,7.95,,,,
1102,06/27/2022 19:00:00,22.23,-60.03,7.93,,,,
1103,06/27/2022 19:15:00,22.15,-59.13,7.92,,,,
1104,06/27/2022 19:30:00,22.13,-58.74,7.91,,,,
1105,06/27/2022 19:45:00,22.13,-58.53,7.91,,,,
1106,06/27/2022 20:00:00,22.11,-58.53,7.91,,,,
1107,06/27/2022 20:15:00,22.13,-58.44,7.90,,,,
1108,06/27/2022 20:30:00,22.08,-58.58,7.91,,,,
1109,06/27/2022 20:45:00,22.03,-58.55,7.91,,,,
1110,06/27/2022 21:00:00,22.01,-58.38,7.90,,,,
1111,06/27/2022 21:15:00,21.96,-58.41,7.90,,,,
1112,06/27/2022 21:30:00,21.87,-58.45,7.91,,,,
1113,06/27/2022 21:45:00,21.84,-58.24,7.90,,,,
1114,06/27/2022 22:00:00,21.82,-57.88,7.90,,,,
1115,06/27/2022 22:15:00,21.87,-57.69,7.89,,,,
1116,06/27/2022 22:30:00,22.03,-55.91,7.86,,,,
1117,06/27/2022 22:45:00,22.08,-55.92,7.86,,,,
1118,06/27/2022 23:00:00,22.01,-57.31,7.89,,,,
1119,06/27/2022 23:15:00,22.01,-57.47,7.89,,,,
1120,06/27/2022 23:30:00,21.84,-57.69,7.89,,,,
1121,06/27/2022 23:45:00,21.58,-57.64,7.89,,,,
1122,06/28/2022 00:00:00,21.51,-57.58,7.89,,,,
1123,06/28/2022 00:15:00,21.49,-57.66,7.89,,,,
1124,06/28/2022 00:30:00,21.49,-57.53,7.89,,,,
1125,06/28/2022 00:45:00,21.51,-57.19,7.88,,,,
1126,06/28/2022 01:00:00,21.53,-55.78,7.86,,,,
1127,06/28/2022 01:15:00,21.53,-55.47,7.85,,,,
1128,06/28/2022 01:30:00,21.60,-55.31,7.85,,,,
1129,06/28/2022 01:45:00,21.68,-55.33,7.85,,,,
1130,06/28/2022 02:00:00,21.63,-55.17,7.85,,,,
1131,06/28/2022 02:15:00,21.75,-55.05,7.85,,,,
1132,06/28/2022 02:30:00,21.80,-54.50,7.84,,,,
1133,06/28/2022 02:45:00,21.82,-53.97,7.83,,,,
1134,06/28/2022 03:00:00,21.87,-53.69,7.82,,,,
1135,06/28/2022 03:15:00,21.89,-53.88,7.82,,,,
1136,06/28/2022 03:30:00,22.01,-53.80,7.82,,,,
1137,06/28/2022 03:45:00,22.15,-53.49,7.82,,,,
1138,06/28/2022 04:00:00,22.20,-53.63,7.82,,,,
1139,06/28/2022 04:15:00,22.25,-53.83,7.82,,,,
1140,06/28/2022 04:30:00,22.32,-53.94,7.82,,,,
1141,06/28/2022 04:45:00,22.35,-53.35,7.81,,,,
1142,06/28/2022 05:00:00,22.44,-53.20,7.81,,,,
1143,06/28/2022 05:15:00,22.51,-53.35,7.81,,,,
1144,06/28/2022 05:30:00,22.61,-53.39,7.81,,,,
1145,06/28/2022 05:45:00,22.68,-53.19,7.81,,,,
1146,06/28/2022 06:00:00,22.68,-53.41,7.81,,,,
1147,06/28/2022 06:15:00,22.68,-53.53,7.82,,,,
1148,06/28/2022 06:30:00,22.68,-53.25,7.81,,,,
1149,06/28/2022 06:45:00,22.61,-53.52,7.82,,,,
1150,06/28/2022 07:00:00,22.44,-53.99,7.83,,,,
1151,06/28/2022 07:15:00,22.42,-53.13,7.81,,,,
1152,06/28/2022 07:30:00,21.84,-54.69,7.84,,,,
1153,06/28/2022 07:45:00,21.77,-54.60,7.84,,,,
1154,06/28/2022 08:00:00,21.70,-55.31,7.85,,,,
1155,06/28/2022 08:15:00,21.63,-55.58,7.86,,,,
1156,06/28/2022 08:30:00,21.60,-55.75,7.86,,,,
1157,06/28/2022 08:45:00,21.63,-55.85,7.86,,,,
1158,06/28/2022 09:00:00,21.65,-56.13,7.87,,,,
1159,06/28/2022 09:15:00,21.65,-56.30,7.87,,,,
1160,06/28/2022 09:30:00,21.72,-56.36,7.87,,,,
1161,06/28/2022 09:45:00,21.77,-56.63,7.87,,,,
1162,06/28/2022 10:00:00,21.89,-56.91,7.88,,,,
1163,06/28/2022 10:15:00,21.96,-56.55,7.87,,,,
1164,06/28/2022 10:30:00,22.08,-56.77,7.88,,,,
1165,06/28/2022 10:45:00,22.37,-58.52,7.91,,,,
1166,06/28/2022 11:00:00,22.75,-57.13,7.88,,,,
1167,06/28/2022 11:15:00,22.75,-57.72,7.89,,,,
1168,06/28/2022 11:30:00,22.63,-58.13,7.90,,,,
1169,06/28/2022 11:45:00,22.56,-58.39,7.90,,,,
1170,06/28/2022 12:00:00,22.54,-58.67,7.91,,,,
1171,06/28/2022 12:15:00,22.49,-59.20,7.92,,,,
1172,06/28/2022 12:30:00,22.75,-60.78,7.94,,,,
1173,06/28/2022 12:45:00,22.80,-61.67,7.96,,,,
1174,06/28/2022 13:00:00,22.75,-61.30,7.95,,,,
1175,06/28/2022 13:15:00,22.85,-61.50,7.96,,,,
1176,06/28/2022 13:30:00,22.94,-61.61,7.96,,,,
1177,06/28/2022 13:45:00,22.97,-61.28,7.95,,,,
1178,06/28/2022 14:00:00,23.04,-61.31,7.95,,,,
1179,06/28/2022 14:15:00,23.11,-61.35,7.95,,,,
1180,06/28/2022 14:30:00,23.21,-61.49,7.96,,,,
1181,06/28/2022 14:45:00,23.33,-61.61,7.96,,,,
1182,06/28/2022 15:00:00,23.50,-61.22,7.95,,,,
1183,06/28/2022 15:15:00,23.64,-62.35,7.97,,,,
1184,06/28/2022 15:30:00,23.93,-61.31,7.95,,,,
1185,06/28/2022 15:45:00,24.10,-62.16,7.96,,,,
1186,06/28/2022 16:00:00,24.24,-62.13,7.96,,,,
1187,06/28/2022 16:15:00,24.27,-62.17,7.96,,,,
1188,06/28/2022 16:30:00,24.27,-62.05,7.96,,,,
1189,06/28/2022 16:45:00,24.29,-62.55,7.97,,,,
1190,06/28/2022 17:00:00,24.36,-62.67,7.97,,,,
1191,06/28/2022 17:15:00,24.24,-62.41,7.97,,,,
1192,06/28/2022 17:30:00,24.24,-62.41,7.97,,,,
1193,06/28/2022 17:45:00,24.27,-63.27,7.98,,,,
1194,06/28/2022 18:00:00,24.34,-62.72,7.97,,,,
1195,06/28/2022 18:15:00,24.29,-62.85,7.98,,,,
1196,06/28/2022 18:30:00,24.41,-66.30,8.04,,,,
1197,06/28/2022 18:45:00,24.41,-66.13,8.03,,,,
1198,06/28/2022 19:00:00,24.19,-64.16,8.00,,,,
1199,06/28/2022 19:15:00,23.14,-61.69,7.96,,,,
1200,06/28/2022 19:30:00,22.78,-61.17,7.95,,,,
1201,06/28/2022 19:45:00,22.63,-61.36,7.95,,,,
1202,06/28/2022 20:00:00,22.51,-61.05,7.95,,,,
1203,06/28/2022 20:15:00,22.44,-60.86,7.95,,,,
1204,06/28/2022 20:30:00,22.35,-60.53,7.94,,,,
1205,06/28/2022 20:45:00,22.30,-60.33,7.94,,,,
1206,06/28/2022 21:00:00,22.30,-60.27,7.94,,,,
1207,06/28/2022 21:15:00,22.25,-60.11,7.93,,,,
1208,06/28/2022 21:30:00,22.23,-60.16,7.93,,,,
1209,06/28/2022 21:45:00,22.20,-60.06,7.93,,,,
1210,06/28/2022 22:00:00,22.20,-60.06,7.93,,,,
1211,06/28/2022 22:15:00,22.18,-60.00,7.93,,,,
1212,06/28/2022 22:30:00,22.20,-59.89,7.93,,,,
1213,06/28/2022 22:45:00,22.23,-59.85,7.93,,,,
1214,06/28/2022 23:00:00,22.23,-59.61,7.93,,,,
1215,06/28/2022 23:15:00,22.18,-59.19,7.92,,,,
1216,06/28/2022 23:30:00,22.15,-59.00,7.91,,,,
1217,06/28/2022 23:45:00,22.15,-59.06,7.92,,,,
1218,06/29/2022 00:00:00,22.15,-58.99,7.91,,,,
1219,06/29/2022 00:15:00,22.06,-58.64,7.91,,,,
1220,06/29/2022 00:30:00,22.01,-58.78,7.91,,,,
1221,06/29/2022 00:45:00,21.96,-58.58,7.91,,,,
1222,06/29/2022 01:00:00,21.96,-58.53,7.91,,,,
1223,06/29/2022 01:15:00,21.94,-58.28,7.90,,,,
1224,06/29/2022 01:30:00,21.91,-56.72,7.88,,,,
1225,06/29/2022 01:45:00,21.99,-57.16,7.88,,,,
1226,06/29/2022 02:00:00,22.11,-58.45,7.91,,,,
1227,06/29/2022 02:15:00,21.96,-57.42,7.89,,,,
1228,06/29/2022 02:30:00,21.89,-57.35,7.89,,,,
1229,06/29/2022 02:45:00,21.94,-56.97,7.88,,,,
1230,06/29/2022 03:00:00,22.03,-57.19,7.88,,,,
1231,06/29/2022 03:15:00,22.11,-57.08,7.88,,,,
1232,06/29/2022 03:30:00,22.13,-57.10,7.88,,,,
1233,06/29/2022 03:45:00,22.25,-57.50,7.89,,,,
1234,06/29/2022 04:00:00,22.37,-57.35,7.88,,,,
1235,06/29/2022 04:15:00,22.49,-57.74,7.89,,,,
1236,06/29/2022 04:30:00,22.78,-60.27,7.94,,,,
1237,06/29/2022 04:45:00,22.66,-57.10,7.88,,,,
1238,06/29/2022 05:00:00,22.63,-56.85,7.88,,,,
1239,06/29/2022 05:15:00,22.70,-57.06,7.88,,,,
1240,06/29/2022 05:30:00,22.73,-57.60,7.89,,,,
1241,06/29/2022 05:45:00,22.85,-58.22,7.90,,,,
1242,06/29/2022 06:00:00,23.02,-57.66,7.89,,,,
1243,06/29/2022 06:15:00,23.21,-57.38,7.88,,,,
1244,06/29/2022 06:30:00,23.35,-57.08,7.88,,,,
1245,06/29/2022 06:45:00,23.47,-57.41,7.88,,,,
1246,06/29/2022 07:00:00,23.52,-57.33,7.88,,,,
1247,06/29/2022 07:15:00,23.52,-57.20,7.88,,,,
1248,06/29/2022 07:30:00,23.52,-58.47,7.90,,,,
1249,06/29/2022 07:45:00,23.57,-58.74,7.91,,,,
1250,06/29/2022 08:00:00,23.23,-57.11,7.88,,,,
1251,06/29/2022 08:15:00,22.44,-57.22,7.88,,,,
1252,06/29/2022 08:30:00,22.23,-57.47,7.89,,,,
1253,06/29/2022 08:45:00,22.25,-57.95,7.90,,,,
1254,06/29/2022 09:00:00,22.18,-57.97,7.90,,,,
1255,06/29/2022 09:15:00,22.15,-58.10,7.90,,,,
1256,06/29/2022 09:30:00,22.15,-58.36,7.90,,,,
1257,06/29/2022 09:45:00,22.20,-58.69,7.91,,,,
1258,06/29/2022 10:00:00,22.20,-58.61,7.91,,,,
1259,06/29/2022 10:15:00,22.25,-58.78,7.91,,,,
1260,06/29/2022 10:30:00,22.37,-58.85,7.91,,,,
1261,06/29/2022 10:45:00,22.51,-58.39,7.90,,,,
1262,06/29/2022 11:00:00,22.68,-57.22,7.88,,,,
1263,06/29/2022 11:15:00,22.99,-60.31,7.94,,,,
1264,06/29/2022 11:30:00,23.30,-58.30,7.90,,,,
1265,06/29/2022 11:45:00,23.95,-59.47,7.92,,,,
1266,06/29/2022 12:00:00,24.07,-60.53,7.94,,,,
1267,06/29/2022 12:15:00,24.24,-59.49,7.92,,,,
1268,06/29/2022 12:30:00,24.34,-60.69,7.94,,,,
1269,06/29/2022 12:45:00,24.27,-62.03,7.96,,,,
1270,06/29/2022 13:00:00,23.66,-62.11,7.96,,,,
1271,06/29/2022 13:15:00,23.91,-63.03,7.98,,,,
1272,06/29/2022 13:30:00,23.71,-62.44,7.97,,,,
1273,06/29/2022 13:45:00,23.71,-62.16,7.97,,,,
1274,06/29/2022 14:00:00,23.66,-62.06,7.96,,,,
1275,06/29/2022 14:15:00,23.76,-62.13,7.96,,,,
1276,06/29/2022 14:30:00,23.83,-62.05,7.96,,,,
1277,06/29/2022 14:45:00,23.93,-62.13,7.96,,,,
1278,06/29/2022 15:00:00,24.05,-62.42,7.97,,,,
1279,06/29/2022 15:15:00,24.24,-62.64,7.97,,,,
1280,06/29/2022 15:30:00,24.48,-61.97,7.96,,,,
1281,06/29/2022 15:45:00,24.73,-63.24,7.98,,,,
1282,06/29/2022 16:00:00,24.87,-62.24,7.96,,,,
1283,06/29/2022 16:15:00,24.82,-60.89,7.94,,,,
1284,06/29/2022 16:30:00,24.85,-62.21,7.96,,,,
1285,06/29/2022 16:45:00,24.90,-62.88,7.97,,,,
1286,06/29/2022 17:00:00,24.94,-63.63,7.99,,,,
1287,06/29/2022 17:15:00,24.97,-61.08,7.94,,,,
1288,06/29/2022 17:30:00,24.94,-63.33,7.98,,,,
1289,06/29/2022 17:45:00,24.90,-63.71,7.99,,,,
1290,06/29/2022 18:00:00,24.85,-63.60,7.99,,,,
1291,06/29/2022 18:15:00,24.77,-63.75,7.99,,,,
1292,06/29/2022 18:30:00,24.73,-63.99,7.99,,,,
1293,06/29/2022 18:45:00,24.63,-64.22,8.00,,,,
1294,06/29/2022 19:00:00,24.56,-63.99,7.99,,,,
1295,06/29/2022 19:15:00,24.51,-63.85,7.99,,,,
1296,06/29/2022 19:30:00,24.70,-64.33,8.00,,,,
1297,06/29/2022 19:45:00,23.71,-61.72,7.96,,,,
1298,06/29/2022 20:00:00,23.21,-61.24,7.95,,,,
1299,06/29/2022 20:15:00,23.04,-60.95,7.95,,,,
1300,06/29/2022 20:30:00,22.87,-60.41,7.94,,,,
1301,06/29/2022 20:45:00,22.78,-60.13,7.93,,,,
1302,06/29/2022 21:00:00,22.73,-60.08,7.93,,,,
1303,06/29/2022 21:15:00,22.73,-60.28,7.94,,,,
1304,06/29/2022 21:30:00,22.68,-59.92,7.93,,,,
1305,06/29/2022 21:45:00,22.66,-59.80,7.93,,,,
1306,06/29/2022 22:00:00,22.61,-59.70,7.93,,,,
1307,06/29/2022 22:15:00,22.61,-59.74,7.93,,,,
1308,06/29/2022 22:30:00,22.61,-59.89,7.93,,,,
1309,06/29/2022 22:45:00,22.61,-59.78,7.93,,,,
1310,06/29/2022 23:00:00,22.63,-59.91,7.93,,,,
1311,06/29/2022 23:15:00,22.61,-59.64,7.92,,,,
1312,06/29/2022 23:30:00,22.61,-59.61,7.92,,,,
1313,06/29/2022 23:45:00,22.61,-59.41,7.92,,,,
1314,06/30/2022 00:00:00,22.61,-58.92,7.91,,,,
1315,06/30/2022 00:15:00,22.56,-58.83,7.91,,,,
1316,06/30/2022 00:30:00,22.56,-59.00,7.91,,,,
1317,06/30/2022 00:45:00,22.56,-58.58,7.91,,,,
1318,06/30/2022 01:00:00,22.54,-59.28,7.92,,,,
1319,06/30/2022 01:15:00,22.54,-59.35,7.92,,,,
1320,06/30/2022 01:30:00,22.54,-59.69,7.93,,,,
1321,06/30/2022 01:45:00,22.54,-59.44,7.92,,,,
1322,06/30/2022 02:00:00,22.54,-58.94,7.91,,,,
1323,06/30/2022 02:15:00,22.56,-56.16,7.86,,,,
1324,06/30/2022 02:30:00,22.58,-55.75,7.86,,,,
1325,06/30/2022 02:45:00,22.47,-56.35,7.87,,,,
1326,06/30/2022 03:00:00,22.42,-57.10,7.88,,,,
1327,06/30/2022 03:15:00,22.37,-56.36,7.87,,,,
1328,06/30/2022 03:30:00,22.35,-56.72,7.87,,,,
1329,06/30/2022 03:45:00,22.32,-55.27,7.85,,,,
1330,06/30/2022 04:00:00,22.30,-54.89,7.84,,,,
1331,06/30/2022 04:15:00,22.32,-55.02,7.84,,,,
1332,06/30/2022 04:30:00,22.35,-55.45,7.85,,,,
1333,06/30/2022 04:45:00,22.44,-55.60,7.85,,,,
1334,06/30/2022 05:00:00,22.54,-55.81,7.86,,,,
1335,06/30/2022 05:15:00,22.66,-56.05,7.86,,,,
1336,06/30/2022 05:30:00,22.82,-56.67,7.87,,,,
1337,06/30/2022 05:45:00,23.04,-57.02,7.88,,,,
1338,06/30/2022 06:00:00,23.16,-56.00,7.86,,,,
1339,06/30/2022 06:15:00,23.21,-55.86,7.86,,,,
1340,06/30/2022 06:30:00,23.26,-56.06,7.86,,,,
1341,06/30/2022 06:45:00,23.47,-56.05,7.86,,,,
1342,06/30/2022 07:00:00,23.57,-55.92,7.86,,,,
1343,06/30/2022 07:15:00,23.79,-56.17,7.86,,,,
1344,06/30/2022 07:30:00,23.83,-55.86,7.85,,,,
1345,06/30/2022 07:45:00,23.88,-55.56,7.85,,,,
1346,06/30/2022 08:00:00,23.93,-55.85,7.85,,,,
1347,06/30/2022 08:15:00,24.00,-58.60,7.90,,,,
1348,06/30/2022 08:30:00,23.95,-57.74,7.89,,,,
1349,06/30/2022 08:45:00,23.02,-58.05,7.90,,,,
1350,06/30/2022 09:00:00,22.78,-58.49,7.90,,,,
1351,06/30/2022 09:15:00,22.68,-58.75,7.91,,,,
1352,06/30/2022 09:30:00,22.66,-58.92,7.91,,,,
1353,06/30/2022 09:45:00,22.66,-58.86,7.91,,,,
1354,06/30/2022 10:00:00,22.70,-59.10,7.91,,,,
1355,06/30/2022 10:15:00,22.70,-59.10,7.91,,,,
1356,06/30/2022 10:30:00,22.78,-59.06,7.91,,,,
1357,06/30/2022 10:45:00,22.82,-59.39,7.92,,,,
1358,06/30/2022 11:00:00,22.90,-59.63,7.92,,,,
1359,06/30/2022 11:15:00,22.97,-59.75,7.93,,,,
1360,06/30/2022 11:30:00,23.06,-60.02,7.93,,,,
1361,06/30/2022 11:45:00,23.21,-60.17,7.93,,,,
1362,06/30/2022 12:00:00,23.35,-60.36,7.93,,,,
1363,06/30/2022 12:15:00,23.62,-60.08,7.93,,,,
1364,06/30/2022 12:30:00,23.93,-60.52,7.94,,,,
1365,06/30/2022 12:45:00,23.64,-60.67,7.94,,,,
1366,06/30/2022 13:00:00,23.64,-61.42,7.95,,,,
1367,06/30/2022 13:15:00,23.57,-62.38,7.97,,,,
1368,06/30/2022 13:30:00,23.66,-62.63,7.97,,,,
1369,06/30/2022 13:45:00,23.69,-62.85,7.98,,,,
1370,06/30/2022 14:00:00,23.62,-62.94,7.98,,,,
1371,06/30/2022 14:15:00,23.62,-62.78,7.98,,,,
1372,06/30/2022 14:30:00,23.69,-63.25,7.98,,,,
1373,06/30/2022 14:45:00,23.64,-63.06,7.98,,,,
1374,06/30/2022 15:00:00,23.74,-63.38,7.99,,,,
1375,06/30/2022 15:15:00,23.74,-63.55,7.99,,,,
1376,06/30/2022 15:30:00,23.81,-63.71,7.99,,,,
1377,06/30/2022 15:45:00,23.95,-63.61,7.99,,,,
1378,06/30/2022 16:00:00,24.34,-64.10,8.00,,,,
1379,06/30/2022 16:15:00,24.70,-63.92,7.99,,,,
1380,06/30/2022 16:30:00,24.70,-63.99,7.99,,,,
1381,06/30/2022 16:45:00,24.70,-63.97,7.99,,,,
1382,06/30/2022 17:00:00,24.75,-64.11,8.00,,,,
1383,06/30/2022 17:15:00,24.82,-63.86,7.99,,,,
1384,06/30/2022 17:30:00,24.87,-63.67,7.99,,,,
1385,06/30/2022 17:45:00,24.87,-63.75,7.99,,,,
1386,06/30/2022 18:00:00,24.82,-64.31,8.00,,,,
1387,06/30/2022 18:15:00,24.73,-64.17,8.00,,,,
1388,06/30/2022 18:30:00,24.68,-64.00,7.99,,,,
1389,06/30/2022 18:45:00,24.65,-63.96,7.99,,,,
1390,06/30/2022 19:00:00,24.68,-63.22,7.98,,,,
1391,06/30/2022 19:15:00,24.68,-62.81,7.97,,,,
1392,06/30/2022 19:30:00,24.56,-63.25,7.98,,,,
1393,06/30/2022 19:45:00,24.41,-63.85,7.99,,,,
1394,06/30/2022 20:00:00,24.39,-63.99,8.00,,,,
1395,06/30/2022 20:15:00,24.44,-63.36,7.98,,,,
1396,06/30/2022 20:30:00,23.66,-61.69,7.96,,,,
1397,06/30/2022 20:45:00,22.99,-60.67,7.94,,,,
1398,06/30/2022 21:00:00,22.87,-60.45,7.94,,,,
1399,06/30/2022 21:15:00,22.75,-59.89,7.93,,,,
1400,06/30/2022 21:30:00,22.70,-59.75,7.93,,,,
1401,06/30/2022 21:45:00,22.61,-59.27,7.92,,,,
1402,06/30/2022 22:00:00,22.58,-59.31,7.92,,,,
1403,06/30/2022 22:15:00,22.56,-59.31,7.92,,,,
1404,06/30/2022 22:30:00,22.54,-58.91,7.91,,,,
1405,06/30/2022 22:45:00,22.51,-59.17,7.92,,,,
1406,06/30/2022 23:00:00,22.51,-58.94,7.91,,,,
1407,06/30/2022 23:15:00,22.49,-58.81,7.91,,,,
1408,06/30/2022 23:30:00,22.51,-58.89,7.91,,,,
1409,06/30/2022 23:45:00,22.54,-58.56,7.91,,,,
1410,07/01/2022 00:00:00,22.49,-58.28,7.90,,,,
1411,07/01/2022 00:15:00,22.49,-58.17,7.90,,,,
1412,07/01/2022 00:30:00,22.49,-58.16,7.90,,,,
1413,07/01/2022 00:45:00,22.47,-57.67,7.89,,,,
1414,07/01/2022 01:00:00,22.44,-57.69,7.89,,,,
1415,07/01/2022 01:15:00,22.42,-57.66,7.89,,,,
1416,07/01/2022 01:30:00,22.37,-57.56,7.89,,,,
1417,07/01/2022 01:45:00,22.32,-57.69,7.89,,,,
1418,07/01/2022 02:00:00,22.30,-57.66,7.89,,,,
1419,07/01/2022 02:15:00,22.32,-57.50,7.89,,,,
1420,07/01/2022 02:30:00,22.32,-57.58,7.89,,,,
1421,07/01/2022 02:45:00,22.32,-56.81,7.88,,,,
1422,07/01/2022 03:00:00,22.30,-55.13,7.85,,,,
1423,07/01/2022 03:15:00,22.32,-55.67,7.86,,,,
1424,07/01/2022 03:30:00,22.39,-55.83,7.86,,,,
1425,07/01/2022 03:45:00,22.23,-56.02,7.86,,,,
1426,07/01/2022 04:00:00,22.15,-56.05,7.86,,,,
1427,07/01/2022 04:15:00,22.15,-55.31,7.85,,,,
1428,07/01/2022 04:30:00,22.20,-55.22,7.85,,,,
1429,07/01/2022 04:45:00,22.23,-55.06,7.84,,,,
1430,07/01/2022 05:00:00,22.23,-55.14,7.85,,,,
1431,07/01/2022 05:15:00,22.25,-54.61,7.84,,,,
1432,07/01/2022 05:30:00,22.35,-54.60,7.84,,,,
1433,07/01/2022 05:45:00,22.47,-55.22,7.85,,,,
1434,07/01/2022 06:00:00,22.56,-55.08,7.84,,,,
1435,07/01/2022 06:15:00,22.66,-55.03,7.84,,,,
