#,Date-Time (EDT),Ch:1 - Temperature   (°C),Ch:2 - Millivolts   (mv),Ch:3 - pH   (pH),Button Down,Button Up,Host Connected,End of File
434,05/12/2023 18:15:00,15.94,-85.42,8.02,,,,
435,05/12/2023 18:30:00,15.89,-85.53,8.02,,,,
436,05/12/2023 18:45:00,15.84,-85.55,8.02,,,,
437,05/12/2023 19:00:00,15.80,-85.35,8.02,,,,
438,05/12/2023 19:15:00,15.80,-84.86,8.01,,,,
439,05/12/2023 19:30:00,15.80,-83.88,7.99,,,,
440,05/12/2023 19:45:00,15.75,-81.49,7.95,,,,
441,05/12/2023 20:00:00,15.82,-78.27,7.89,,,,
442,05/12/2023 20:15:00,16.06,-76.63,7.86,,,,
443,05/12/2023 20:30:00,15.99,-80.06,7.92,,,,
444,05/12/2023 20:45:00,15.82,-80.19,7.93,,,,
445,05/12/2023 21:00:00,15.77,-80.96,7.94,,,,
446,05/12/2023 21:15:00,15.75,-80.74,7.94,,,,
447,05/12/2023 21:30:00,15.77,-79.05,7.91,,,,
448,05/12/2023 21:45:00,15.87,-77.89,7.88,,,,
449,05/12/2023 22:00:00,16.01,-78.31,7.89,,,,
450,05/12/2023 22:15:00,16.20,-78.05,7.89,,,,
451,05/12/2023 22:30:00,16.32,-77.52,7.88,,,,
452,05/12/2023 22:45:00,16.46,-76.63,7.86,,,,
453,05/12/2023 23:00:00,16.58,-75.97,7.85,,,,
454,05/12/2023 23:15:00,16.68,-75.10,7.83,,,,
455,05/12/2023 23:30:00,16.75,-75.21,7.83,,,,
456,05/12/2023 23:45:00,16.84,-74.71,7.82,,,,
457,05/13/2023 00:00:00,16.94,-73.81,7.81,,,,
458,05/13/2023 00:15:00,16.99,-72.11,7.78,,,,
459,05/13/2023 00:30:00,16.96,-70.83,7.76,,,,
460,05/13/2023 00:45:00,16.94,-67.61,7.70,,,,
461,05/13/2023 01:00:00,17.11,-80.33,7.92,,,,
462,05/13/2023 01:15:00,16.56,-81.56,7.95,,,,
463,05/13/2023 01:30:00,15.94,-82.96,7.97,,,,
464,05/13/2023 01:45:00,15.75,-83.14,7.98,,,,
465,05/13/2023 02:00:00,15.51,-82.97,7.98,,,,
466,05/13/2023 02:15:00,15.29,-82.72,7.97,,,,
467,05/13/2023 02:30:00,15.22,-82.67,7.97,,,,
468,05/13/2023 02:45:00,15.13,-82.27,7.97,,,,
469,05/13/2023 03:00:00,15.03,-82.08,7.96,,,,
470,05/13/2023 03:15:00,15.03,-81.94,7.96,,,,
471,05/13/2023 03:30:00,15.01,-81.80,7.96,,,,
472,05/13/2023 03:45:00,14.98,-81.72,7.96,,,,
473,05/13/2023 04:00:00,15.01,-81.81,7.96,,,,
474,05/13/2023 04:15:00,15.01,-81.86,7.96,,,,
475,05/13/2023 04:30:00,15.06,-82.16,7.96,,,,
476,05/13/2023 04:45:00,15.13,-82.39,7.97,,,,
477,05/13/2023 05:00:00,15.15,-82.53,7.97,,,,
478,05/13/2023 05:15:00,15.20,-82.78,7.97,,,,
479,05/13/2023 05:30:00,15.22,-82.77,7.97,,,,
480,05/13/2023 05:45:00,15.22,-82.72,7.97,,,,
481,05/13/2023 06:00:00,15.25,-83.03,7.98,,,,
482,05/13/2023 06:15:00,15.22,-82.91,7.98,,,,
483,05/13/2023 06:30:00,15.22,-82.91,7.98,,,,
484,05/13/2023 06:45:00,15.20,-82.64,7.97,,,,
485,05/13/2023 07:00:00,15.17,-82.46,7.97,,,,
486,05/13/2023 07:15:00,15.15,-81.52,7.95,,,,
487,05/13/2023 07:30:00,15.17,-80.02,7.92,,,,
488,05/13/2023 07:45:00,15.20,-76.88,7.87,,,,
489,05/13/2023 08:00:00,15.29,-75.03,7.84,,,,
490,05/13/2023 08:15:00,15.46,-78.16,7.89,,,,
491,05/13/2023 08:30:00,15.44,-78.33,7.89,,,,
492,05/13/2023 08:45:00,15.39,-78.41,7.90,,,,
493,05/13/2023 09:00:00,15.46,-78.86,7.90,,,,
494,05/13/2023 09:15:00,15.44,-78.42,7.90,,,,
495,05/13/2023 09:30:00,15.44,-78.39,7.89,,,,
496,05/13/2023 09:45:00,15.41,-78.69,7.90,,,,
497,05/13/2023 10:00:00,15.44,-78.94,7.90,,,,
498,05/13/2023 10:15:00,15.49,-79.02,7.91,,,,
499,05/13/2023 10:30:00,15.58,-79.38,7.91,,,,
500,05/13/2023 10:45:00,15.65,-78.99,7.90,,,,
501,05/13/2023 11:00:00,15.80,-78.85,7.90,,,,
502,05/13/2023 11:15:00,16.37,-78.97,7.90,,,,
503,05/13/2023 11:30:00,16.63,-78.49,7.89,,,,
504,05/13/2023 11:45:00,16.63,-77.97,7.88,,,,
505,05/13/2023 12:00:00,16.84,-77.52,7.87,,,,
506,05/13/2023 12:15:00,17.13,-76.91,7.86,,,,
507,05/13/2023 12:30:00,17.30,-76.33,7.85,,,,
508,05/13/2023 12:45:00,17.58,-77.10,7.87,,,,
509,05/13/2023 13:00:00,17.72,-78.11,7.88,,,,
510,05/13/2023 13:15:00,17.82,-80.00,7.92,,,,
511,05/13/2023 13:30:00,18.08,-82.58,7.96,,,,
512,05/13/2023 13:45:00,18.30,-83.94,7.98,,,,
513,05/13/2023 14:00:00,18.44,-81.60,7.94,,,,
514,05/13/2023 14:15:00,17.77,-80.64,7.93,,,,
515,05/13/2023 14:30:00,16.96,-82.89,7.97,,,,
516,05/13/2023 14:45:00,16.77,-83.74,7.99,,,,
517,05/13/2023 15:00:00,16.75,-83.86,7.99,,,,
518,05/13/2023 15:15:00,16.63,-84.03,7.99,,,,
519,05/13/2023 15:30:00,16.61,-84.11,7.99,,,,
520,05/13/2023 15:45:00,16.58,-84.13,7.99,,,,
521,05/13/2023 16:00:00,16.53,-84.03,7.99,,,,
522,05/13/2023 16:15:00,16.53,-83.99,7.99,,,,
523,05/13/2023 16:30:00,16.53,-83.91,7.99,,,,
524,05/13/2023 16:45:00,16.56,-84.07,7.99,,,,
525,05/13/2023 17:00:00,16.53,-84.16,7.99,,,,
526,05/13/2023 17:15:00,16.46,-84.03,7.99,,,,
527,05/13/2023 17:30:00,16.44,-83.99,7.99,,,,
528,05/13/2023 17:45:00,16.39,-83.57,7.98,,,,
529,05/13/2023 18:00:00,16.39,-83.57,7.98,,,,
530,05/13/2023 18:15:00,16.42,-83.55,7.98,,,,
531,05/13/2023 18:30:00,16.44,-83.71,7.99,,,,
532,05/13/2023 18:45:00,16.49,-84.14,7.99,,,,
533,05/13/2023 19:00:00,16.56,-84.14,7.99,,,,
534,05/13/2023 19:15:00,16.61,-84.47,8.00,,,,
535,05/13/2023 19:30:00,16.53,-84.55,8.00,,,,
536,05/13/2023 19:45:00,16.51,-84.05,7.99,,,,
537,05/13/2023 20:00:00,16.56,-83.32,7.98,,,,
538,05/13/2023 20:15:00,16.56,-81.58,7.95,,,,
539,05/13/2023 20:30:00,16.58,-79.13,7.90,,,,
540,05/13/2023 20:45:00,16.58,-75.61,7.84,,,,
541,05/13/2023 21:00:00,16.75,-77.17,7.87,,,,
542,05/13/2023 21:15:00,16.77,-77.56,7.88,,,,
543,05/13/2023 21:30:00,16.56,-77.14,7.87,,,,
544,05/13/2023 21:45:00,16.51,-78.11,7.89,,,,
545,05/13/2023 22:00:00,16.46,-77.52,7.88,,,,
546,05/13/2023 22:15:00,16.53,-77.17,7.87,,,,
547,05/13/2023 22:30:00,16.61,-77.92,7.88,,,,
548,05/13/2023 22:45:00,16.63,-78.06,7.89,,,,
549,05/13/2023 23:00:00,16.77,-77.81,7.88,,,,
550,05/13/2023 23:15:00,16.87,-77.10,7.87,,,,
551,05/13/2023 23:30:00,16.94,-76.58,7.86,,,,
552,05/13/2023 23:45:00,17.03,-76.38,7.85,,,,
553,05/14/2023 00:00:00,17.11,-76.05,7.85,,,,
554,05/14/2023 00:15:00,17.15,-75.36,7.84,,,,
555,05/14/2023 00:30:00,17.20,-74.92,7.83,,,,
556,05/14/2023 00:45:00,17.15,-76.89,7.86,,,,
557,05/14/2023 01:00:00,17.08,-75.74,7.84,,,,
558,05/14/2023 01:15:00,16.99,-76.38,7.85,,,,
559,05/14/2023 01:30:00,16.99,-77.81,7.88,,,,
560,05/14/2023 01:45:00,16.87,-77.96,7.88,,,,
561,05/14/2023 02:00:00,17.11,-80.22,7.92,,,,
562,05/14/2023 02:15:00,17.22,-81.08,7.94,,,,
563,05/14/2023 02:30:00,16.34,-80.81,7.94,,,,
564,05/14/2023 02:45:00,15.68,-81.27,7.95,,,,
565,05/14/2023 03:00:00,15.60,-81.85,7.96,,,,
566,05/14/2023 03:15:00,15.56,-82.08,7.96,,,,
567,05/14/2023 03:30:00,15.53,-82.24,7.96,,,,
568,05/14/2023 03:45:00,15.53,-82.28,7.96,,,,
569,05/14/2023 04:00:00,15.49,-82.32,7.96,,,,
570,05/14/2023 04:15:00,15.46,-82.21,7.96,,,,
571,05/14/2023 04:30:00,15.39,-81.89,7.96,,,,
572,05/14/2023 04:45:00,15.37,-81.77,7.96,,,,
573,05/14/2023 05:00:00,15.32,-81.61,7.95,,,,
574,05/14/2023 05:15:00,15.29,-81.55,7.95,,,,
575,05/14/2023 05:30:00,15.27,-81.63,7.95,,,,
576,05/14/2023 05:45:00,15.25,-81.58,7.95,,,,
577,05/14/2023 06:00:00,15.22,-81.42,7.95,,,,
578,05/14/2023 06:15:00,15.22,-81.38,7.95,,,,
579,05/14/2023 06:30:00,15.20,-81.25,7.95,,,,
580,05/14/2023 06:45:00,15.22,-81.60,7.95,,,,
581,05/14/2023 07:00:00,15.22,-81.66,7.95,,,,
582,05/14/2023 07:15:00,15.22,-81.89,7.96,,,,
583,05/14/2023 07:30:00,15.22,-82.24,7.96,,,,
584,05/14/2023 07:45:00,15.25,-82.38,7.97,,,,
585,05/14/2023 08:00:00,15.29,-82.44,7.97,,,,
586,05/14/2023 08:15:00,15.29,-82.35,7.97,,,,
587,05/14/2023 08:30:00,15.34,-82.13,7.96,,,,
588,05/14/2023 08:45:00,15.37,-81.88,7.96,,,,
589,05/14/2023 09:00:00,15.39,-79.24,7.91,,,,
590,05/14/2023 09:15:00,15.53,-76.50,7.86,,,,
591,05/14/2023 09:30:00,15.68,-76.47,7.86,,,,
592,05/14/2023 09:45:00,15.75,-76.19,7.85,,,,
593,05/14/2023 10:00:00,15.80,-75.69,7.85,,,,
594,05/14/2023 10:15:00,15.84,-75.00,7.83,,,,
595,05/14/2023 10:30:00,15.89,-74.24,7.82,,,,
596,05/14/2023 10:45:00,15.91,-73.49,7.81,,,,
597,05/14/2023 11:00:00,16.06,-76.96,7.87,,,,
598,05/14/2023 11:15:00,16.18,-78.56,7.90,,,,
599,05/14/2023 11:30:00,16.30,-78.86,7.90,,,,
600,05/14/2023 11:45:00,16.32,-78.88,7.90,,,,
601,05/14/2023 12:00:00,16.32,-78.88,7.90,,,,
602,05/14/2023 12:15:00,16.46,-78.47,7.89,,,,
603,05/14/2023 12:30:00,16.58,-78.97,7.90,,,,
604,05/14/2023 12:45:00,16.63,-78.33,7.89,,,,
605,05/14/2023 13:00:00,16.80,-77.80,7.88,,,,
606,05/14/2023 13:15:00,16.89,-76.27,7.85,,,,
607,05/14/2023 13:30:00,17.18,-76.91,7.86,,,,
608,05/14/2023 13:45:00,17.46,-77.63,7.87,,,,
609,05/14/2023 14:00:00,17.51,-79.53,7.91,,,,
610,05/14/2023 14:15:00,17.46,-80.14,7.92,,,,
611,05/14/2023 14:30:00,17.65,-80.96,7.93,,,,
612,05/14/2023 14:45:00,17.94,-80.83,7.93,,,,
613,05/14/2023 15:00:00,17.61,-82.00,7.95,,,,
614,05/14/2023 15:15:00,16.99,-83.86,7.99,,,,
615,05/14/2023 15:30:00,16.77,-84.47,8.00,,,,
616,05/14/2023 15:45:00,16.68,-84.82,8.01,,,,
617,05/14/2023 16:00:00,16.63,-85.07,8.01,,,,
618,05/14/2023 16:15:00,16.61,-85.10,8.01,,,,
619,05/14/2023 16:30:00,16.61,-85.14,8.01,,,,
620,05/14/2023 16:45:00,16.58,-85.03,8.01,,,,
621,05/14/2023 17:00:00,16.61,-85.25,8.01,,,,
622,05/14/2023 17:15:00,16.61,-85.53,8.02,,,,
623,05/14/2023 17:30:00,16.61,-85.67,8.02,,,,
624,05/14/2023 17:45:00,16.53,-85.41,8.02,,,,
625,05/14/2023 18:00:00,16.44,-85.13,8.01,,,,
626,05/14/2023 18:15:00,16.42,-84.83,8.01,,,,
627,05/14/2023 18:30:00,16.42,-84.50,8.00,,,,
628,05/14/2023 18:45:00,16.44,-84.10,7.99,,,,
629,05/14/2023 19:00:00,16.39,-83.96,7.99,,,,
630,05/14/2023 19:15:00,16.42,-83.47,7.98,,,,
631,05/14/2023 19:30:00,16.30,-83.08,7.98,,,,
632,05/14/2023 19:45:00,16.25,-83.50,7.98,,,,
633,05/14/2023 20:00:00,16.18,-84.11,7.99,,,,
634,05/14/2023 20:15:00,16.08,-84.83,8.01,,,,
635,05/14/2023 20:30:00,16.06,-84.55,8.00,,,,
636,05/14/2023 20:45:00,16.06,-84.36,8.00,,,,
637,05/14/2023 21:00:00,16.06,-83.86,7.99,,,,
638,05/14/2023 21:15:00,16.08,-82.03,7.96,,,,
639,05/14/2023 21:30:00,16.06,-80.86,7.94,,,,
640,05/14/2023 21:45:00,16.06,-76.33,7.86,,,,
641,05/14/2023 22:00:00,15.96,-74.25,7.82,,,,
642,05/14/2023 22:15:00,15.94,-77.21,7.87,,,,
643,05/14/2023 22:30:00,15.82,-77.46,7.88,,,,
644,05/14/2023 22:45:00,15.77,-76.80,7.87,,,,
645,05/14/2023 23:00:00,15.84,-78.28,7.89,,,,
646,05/14/2023 23:15:00,15.91,-77.72,7.88,,,,
647,05/14/2023 23:30:00,16.01,-78.44,7.89,,,,
648,05/14/2023 23:45:00,16.11,-78.88,7.90,,,,
649,05/15/2023 00:00:00,16.25,-78.92,7.90,,,,
650,05/15/2023 00:15:00,16.37,-79.44,7.91,,,,
651,05/15/2023 00:30:00,16.49,-77.28,7.87,,,,
652,05/15/2023 00:45:00,16.56,-78.46,7.89,,,,
653,05/15/2023 01:00:00,16.63,-76.81,7.86,,,,
654,05/15/2023 01:15:00,16.72,-76.89,7.86,,,,
655,05/15/2023 01:30:00,16.82,-76.36,7.85,,,,
656,05/15/2023 01:45:00,16.87,-76.53,7.86,,,,
657,05/15/2023 02:00:00,16.82,-76.17,7.85,,,,
658,05/15/2023 02:15:00,16.82,-74.85,7.83,,,,
659,05/15/2023 02:30:00,16.77,-75.02,7.83,,,,
660,05/15/2023 02:45:00,16.72,-74.83,7.83,,,,
661,05/15/2023 03:00:00,16.61,-74.80,7.83,,,,
662,05/15/2023 03:15:00,16.61,-78.35,7.89,,,,
663,05/15/2023 03:30:00,16.75,-79.77,7.92,,,,
664,05/15/2023 03:45:00,15.99,-81.08,7.94,,,,
665,05/15/2023 04:00:00,15.68,-81.78,7.95,,,,
666,05/15/2023 04:15:00,15.60,-82.30,7.96,,,,
667,05/15/2023 04:30:00,15.53,-82.50,7.97,,,,
668,05/15/2023 04:45:00,15.44,-82.53,7.97,,,,
669,05/15/2023 05:00:00,15.39,-82.38,7.97,,,,
670,05/15/2023 05:15:00,15.32,-82.25,7.96,,,,
671,05/15/2023 05:30:00,15.32,-82.24,7.96,,,,
672,05/15/2023 05:45:00,15.29,-82.30,7.97,,,,
673,05/15/2023 06:00:00,15.34,-82.67,7.97,,,,
674,05/15/2023 06:15:00,15.34,-82.72,7.97,,,,
675,05/15/2023 06:30:00,15.32,-82.60,7.97,,,,
676,05/15/2023 06:45:00,15.32,-82.35,7.97,,,,
677,05/15/2023 07:00:00,15.29,-82.05,7.96,,,,
678,05/15/2023 07:15:00,15.27,-81.99,7.96,,,,
679,05/15/2023 07:30:00,15.25,-81.92,7.96,,,,
680,05/15/2023 07:45:00,15.25,-82.13,7.96,,,,
681,05/15/2023 08:00:00,15.25,-82.30,7.97,,,,
682,05/15/2023 08:15:00,15.27,-82.58,7.97,,,,
683,05/15/2023 08:30:00,15.32,-83.00,7.98,,,,
684,05/15/2023 08:45:00,15.34,-83.44,7.99,,,,
685,05/15/2023 09:00:00,15.39,-83.78,7.99,,,,
686,05/15/2023 09:15:00,15.44,-83.86,7.99,,,,
687,05/15/2023 09:30:00,15.49,-84.30,8.00,,,,
688,05/15/2023 09:45:00,15.56,-85.10,8.01,,,,
689,05/15/2023 10:00:00,15.63,-83.74,7.99,,,,
690,05/15/2023 10:15:00,15.68,-82.64,7.97,,,,
691,05/15/2023 10:30:00,15.89,-79.80,7.92,,,,
692,05/15/2023 10:45:00,15.91,-77.97,7.89,,,,
693,05/15/2023 11:00:00,15.99,-77.60,7.88,,,,
694,05/15/2023 11:15:00,16.08,-76.10,7.85,,,,
695,05/15/2023 11:30:00,16.20,-77.55,7.88,,,,
696,05/15/2023 11:45:00,16.22,-79.49,7.91,,,,
697,05/15/2023 12:00:00,16.25,-79.66,7.91,,,,
698,05/15/2023 12:15:00,16.22,-78.86,7.90,,,,
699,05/15/2023 12:30:00,16.27,-79.80,7.92,,,,
700,05/15/2023 12:45:00,16.27,-79.64,7.91,,,,
701,05/15/2023 13:00:00,16.39,-81.47,7.95,,,,
702,05/15/2023 13:15:00,16.42,-81.74,7.95,,,,
703,05/15/2023 13:30:00,16.49,-82.47,7.96,,,,
704,05/15/2023 13:45:00,16.58,-82.91,7.97,,,,
705,05/15/2023 14:00:00,16.75,-82.66,7.97,,,,
706,05/15/2023 14:15:00,16.94,-83.11,7.97,,,,
707,05/15/2023 14:30:00,17.13,-84.94,8.01,,,,
708,05/15/2023 14:45:00,17.32,-86.38,8.03,,,,
709,05/15/2023 15:00:00,17.56,-83.42,7.98,,,,
710,05/15/2023 15:15:00,17.70,-84.02,7.99,,,,
711,05/15/2023 15:30:00,17.80,-84.52,8.00,,,,
712,05/15/2023 15:45:00,17.34,-86.08,8.03,,,,
713,05/15/2023 16:00:00,16.80,-86.53,8.04,,,,
714,05/15/2023 16:15:00,16.58,-85.55,8.02,,,,
715,05/15/2023 16:30:00,16.51,-85.66,8.02,,,,
716,05/15/2023 16:45:00,16.42,-85.88,8.03,,,,
717,05/15/2023 17:00:00,16.42,-86.36,8.03,,,,
718,05/15/2023 17:15:00,16.34,-86.08,8.03,,,,
719,05/15/2023 17:30:00,16.25,-85.67,8.02,,,,
720,05/15/2023 17:45:00,16.20,-86.10,8.03,,,,
721,05/15/2023 18:00:00,16.11,-86.00,8.03,,,,
722,05/15/2023 18:15:00,16.03,-85.99,8.03,,,,
723,05/15/2023 18:30:00,15.99,-85.94,8.03,,,,
724,05/15/2023 18:45:00,15.91,-86.00,8.03,,,,
725,05/15/2023 19:00:00,15.91,-86.14,8.03,,,,
726,05/15/2023 19:15:00,15.87,-86.30,8.03,,,,
727,05/15/2023 19:30:00,15.84,-86.27,8.03,,,,
728,05/15/2023 19:45:00,15.82,-86.14,8.03,,,,
729,05/15/2023 20:00:00,15.80,-85.91,8.03,,,,
730,05/15/2023 20:15:00,15.75,-85.14,8.01,,,,
731,05/15/2023 20:30:00,15.72,-84.72,8.01,,,,
732,05/15/2023 20:45:00,15.70,-83.96,7.99,,,,
733,05/15/2023 21:00:00,15.82,-83.07,7.98,,,,
734,05/15/2023 21:15:00,15.91,-82.89,7.97,,,,
735,05/15/2023 21:30:00,15.91,-78.91,7.90,,,,
736,05/15/2023 21:45:00,15.99,-75.97,7.85,,,,
737,05/15/2023 22:00:00,15.96,-73.25,7.80,,,,
738,05/15/2023 22:15:00,15.87,-70.46,7.75,,,,
739,05/15/2023 22:30:00,15.77,-68.19,7.71,,,,
740,05/15/2023 22:45:00,15.72,-66.50,7.68,,,,
741,05/15/2023 23:00:00,15.44,-65.38,7.66,,,,
742,05/15/2023 23:15:00,15.44,-64.47,7.65,,,,
743,05/15/2023 23:30:00,15.39,-65.24,7.66,,,,
744,05/15/2023 23:45:00,15.41,-70.83,7.76,,,,
745,05/16/2023 00:00:00,15.60,-75.94,7.85,,,,
746,05/16/2023 00:15:00,15.68,-79.47,7.91,,,,
747,05/16/2023 00:30:00,15.68,-80.78,7.94,,,,
748,05/16/2023 00:45:00,15.72,-80.77,7.94,,,,
749,05/16/2023 01:00:00,15.75,-80.47,7.93,,,,
750,05/16/2023 01:15:00,15.80,-80.53,7.93,,,,
751,05/16/2023 01:30:00,15.87,-80.67,7.93,,,,
752,05/16/2023 01:45:00,15.94,-79.86,7.92,,,,
753,05/16/2023 02:00:00,16.01,-79.69,7.92,,,,
754,05/16/2023 02:15:00,16.11,-79.38,7.91,,,,
755,05/16/2023 02:30:00,16.27,-78.64,7.90,,,,
756,05/16/2023 02:45:00,16.37,-77.92,7.88,,,,
757,05/16/2023 03:00:00,16.49,-77.05,7.87,,,,
758,05/16/2023 03:15:00,16.53,-75.52,7.84,,,,
759,05/16/2023 03:30:00,16.61,-73.61,7.81,,,,
760,05/16/2023 03:45:00,16.53,-71.67,7.77,,,,
761,05/16/2023 04:00:00,16.42,-69.85,7.74,,,,
762,05/16/2023 04:15:00,16.37,-75.92,7.85,,,,
763,05/16/2023 04:30:00,16.42,-77.99,7.88,,,,
764,05/16/2023 04:45:00,15.84,-80.46,7.93,,,,
765,05/16/2023 05:00:00,15.37,-82.60,7.97,,,,
766,05/16/2023 05:15:00,15.22,-82.82,7.97,,,,
767,05/16/2023 05:30:00,15.06,-83.05,7.98,,,,
768,05/16/2023 05:45:00,14.96,-82.89,7.98,,,,
769,05/16/2023 06:00:00,14.89,-82.74,7.97,,,,
770,05/16/2023 06:15:00,14.91,-82.69,7.97,,,,
771,05/16/2023 06:30:00,14.94,-82.75,7.97,,,,
772,05/16/2023 06:45:00,14.94,-82.78,7.98,,,,
773,05/16/2023 07:00:00,14.96,-83.10,7.98,,,,
774,05/16/2023 07:15:00,15.01,-83.71,7.99,,,,
775,05/16/2023 07:30:00,15.06,-84.24,8.00,,,,
776,05/16/2023 07:45:00,15.08,-84.14,8.00,,,,
777,05/16/2023 08:00:00,15.10,-84.03,8.00,,,,
778,05/16/2023 08:15:00,15.10,-83.94,8.00,,,,
779,05/16/2023 08:30:00,15.13,-84.13,8.00,,,,
780,05/16/2023 08:45:00,15.15,-84.41,8.00,,,,
781,05/16/2023 09:00:00,15.13,-83.91,7.99,,,,
782,05/16/2023 09:15:00,15.13,-83.63,7.99,,,,
783,05/16/2023 09:30:00,15.15,-83.60,7.99,,,,
784,05/16/2023 09:45:00,15.13,-83.60,7.99,,,,
785,05/16/2023 10:00:00,15.13,-83.42,7.99,,,,
786,05/16/2023 10:15:00,15.17,-83.50,7.99,,,,
787,05/16/2023 10:30:00,15.27,-83.75,7.99,,,,
788,05/16/2023 10:45:00,15.34,-83.67,7.99,,,,
789,05/16/2023 11:00:00,15.41,-83.07,7.98,,,,
790,05/16/2023 11:15:00,15.53,-81.61,7.95,,,,
791,05/16/2023 11:30:00,15.89,-80.60,7.93,,,,
792,05/16/2023 11:45:00,16.11,-76.46,7.86,,,,
793,05/16/2023 12:00:00,16.27,-73.72,7.81,,,,
794,05/16/2023 12:15:00,16.30,-72.21,7.78,,,,
795,05/16/2023 12:30:00,16.30,-72.72,7.79,,,,
796,05/16/2023 12:45:00,16.37,-72.22,7.78,,,,
797,05/16/2023 13:00:00,16.42,-71.47,7.77,,,,
798,05/16/2023 13:15:00,16.49,-75.02,7.83,,,,
799,05/16/2023 13:30:00,16.56,-77.21,7.87,,,,
800,05/16/2023 13:45:00,16.61,-77.88,7.88,,,,
801,05/16/2023 14:00:00,16.61,-76.64,7.86,,,,
802,05/16/2023 14:15:00,16.72,-77.06,7.87,,,,
803,05/16/2023 14:30:00,16.82,-77.47,7.87,,,,
804,05/16/2023 14:45:00,16.87,-77.66,7.88,,,,
805,05/16/2023 15:00:00,16.94,-77.81,7.88,,,,
806,05/16/2023 15:15:00,17.08,-76.27,7.85,,,,
807,05/16/2023 15:30:00,17.30,-78.86,7.90,,,,
808,05/16/2023 15:45:00,17.61,-80.10,7.92,,,,
809,05/16/2023 16:00:00,17.75,-82.88,7.97,,,,
810,05/16/2023 16:15:00,17.75,-84.52,8.00,,,,
811,05/16/2023 16:30:00,17.39,-85.52,8.02,,,,
812,05/16/2023 16:45:00,16.87,-86.99,8.04,,,,
813,05/16/2023 17:00:00,16.53,-85.88,8.03,,,,
814,05/16/2023 17:15:00,16.25,-84.97,8.01,,,,
815,05/16/2023 17:30:00,16.11,-84.72,8.01,,,,
816,05/16/2023 17:45:00,16.08,-84.66,8.00,,,,
817,05/16/2023 18:00:00,16.03,-84.47,8.00,,,,
818,05/16/2023 18:15:00,15.94,-83.97,7.99,,,,
819,05/16/2023 18:30:00,15.89,-83.69,7.99,,,,
820,05/16/2023 18:45:00,15.94,-83.75,7.99,,,,
821,05/16/2023 19:00:00,15.94,-83.80,7.99,,,,
822,05/16/2023 19:15:00,15.91,-83.50,7.98,,,,
823,05/16/2023 19:30:00,15.89,-83.35,7.98,,,,
824,05/16/2023 19:45:00,15.87,-83.36,7.98,,,,
825,05/16/2023 20:00:00,15.82,-82.91,7.97,,,,
826,05/16/2023 20:15:00,15.77,-82.25,7.96,,,,
827,05/16/2023 20:30:00,15.72,-81.91,7.96,,,,
828,05/16/2023 20:45:00,15.68,-80.44,7.93,,,,
829,05/16/2023 21:00:00,15.63,-79.35,7.91,,,,
830,05/16/2023 21:15:00,15.63,-78.53,7.90,,,,
831,05/16/2023 21:30:00,15.68,-77.24,7.87,,,,
832,05/16/2023 21:45:00,15.77,-78.16,7.89,,,,
833,05/16/2023 22:00:00,15.65,-78.56,7.90,,,,
834,05/16/2023 22:15:00,15.58,-79.35,7.91,,,,
835,05/16/2023 22:30:00,15.39,-79.99,7.92,,,,
836,05/16/2023 22:45:00,15.27,-79.97,7.92,,,,
837,05/16/2023 23:00:00,15.22,-79.78,7.92,,,,
838,05/16/2023 23:15:00,15.22,-77.58,7.88,,,,
839,05/16/2023 23:30:00,15.20,-73.97,7.82,,,,
840,05/16/2023 23:45:00,15.17,-70.44,7.75,,,,
841,05/17/2023 00:00:00,15.29,-66.33,7.68,,,,
842,05/17/2023 00:15:00,15.32,-64.86,7.65,,,,
843,05/17/2023 00:30:00,15.27,-63.31,7.63,,,,
844,05/17/2023 00:45:00,15.29,-62.52,7.61,,,,
845,05/17/2023 01:00:00,15.46,-60.24,7.57,,,,
846,05/17/2023 01:15:00,15.49,-62.77,7.61,,,,
847,05/17/2023 01:30:00,15.56,-63.55,7.63,,,,
848,05/17/2023 01:45:00,15.63,-63.28,7.62,,,,
849,05/17/2023 02:00:00,15.68,-62.78,7.61,,,,
850,05/17/2023 02:15:00,15.70,-62.28,7.61,,,,
851,05/17/2023 02:30:00,15.75,-63.06,7.62,,,,
852,05/17/2023 02:45:00,15.80,-64.25,7.64,,,,
853,05/17/2023 03:00:00,15.91,-65.83,7.67,,,,
854,05/17/2023 03:15:00,16.08,-68.71,7.72,,,,
855,05/17/2023 03:30:00,16.20,-70.83,7.76,,,,
856,05/17/2023 03:45:00,16.34,-71.47,7.77,,,,
857,05/17/2023 04:00:00,16.42,-72.14,7.78,,,,
858,05/17/2023 04:15:00,16.46,-72.69,7.79,,,,
859,05/17/2023 04:30:00,16.46,-72.06,7.78,,,,
860,05/17/2023 04:45:00,16.39,-71.78,7.77,,,,
861,05/17/2023 05:00:00,16.30,-73.42,7.80,,,,
862,05/17/2023 05:15:00,16.42,-77.81,7.88,,,,
863,05/17/2023 05:30:00,16.06,-79.50,7.91,,,,
864,05/17/2023 05:45:00,15.56,-80.38,7.93,,,,
865,05/17/2023 06:00:00,15.41,-80.99,7.94,,,,
866,05/17/2023 06:15:00,15.37,-81.47,7.95,,,,
867,05/17/2023 06:30:00,15.32,-81.52,7.95,,,,
868,05/17/2023 06:45:00,15.25,-81.47,7.95,,,,
