Plot Title: 20674248_East_Dennis,,,,,,,,
#,Date Time GMT-04:00,"High Range ?S/cm (LGR S/N20674248, SEN S/N20674248)","TempC (LGR S/N: 20674248, SEN S/N: 20674248)",Coupler Detached (LGR S/N: 20674248),,,,
2819,6/30/2022 16:30,38899,22.45,,,,,
2820,6/30/2022 16:45,39150.6,22.87,,,,,
2821,6/30/2022 17:00,39146.3,22.9,,,,,
2822,6/30/2022 17:15,39295.1,23.14,,,,,
2823,6/30/2022 17:30,39453.7,23.47,,,,,
2824,6/30/2022 17:45,40103.8,24.46,,,,,
2825,6/30/2022 18:00,40415.1,24.95,,,,,
2826,6/30/2022 18:15,40236.1,24.61,,,,,
2827,6/30/2022 18:30,39882.1,24.07,,,,,
2828,6/30/2022 18:45,39976.9,24.24,,,,,
2829,6/30/2022 19:00,39949.7,24.06,,,,,
2830,6/30/2022 19:15,39693.7,23.7,,,,,
2831,6/30/2022 19:30,39413.9,23.26,,,,,
2832,6/30/2022 19:45,39317,23.03,,,,,
2833,6/30/2022 20:00,39020.1,22.65,,,,,
2834,6/30/2022 20:15,38459.1,22.35,,,,,
2835,6/30/2022 20:30,38362.1,22.36,,,,,
2836,6/30/2022 20:45,38646,22.49,,,,,
2837,6/30/2022 21:00,38476,21.68,,,,,
2838,6/30/2022 21:15,38232,21.2,,,,,
2839,6/30/2022 21:30,38219.4,21.26,,,,,
2840,6/30/2022 21:45,38156.8,21.05,,,,,
2841,6/30/2022 22:00,37920.4,20.7,,,,,
2842,6/30/2022 22:15,37842.1,20.6,,,,,
2843,6/30/2022 22:30,37747.8,20.51,,,,,
2844,6/30/2022 22:45,37756,20.4,,,,,
2845,6/30/2022 23:00,37653.9,20.34,,,,,
2846,6/30/2022 23:15,37629.5,20.21,,,,,
2847,6/30/2022 23:30,37572.6,20.16,,,,,
2848,6/30/2022 23:45,37584.8,20.17,,,,,
2849,7/1/2022 0:00,37584.8,20.16,,,,,
2850,7/1/2022 0:15,37605.1,20.12,,,,,
2851,7/1/2022 0:30,37524,20.07,,,,,
2852,7/1/2022 0:45,37515.9,20.07,,,,,
2853,7/1/2022 1:00,37515.9,20.06,,,,,
2854,7/1/2022 1:15,37487.6,20.06,,,,,
2855,7/1/2022 1:30,37451.2,19.97,,,,,
2856,7/1/2022 1:45,37439.1,19.93,,,,,
2857,7/1/2022 2:00,37414.9,19.88,,,,,
2858,7/1/2022 2:15,37366.7,19.81,,,,,
2859,7/1/2022 2:30,37350.6,19.67,,,,,
2860,7/1/2022 2:45,37270.5,19.66,,,,,
2861,7/1/2022 3:00,37278.5,19.67,,,,,
2862,7/1/2022 3:15,37286.5,19.69,,,,,
2863,7/1/2022 3:30,37402.9,19.83,,,,,
2864,7/1/2022 3:45,37455.3,19.93,,,,,
2865,7/1/2022 4:00,37414.9,20.02,,,,,
2866,7/1/2022 4:15,37483.5,20.06,,,,,
2867,7/1/2022 4:30,37487.6,20.01,,,,,
2868,7/1/2022 4:45,37402.9,19.88,,,,,
2869,7/1/2022 5:00,37394.8,19.88,,,,,
2870,7/1/2022 5:15,37410.9,19.88,,,,,
2871,7/1/2022 5:30,37382.8,19.84,,,,,
2872,7/1/2022 5:45,37298.5,19.78,,,,,
2873,7/1/2022 6:00,37166.7,19.48,,,,,
2874,7/1/2022 6:15,37130.9,19.41,,,,,
2875,7/1/2022 6:30,37250.5,19.56,,,,,
2876,7/1/2022 6:45,37294.5,19.68,,,,,
2877,7/1/2022 7:00,37322.5,19.78,,,,,
2878,7/1/2022 7:15,37394.8,19.9,,,,,
2879,7/1/2022 7:30,37515.9,20.13,,,,,
2880,7/1/2022 7:45,37706.9,20.43,,,,,
2881,7/1/2022 8:00,37945.1,20.84,,,,,
2882,7/1/2022 8:15,38215.2,21.31,,,,,
2883,7/1/2022 8:30,38565.1,21.85,,,,,
2884,7/1/2022 8:45,38924.9,22.55,,,,,
2885,7/1/2022 9:00,38825.8,22.77,,,,,
2886,7/1/2022 9:15,38907.7,23.31,,,,,
2887,7/1/2022 9:30,38757.1,23.68,,,,,
2888,7/1/2022 9:45,37556.4,22.08,,,,,
2889,7/1/2022 10:00,37949.2,21.3,,,,,
2890,7/1/2022 10:15,38244.5,21.52,,,,,
2891,7/1/2022 10:30,38616.1,22.01,,,,,
2892,7/1/2022 10:45,38261.3,21.54,,,,,
2893,7/1/2022 11:00,38181.8,21.35,,,,,
2894,7/1/2022 11:15,38181.8,21.31,,,,,
2895,7/1/2022 11:30,38282.2,21.47,,,,,
2896,7/1/2022 11:45,38387.3,21.65,,,,,
2897,7/1/2022 12:00,38442.2,21.79,,,,,
2898,7/1/2022 12:15,38307.4,21.41,,,,,
2899,7/1/2022 12:30,38160.9,21.2,,,,,
2900,7/1/2022 12:45,38073.5,21.16,,,,,
2901,7/1/2022 13:00,38048.6,21.1,,,,,
2902,7/1/2022 13:15,38094.3,21.21,,,,,
2903,7/1/2022 13:30,38123.4,21.25,,,,,
2904,7/1/2022 13:45,38186,21.3,,,,,
2905,7/1/2022 14:00,38177.6,21.31,,,,,
2906,7/1/2022 14:15,38173.4,21.36,,,,,
2907,7/1/2022 14:30,38315.8,21.43,,,,,
2908,7/1/2022 14:45,38286.4,21.49,,,,,
2909,7/1/2022 15:00,38315.8,21.49,,,,,
2910,7/1/2022 15:15,38454.9,21.83,,,,,
2911,7/1/2022 15:30,38395.8,21.6,,,,,
2912,7/1/2022 15:45,38463.3,21.83,,,,,
2913,7/1/2022 16:00,38548.1,21.91,,,,,
2914,7/1/2022 16:15,38628.9,22.11,,,,,
2915,7/1/2022 16:30,39111.4,22.97,,,,,
2916,7/1/2022 16:45,39189.9,23.11,,,,,
2917,7/1/2022 17:00,39181.2,23.13,,,,,
2918,7/1/2022 17:15,39163.7,23.08,,,,,
2919,7/1/2022 17:30,39150.6,23.03,,,,,
2920,7/1/2022 17:45,39207.4,23.04,,,,,
2921,7/1/2022 18:00,39238,23.19,,,,,
2922,7/1/2022 18:15,39440.4,23.7,,,,,
2923,7/1/2022 18:30,39725,24.3,,,,,
2924,7/1/2022 18:45,39666.9,24.14,,,,,
2925,7/1/2022 19:00,39608.9,24.06,,,,,
2926,7/1/2022 19:15,39666.9,24.12,,,,,
2927,7/1/2022 19:30,39528.9,23.89,,,,,
2928,7/1/2022 19:45,39480.2,23.76,,,,,
2929,7/1/2022 20:00,39365.4,23.59,,,,,
2930,7/1/2022 20:15,39281.9,23.36,,,,,
2931,7/1/2022 20:30,38821.5,22.88,,,,,
2932,7/1/2022 20:45,38903.3,22.83,,,,,
2933,7/1/2022 21:00,38834.4,22.76,,,,,
2934,7/1/2022 21:15,38804.3,22.77,,,,,
2935,7/1/2022 21:30,38514.2,22.05,,,,,
2936,7/1/2022 21:45,38611.9,22.22,,,,,
2937,7/1/2022 22:00,38244.5,21.53,,,,,
2938,7/1/2022 22:15,38090.1,21.2,,,,,
2939,7/1/2022 22:30,38202.7,21.52,,,,,
2940,7/1/2022 22:45,37936.9,21.04,,,,,
2941,7/1/2022 23:00,37875,20.82,,,,,
2942,7/1/2022 23:15,37788.8,20.6,,,,,
2943,7/1/2022 23:30,37756,20.53,,,,,
2944,7/1/2022 23:45,37625.4,20.46,,,,,
2945,7/2/2022 0:00,37698.8,20.48,,,,,
2946,7/2/2022 0:15,37662.1,20.45,,,,,
2947,7/2/2022 0:30,37674.3,20.45,,,,,
2948,7/2/2022 0:45,37694.7,20.45,,,,,
2949,7/2/2022 1:00,37686.5,20.44,,,,,
2950,7/2/2022 1:15,37743.7,20.45,,,,,
2951,7/2/2022 1:30,37719.2,20.44,,,,,
2952,7/2/2022 1:45,37735.5,20.43,,,,,
2953,7/2/2022 2:00,37702.9,20.42,,,,,
2954,7/2/2022 2:15,37706.9,20.42,,,,,
2955,7/2/2022 2:30,37706.9,20.43,,,,,
2956,7/2/2022 2:45,37723.3,20.43,,,,,
2957,7/2/2022 3:00,37719.2,20.43,,,,,
2958,7/2/2022 3:15,37682.5,20.44,,,,,
2959,7/2/2022 3:30,37715.1,20.43,,,,,
2960,7/2/2022 3:45,37731.5,20.43,,,,,
2961,7/2/2022 4:00,37702.9,20.43,,,,,
2962,7/2/2022 4:15,37641.7,20.44,,,,,
2963,7/2/2022 4:30,37629.5,20.45,,,,,
2964,7/2/2022 4:45,37609.2,20.49,,,,,
2965,7/2/2022 5:00,37621.4,20.5,,,,,
2966,7/2/2022 5:15,37576.7,20.53,,,,,
2967,7/2/2022 5:30,37645.8,20.54,,,,,
2968,7/2/2022 5:45,37548.3,20.55,,,,,
2969,7/2/2022 6:00,37572.6,20.6,,,,,
2970,7/2/2022 6:15,37487.6,20.64,,,,,
2971,7/2/2022 6:30,37536.1,20.72,,,,,
2972,7/2/2022 6:45,37576.7,20.78,,,,,
2973,7/2/2022 7:00,36547.3,20.93,,,,,
2974,7/2/2022 7:15,34960.2,20.97,,,,,
2975,7/2/2022 7:30,34635.5,20.98,,,,,
2976,7/2/2022 7:45,33410.8,21.07,,,,,
2977,7/2/2022 8:00,33154.3,21.09,,,,,
2978,7/2/2022 8:15,33348.7,21.13,,,,,
2979,7/2/2022 8:30,33459.9,21.35,,,,,
2980,7/2/2022 8:45,33654.5,21.49,,,,,
2981,7/2/2022 9:00,33985.8,21.73,,,,,
2982,7/2/2022 9:15,34924.6,21.92,,,,,
2983,7/2/2022 9:30,35218.3,21.84,,,,,
2984,7/2/2022 9:45,36145.9,22.17,,,,,
2985,7/2/2022 10:00,36036.5,21.98,,,,,
2986,7/2/2022 10:15,35879,22.05,,,,,
2987,7/2/2022 10:30,37059.5,20.77,,,,,
2988,7/2/2022 10:45,37099.2,20.98,,,,,
2989,7/2/2022 11:00,36706.3,21.11,,,,,
2990,7/2/2022 11:15,36862.5,20.24,,,,,
2991,7/2/2022 11:30,37000.2,19.88,,,,,
2992,7/2/2022 11:45,37063.5,19.93,,,,,
2993,7/2/2022 12:00,37055.6,20.11,,,,,
2994,7/2/2022 12:15,37111.1,20.26,,,,,
2995,7/2/2022 12:30,37194.6,19.74,,,,,
2996,7/2/2022 12:45,37146.8,19.62,,,,,
2997,7/2/2022 13:00,37123,19.56,,,,,
2998,7/2/2022 13:15,37099.2,19.59,,,,,
2999,7/2/2022 13:30,37194.6,19.66,,,,,
3000,7/2/2022 13:45,37123,19.57,,,,,
3001,7/2/2022 14:00,37079.4,19.55,,,,,
3002,7/2/2022 14:15,37138.9,19.53,,,,,
3003,7/2/2022 14:30,37067.5,19.47,,,,,
3004,7/2/2022 14:45,37012.1,19.4,,,,,
3005,7/2/2022 15:00,37012.1,19.34,,,,,
3006,7/2/2022 15:15,36980.5,19.34,,,,,
3007,7/2/2022 15:30,37051.6,19.37,,,,,
3008,7/2/2022 15:45,36992.4,19.39,,,,,
3009,7/2/2022 16:00,37043.7,19.36,,,,,
3010,7/2/2022 16:15,37067.5,19.47,,,,,
3011,7/2/2022 16:30,37067.5,19.47,,,,,
3012,7/2/2022 16:45,37107.1,19.55,,,,,
3013,7/2/2022 17:00,37238.5,19.72,,,,,
3014,7/2/2022 17:15,37246.5,19.8,,,,,
3015,7/2/2022 17:30,37471.4,20.32,,,,,
3016,7/2/2022 17:45,37560.4,20.54,,,,,
3017,7/2/2022 18:00,37686.5,20.81,,,,,
3018,7/2/2022 18:15,37747.8,20.84,,,,,
3019,7/2/2022 18:30,37784.7,20.93,,,,,
3020,7/2/2022 18:45,37838,21.04,,,,,
3021,7/2/2022 19:00,37998.9,21.3,,,,,
3022,7/2/2022 19:15,38156.8,21.62,,,,,
3023,7/2/2022 19:30,38061.1,21.46,,,,,
3024,7/2/2022 19:45,38023.7,21.53,,,,,
3025,7/2/2022 20:00,38056.9,21.59,,,,,
3026,7/2/2022 20:15,38019.6,21.57,,,,,
3027,7/2/2022 20:30,37862.7,21.52,,,,,
3028,7/2/2022 20:45,37994.7,21.48,,,,,
3029,7/2/2022 21:00,37797,21.36,,,,,
3030,7/2/2022 21:15,37682.5,21.37,,,,,
3031,7/2/2022 21:30,37455.3,21.3,,,,,
3032,7/2/2022 21:45,37491.6,21.34,,,,,
3033,7/2/2022 22:00,37932.7,21.19,,,,,
3034,7/2/2022 22:15,37833.9,20.94,,,,,
3035,7/2/2022 22:30,37776.5,20.78,,,,,
3036,7/2/2022 22:45,37544.2,20.24,,,,,
3037,7/2/2022 23:00,37637.6,20.6,,,,,
3038,7/2/2022 23:15,37439.1,20.1,,,,,
3039,7/2/2022 23:30,37431.1,20.1,,,,,
3040,7/2/2022 23:45,37447.2,20.1,,,,,
3041,7/3/2022 0:00,37226.5,19.64,,,,,
3042,7/3/2022 0:15,37016,19.34,,,,,
3043,7/3/2022 0:30,36964.7,19.17,,,,,
3044,7/3/2022 0:45,36890,19.08,,,,,
3045,7/3/2022 1:00,36807.7,18.9,,,,,
3046,7/3/2022 1:15,36741.3,18.83,,,,,
3047,7/3/2022 1:30,36764.7,18.81,,,,,
3048,7/3/2022 1:45,36741.3,18.82,,,,,
3049,7/3/2022 2:00,36706.3,18.8,,,,,
3050,7/3/2022 2:15,36651.9,18.76,,,,,
3051,7/3/2022 2:30,36644.1,18.77,,,,,
3052,7/3/2022 2:45,36690.7,18.8,,,,,
3053,7/3/2022 3:00,36663.5,18.77,,,,,
3054,7/3/2022 3:15,36667.4,18.82,,,,,
3055,7/3/2022 3:30,36624.7,18.81,,,,,
3056,7/3/2022 3:45,36628.6,18.82,,,,,
3057,7/3/2022 4:00,36663.5,18.8,,,,,
3058,7/3/2022 4:15,36667.4,18.75,,,,,
3059,7/3/2022 4:30,36671.3,18.77,,,,,
3060,7/3/2022 4:45,36714.1,18.86,,,,,
3061,7/3/2022 5:00,36764.7,18.91,,,,,
3062,7/3/2022 5:15,36776.4,18.94,,,,,
3063,7/3/2022 5:30,36756.9,18.93,,,,,
3064,7/3/2022 5:45,36792.1,18.96,,,,,
3065,7/3/2022 6:00,36807.7,18.92,,,,,
3066,7/3/2022 6:15,36737.4,18.93,,,,,
3067,7/3/2022 6:30,36811.6,19.02,,,,,
3068,7/3/2022 6:45,36850.8,19.08,,,,,
3069,7/3/2022 7:00,36862.5,19.14,,,,,
3070,7/3/2022 7:15,37020,19.31,,,,,
3071,7/3/2022 7:30,37103.1,19.55,,,,,
3072,7/3/2022 7:45,37146.8,19.57,,,,,
3073,7/3/2022 8:00,37154.8,19.62,,,,,
3074,7/3/2022 8:15,37194.6,19.69,,,,,
3075,7/3/2022 8:30,37314.5,19.85,,,,,
3076,7/3/2022 8:45,37342.6,19.96,,,,,
3077,7/3/2022 9:00,37443.2,20.48,,,,,
3078,7/3/2022 9:15,38003,21.07,,,,,
3079,7/3/2022 9:30,38336.8,21.64,,,,,
3080,7/3/2022 9:45,38929.2,22.79,,,,,
3081,7/3/2022 10:00,39141.9,23.42,,,,,
3082,7/3/2022 10:15,38955.2,23.31,,,,,
3083,7/3/2022 10:30,38680.1,23.62,,,,,
3084,7/3/2022 10:45,37788.8,22.5,,,,,
3085,7/3/2022 11:00,38265.5,21.83,,,,,
3086,7/3/2022 11:15,38160.9,21.49,,,,,
3087,7/3/2022 11:30,37978.2,21.14,,,,,
3088,7/3/2022 11:45,37879.1,20.88,,,,,
3089,7/3/2022 12:00,37838,20.78,,,,,
3090,7/3/2022 12:15,37912.1,21.03,,,,,
3091,7/3/2022 12:30,37776.5,20.77,,,,,
3092,7/3/2022 12:45,37875,20.88,,,,,
3093,7/3/2022 13:00,37817.5,20.8,,,,,
3094,7/3/2022 13:15,37780.6,20.76,,,,,
3095,7/3/2022 13:30,37801.1,20.78,,,,,
3096,7/3/2022 13:45,37908,20.82,,,,,
3097,7/3/2022 14:00,37912.1,20.88,,,,,
3098,7/3/2022 14:15,37949.2,20.91,,,,,
3099,7/3/2022 14:30,38023.7,20.98,,,,,
3100,7/3/2022 14:45,38110.9,21.1,,,,,
3101,7/3/2022 15:00,38077.7,21.13,,,,,
3102,7/3/2022 15:15,38073.5,21.04,,,,,
3103,7/3/2022 15:30,37965.8,21,,,,,
3104,7/3/2022 15:45,37965.8,20.94,,,,,
3105,7/3/2022 16:00,38019.6,21.02,,,,,
3106,7/3/2022 16:15,38115.1,21.18,,,,,
3107,7/3/2022 16:30,38152.6,21.26,,,,,
3108,7/3/2022 16:45,38152.6,21.25,,,,,
3109,7/3/2022 17:00,38202.7,21.37,,,,,
3110,7/3/2022 17:15,38240.3,21.42,,,,,
3111,7/3/2022 17:30,38282.2,21.48,,,,,
3112,7/3/2022 17:45,38311.6,21.54,,,,,
3113,7/3/2022 18:00,38353.7,21.58,,,,,
3114,7/3/2022 18:15,38404.2,21.7,,,,,
3115,7/3/2022 18:30,38425.3,21.73,,,,,
3116,7/3/2022 18:45,38442.2,21.74,,,,,
3117,7/3/2022 19:00,38450.7,21.79,,,,,
3118,7/3/2022 19:15,38446.4,21.83,,,,,
3119,7/3/2022 19:30,38433.8,21.8,,,,,
3120,7/3/2022 19:45,38450.7,21.86,,,,,
3121,7/3/2022 20:00,38446.4,21.78,,,,,
3122,7/3/2022 20:15,38282.2,21.47,,,,,
3123,7/3/2022 20:30,38119.3,21.26,,,,,
3124,7/3/2022 20:45,38023.7,21.07,,,,,
3125,7/3/2022 21:00,38106.8,21.07,,,,,
3126,7/3/2022 21:15,37941,20.87,,,,,
3127,7/3/2022 21:30,37908,20.77,,,,,
3128,7/3/2022 21:45,37862.7,20.77,,,,,
3129,7/3/2022 22:00,37633.6,20.6,,,,,
3130,7/3/2022 22:15,37294.5,21.11,,,,,
3131,7/3/2022 22:30,37674.3,21.09,,,,,
3132,7/3/2022 22:45,37678.4,20.99,,,,,
3133,7/3/2022 23:00,38036.2,21.09,,,,,
3134,7/3/2022 23:15,37986.5,21.05,,,,,
3135,7/3/2022 23:30,37653.9,20.39,,,,,
3136,7/3/2022 23:45,37294.5,20.64,,,,,
3137,7/4/2022 0:00,37801.1,20.72,,,,,
3138,7/4/2022 0:15,37821.6,20.84,,,,,
3139,7/4/2022 0:30,35020.8,20.93,,,,,
3140,7/4/2022 0:45,37629.5,20.44,,,,,
3141,7/4/2022 1:00,37580.7,20.32,,,,,
3142,7/4/2022 1:15,37576.7,20.39,,,,,
3143,7/4/2022 1:30,37625.4,20.43,,,,,
3144,7/4/2022 1:45,37613.2,20.44,,,,,
3145,7/4/2022 2:00,37690.6,20.53,,,,,
3146,7/4/2022 2:15,37858.6,20.8,,,,,
3147,7/4/2022 2:30,37805.2,20.65,,,,,
3148,7/4/2022 2:45,37723.3,20.55,,,,,
3149,7/4/2022 3:00,37797,20.64,,,,,
3150,7/4/2022 3:15,37784.7,20.66,,,,,
3151,7/4/2022 3:30,37875,20.73,,,,,
3152,7/4/2022 3:45,37854.5,20.72,,,,,
3153,7/4/2022 4:00,37895.6,20.73,,,,,
3154,7/4/2022 4:15,37825.7,20.72,,,,,
3155,7/4/2022 4:30,37797,20.7,,,,,
3156,7/4/2022 4:45,37764.2,20.65,,,,,
3157,7/4/2022 5:00,37801.1,20.57,,,,,
3158,7/4/2022 5:15,37751.9,20.55,,,,,
3159,7/4/2022 5:30,37711,20.55,,,,,
3160,7/4/2022 5:45,37649.8,20.56,,,,,
3161,7/4/2022 6:00,37629.5,20.49,,,,,
3162,7/4/2022 6:15,37633.6,20.46,,,,,
3163,7/4/2022 6:30,37653.9,20.5,,,,,
3164,7/4/2022 6:45,37653.9,20.56,,,,,
3165,7/4/2022 7:00,37731.5,20.56,,,,,
3166,7/4/2022 7:15,37817.5,20.61,,,,,
3167,7/4/2022 7:30,37760.1,20.67,,,,,
3168,7/4/2022 7:45,37870.9,20.72,,,,,
3169,7/4/2022 8:00,38007.1,20.99,,,,,
3170,7/4/2022 8:15,38219.4,21.32,,,,,
3171,7/4/2022 8:30,38320,21.49,,,,,
3172,7/4/2022 8:45,38421.1,21.76,,,,,
3173,7/4/2022 9:00,38718.6,22.17,,,,,
3174,7/4/2022 9:15,38907.7,22.63,,,,,
3175,7/4/2022 9:30,39015.8,23.05,,,,,
3176,7/4/2022 9:45,39489.1,23.71,,,,,
3177,7/4/2022 10:00,40081.1,24.58,,,,,
3178,7/4/2022 10:15,40392.1,25.21,,,,,
3179,7/4/2022 10:30,40857,26.08,,,,,
3180,7/4/2022 10:45,40711.9,26.15,,,,,
3181,7/4/2022 11:00,40456.6,25.86,,,,,
3182,7/4/2022 11:15,40231.5,25.98,,,,,
3183,7/4/2022 11:30,39216.2,25.34,,,,,
3184,7/4/2022 11:45,39711.5,24.71,,,,,
3185,7/4/2022 12:00,39675.8,24.24,,,,,
3186,7/4/2022 12:15,39738.4,24.2,,,,,
3187,7/4/2022 12:30,39273.1,23.44,,,,,
3188,7/4/2022 12:45,39198.7,23.35,,,,,
3189,7/4/2022 13:00,38968.2,23.01,,,,,
3190,7/4/2022 13:15,38937.9,22.95,,,,,
3191,7/4/2022 13:30,39085.3,23.14,,,,,
3192,7/4/2022 13:45,39374.2,23.62,,,,,
3193,7/4/2022 14:00,39325.8,23.64,,,,,
3194,7/4/2022 14:15,39295.1,23.51,,,,,
3195,7/4/2022 14:30,39317,23.57,,,,,
3196,7/4/2022 14:45,38994.1,23.05,,,,,
3197,7/4/2022 15:00,38920.6,22.92,,,,,
3198,7/4/2022 15:15,38843,22.82,,,,,
3199,7/4/2022 15:30,38881.8,22.72,,,,,
3200,7/4/2022 15:45,38757.1,22.54,,,,,
3201,7/4/2022 16:00,38744.3,22.48,,,,,
3202,7/4/2022 16:15,38787.2,22.55,,,,,
3203,7/4/2022 16:30,38855.9,22.65,,,,,
3204,7/4/2022 16:45,38834.4,22.7,,,,,
3205,7/4/2022 17:00,38950.9,22.73,,,,,
3206,7/4/2022 17:15,38920.6,22.7,,,,,
3207,7/4/2022 17:30,38955.2,22.7,,,,,
3208,7/4/2022 17:45,38959.5,22.72,,,,,
3209,7/4/2022 18:00,38903.3,22.74,,,,,
3210,7/4/2022 18:15,39015.8,22.95,,,,,
3211,7/4/2022 18:30,39207.4,23.36,,,,,
3212,7/4/2022 18:45,38522.6,23.28,,,,,
3213,7/4/2022 19:00,38526.9,23.36,,,,,
3214,7/4/2022 19:15,38522.6,23.36,,,,,
3215,7/4/2022 19:30,38599.1,23.39,,,,,
3216,7/4/2022 19:45,38565.1,23.3,,,,,
3217,7/4/2022 20:00,38484.5,23.16,,,,,
3218,7/4/2022 20:15,38429.5,23.05,,,,,
3219,7/4/2022 20:30,38123.4,22.49,,,,,
3220,7/4/2022 20:45,37895.6,21.83,,,,,
3221,7/4/2022 21:00,37817.5,21.7,,,,,
3222,7/4/2022 21:15,37850.3,21.52,,,,,
3223,7/4/2022 21:30,37784.7,21.36,,,,,
3224,7/4/2022 21:45,37969.9,21.74,,,,,
3225,7/4/2022 22:00,37788.8,21.46,,,,,
3226,7/4/2022 22:15,37711,21.3,,,,,
3227,7/4/2022 22:30,37597,21.19,,,,,
3228,7/4/2022 22:45,37463.3,21.05,,,,,
3229,7/4/2022 23:00,37322.5,21.3,,,,,
3230,7/4/2022 23:15,37398.8,21.53,,,,,
3231,7/4/2022 23:30,37419,20.94,,,,,
3232,7/4/2022 23:45,37298.5,20.62,,,,,
3233,7/5/2022 0:00,37004.2,20.15,,,,,
3234,7/5/2022 0:15,37000.2,20.11,,,,,
3235,7/5/2022 0:30,36839,19.79,,,,,
3236,7/5/2022 0:45,36842.9,19.86,,,,,
3237,7/5/2022 1:00,36842.9,19.85,,,,,
3238,7/5/2022 1:15,36819.4,19.8,,,,,
3239,7/5/2022 1:30,36827.3,19.85,,,,,
3240,7/5/2022 1:45,36874.3,19.96,,,,,
3241,7/5/2022 2:00,36648,19.55,,,,,
3242,7/5/2022 2:15,36589.9,19.58,,,,,
3243,7/5/2022 2:30,36690.7,19.64,,,,,
3244,7/5/2022 2:45,36624.7,19.62,,,,,
3245,7/5/2022 3:00,36597.6,19.58,,,,,
3246,7/5/2022 3:15,36624.7,19.58,,,,,
3247,7/5/2022 3:30,36648,19.63,,,,,
3248,7/5/2022 3:45,36570.5,19.64,,,,,
3249,7/5/2022 4:00,36578.2,19.69,,,,,
3250,7/5/2022 4:15,36535.8,19.73,,,,,
3251,7/5/2022 4:30,36520.3,19.75,,,,,
3252,7/5/2022 4:45,36497.2,19.77,,,,,
3253,7/5/2022 5:00,36839,20.11,,,,,
3254,7/5/2022 5:15,36890,20.28,,,,,
3255,7/5/2022 5:30,37039.8,20.38,,,,,
3256,7/5/2022 5:45,37075.4,20.42,,,,,
3257,7/5/2022 6:00,37138.9,20.53,,,,,
3258,7/5/2022 6:15,37158.8,20.53,,,,,
3259,7/5/2022 6:30,37198.6,20.64,,,,,
3260,7/5/2022 6:45,37150.8,20.6,,,,,
3261,7/5/2022 7:00,37286.5,20.81,,,,,
3262,7/5/2022 7:15,37210.6,20.75,,,,,
3263,7/5/2022 7:30,37206.6,20.75,,,,,
3264,7/5/2022 7:45,37146.8,20.77,,,,,
3265,7/5/2022 8:00,37242.5,20.83,,,,,
3266,7/5/2022 8:15,37258.5,20.96,,,,,
3267,7/5/2022 8:30,37419,21.13,,,,,
3268,7/5/2022 8:45,37772.4,21.7,,,,,
3269,7/5/2022 9:00,38123.4,22.17,,,,,
3270,7/5/2022 9:15,37903.9,21.86,,,,,
3271,7/5/2022 9:30,38086,22.18,,,,,
3272,7/5/2022 9:45,38073.5,22.08,,,,,
3273,7/5/2022 10:00,37883.3,22.1,,,,,
3274,7/5/2022 10:15,38048.6,22.07,,,,,
3275,7/5/2022 10:30,38011.3,21.95,,,,,
3276,7/5/2022 10:45,37982.3,21.94,,,,,
3277,7/5/2022 11:00,37928.6,21.85,,,,,
3278,7/5/2022 11:15,37629.5,21.65,,,,,
3279,7/5/2022 11:30,37711,21.74,,,,,
3280,7/5/2022 11:45,37613.2,21.84,,,,,
3281,7/5/2022 12:00,37262.5,21.79,,,,,
3282,7/5/2022 12:15,37382.8,21.6,,,,,
3283,7/5/2022 12:30,37370.7,21.7,,,,,
3284,7/5/2022 12:45,37382.8,21.1,,,,,
3285,7/5/2022 13:00,37564.5,21.35,,,,,
3286,7/5/2022 13:15,37447.2,21.22,,,,,
3287,7/5/2022 13:30,37540.2,21.42,,,,,
3288,7/5/2022 13:45,37262.5,21.02,,,,,
3289,7/5/2022 14:00,37310.5,21,,,,,
3290,7/5/2022 14:15,37443.2,21.03,,,,,
3291,7/5/2022 14:30,37455.3,21.09,,,,,
3292,7/5/2022 14:45,37366.7,21.02,,,,,
3293,7/5/2022 15:00,37358.6,20.94,,,,,
3294,7/5/2022 15:15,37394.8,20.94,,,,,
3295,7/5/2022 15:30,37326.5,20.93,,,,,
3296,7/5/2022 15:45,37222.5,20.8,,,,,
3297,7/5/2022 16:00,37222.5,20.8,,,,,
3298,7/5/2022 16:15,37210.6,20.77,,,,,
3299,7/5/2022 16:30,37210.6,20.75,,,,,
3300,7/5/2022 16:45,37162.7,20.65,,,,,
3301,7/5/2022 17:00,37142.9,20.64,,,,,
3302,7/5/2022 17:15,37142.9,20.66,,,,,
3303,7/5/2022 17:30,37174.7,20.71,,,,,
3304,7/5/2022 17:45,37222.5,20.77,,,,,
3305,7/5/2022 18:00,37238.5,20.81,,,,,
3306,7/5/2022 18:15,37210.6,20.83,,,,,
3307,7/5/2022 18:30,37258.5,20.86,,,,,
3308,7/5/2022 18:45,37270.5,20.84,,,,,
3309,7/5/2022 19:00,37250.5,20.86,,,,,
3310,7/5/2022 19:15,37214.5,20.82,,,,,
3311,7/5/2022 19:30,37274.5,20.82,,,,,
3312,7/5/2022 19:45,37210.6,20.84,,,,,
3313,7/5/2022 20:00,37294.5,20.88,,,,,
3314,7/5/2022 20:15,37258.5,20.83,,,,,
3315,7/5/2022 20:30,37214.5,20.77,,,,,
3316,7/5/2022 20:45,37174.7,20.7,,,,,
