"","datetime","ChlRFU","Depth","DO_pct","DO_mgl","Sal","Turb","pH","Temp","Vert_Pos","Battery_V","season","Alk_pred"
"16310","2022-09-07 06:00:00 EDT",1.53,1.009,92.6,6.74,31.76,0.35,8.13,21.932,1.016,6.08,"Summer",2177.88064261786
"16410","2022-09-07 07:00:00 EDT",1,1.01,92.4,6.71,31.83,0.04,8.12,21.999,1.009,6.09,"Summer",2184.35504609244
"16510","2022-09-07 08:00:00 EDT",0.98,1.008,94.3,6.85,31.89,-0.01,8.13,22.039,1.012,6.09,"Summer",2189.97874056641
"16610","2022-09-07 09:00:00 EDT",0.86,1.006,96.1,6.97,31.96,-0.15,8.13,22.079,1.009,6.08,"Summer",2196.56810217788
"16710","2022-09-07 10:00:00 EDT",0.77,1.006,99.1,7.18,31.99,-0.24,8.15,22.094,1.007,6.09,"Summer",2199.40123795873
"16810","2022-09-07 11:00:00 EDT",0.78,1.003,101.2,7.33,32.01,-0.3,8.16,22.122,0.998,6.08,"Summer",2201.21335638804
"16910","2022-09-07 12:00:00 EDT",0.97,1.002,107.8,7.79,32,-0.22,8.19,22.221,1.003,6.09,"Summer",2199.82617608197
"17010","2022-09-07 13:00:00 EDT",0.86,1.003,109.3,7.9,31.99,-0.27,8.19,22.231,1,6.09,"Summer",2198.81793185675
"17110","2022-09-07 14:00:00 EDT",1.26,1.002,114.7,8.31,31.92,-0.05,8.2,22.162,1.004,6.08,"Summer",2192.35204379972
"17210","2022-09-07 15:00:00 EDT",1.36,0.999,114.5,8.32,31.81,0.09,8.17,22.012,0.999,6.09,"Summer",2182.36836160341
"17310","2022-09-07 16:00:00 EDT",1.22,0.995,113.8,8.27,31.81,0.03,8.17,22.025,0.995,6.08,"Summer",2182.31301138935
"17410","2022-09-07 17:00:00 EDT",1.44,0.992,117.4,8.52,31.83,0.21,8.19,22.06,0.993,6.08,"Summer",2184.09532585725
"17510","2022-09-07 18:00:00 EDT",1.71,0.99,117.3,8.51,31.84,0.15,8.2,22.052,0.989,6.08,"Summer",2185.09505466493
"17610","2022-09-07 19:00:00 EDT",2.92,0.988,115.9,8.41,31.88,0.04,8.2,22.034,0.988,6.08,"Summer",2189.0343619728
"17710","2022-09-07 20:00:00 EDT",1.87,0.99,111.9,8.13,31.96,-0.18,8.21,22.017,0.992,6.08,"Summer",2196.83208012184
"17810","2022-09-07 21:00:00 EDT",1.87,0.993,110.3,8.02,31.97,-0.21,8.2,21.92,0.995,6.07,"Summer",2198.21074501036
"17910","2022-09-07 22:00:00 EDT",2.12,0.991,109.2,7.96,32,-0.26,8.21,21.794,0.99,6.08,"Summer",2201.64421772829
"18010","2022-09-07 23:00:00 EDT",1.17,0.986,107.9,7.87,32.01,-0.31,8.21,21.761,0.984,6.08,"Summer",2202.7503892553
"18110","2022-09-08 00:00:00 EDT",1.08,0.982,106,7.73,32.01,-0.29,8.2,21.719,0.983,6.07,"Summer",2202.92921302379
"18210","2022-09-08 01:00:00 EDT",1.25,0.98,105.3,7.69,32,-0.35,8.2,21.702,0.981,6.08,"Summer",2202.03592693545
"18310","2022-09-08 02:00:00 EDT",1.63,0.98,105.2,7.71,31.93,-0.17,8.18,21.52,0.979,6.07,"Summer",2196.05115996984
"1845","2022-09-08 03:00:00 EDT",2,0.979,104.6,7.68,31.85,0,8.16,21.407,0.977,6.08,"Summer",2188.80694396136
"18510","2022-09-08 04:00:00 EDT",1.37,0.975,102,7.5,31.85,-0.12,8.15,21.347,0.975,6.08,"Summer",2189.06240648778
"18610","2022-09-08 05:00:00 EDT",1.76,0.976,101.3,7.46,31.87,-0.08,8.16,21.302,0.976,6.07,"Summer",2191.18533765756
"18710","2022-09-08 06:00:00 EDT",1.37,0.978,99.6,7.34,31.86,-0.07,8.15,21.197,0.978,6.08,"Summer",2190.6667299413
"18810","2022-09-08 07:00:00 EDT",1.02,0.977,98.7,7.28,31.88,-0.05,8.15,21.165,0.977,6.07,"Summer",2192.73431089702
"18910","2022-09-08 08:00:00 EDT",0.96,0.977,98,7.24,31.92,-0.15,8.15,21.093,0.978,6.07,"Summer",2196.90353447867
"19010","2022-09-08 09:00:00 EDT",0.85,0.974,99.1,7.32,31.92,-0.17,8.15,21.047,0.975,6.08,"Summer",2197.09938908225
"19110","2022-09-08 10:00:00 EDT",0.86,0.976,100.6,7.45,31.94,-0.22,8.16,20.944,0.975,6.07,"Summer",2199.4692673609
"19210","2022-09-08 11:00:00 EDT",0.77,0.976,106,7.83,31.96,-0.29,8.21,21.053,0.984,6.07,"Summer",2200.93651137955
"19310","2022-09-08 12:00:00 EDT",0.68,0.973,107.2,7.91,31.97,-0.29,8.21,21.103,0.969,6.06,"Summer",2201.68929307836
"19410","2022-09-08 13:00:00 EDT",1.04,0.977,106.9,7.9,31.98,-0.33,8.22,21.032,0.968,6.07,"Summer",2202.95725753877
"19510","2022-09-08 14:00:00 EDT",1.06,0.976,117.8,8.66,31.96,-0.28,8.27,21.317,0.979,6.07,"Summer",2199.81247626333
"19610","2022-09-08 15:00:00 EDT",1.14,0.973,125.1,9.17,31.82,-0.01,8.24,21.53,0.978,6.07,"Summer",2185.38624436976
"19710","2022-09-08 16:00:00 EDT",1.2,0.968,124.1,9.08,31.86,-0.04,8.25,21.607,0.968,6.07,"Summer",2188.92106934414
"19810","2022-09-08 17:00:00 EDT",0.97,0.964,125.8,9.19,31.92,-0.21,8.26,21.68,0.96,6.06,"Summer",2194.40425942858
"19910","2022-09-08 18:00:00 EDT",1.16,0.964,131.6,9.62,31.94,-0.16,8.29,21.668,0.965,6.07,"Summer",2196.38668620884
"20010","2022-09-08 19:00:00 EDT",1.59,0.965,129.7,9.5,31.94,-0.19,8.29,21.549,0.963,6.07,"Summer",2196.89335355289
"20110","2022-09-08 20:00:00 EDT",1.73,0.972,119.4,8.85,32.03,-0.25,8.26,20.839,0.973,6.06,"Summer",2208.6073310195
"20210","2022-09-08 21:00:00 EDT",1.01,0.978,111.7,8.32,32.07,-0.29,8.22,20.522,0.979,6.06,"Summer",2213.81969325066
"20310","2022-09-08 22:00:00 EDT",1.44,0.979,109.6,8.19,32.08,-0.29,8.21,20.391,0.978,6.06,"Summer",2215.34312023749
"20410","2022-09-08 23:00:00 EDT",1.38,0.981,108.6,8.12,32.07,-0.3,8.21,20.363,0.981,6.06,"Summer",2214.49666894566
"20510","2022-09-09 00:00:00 EDT",1.01,0.986,114.8,8.54,31.96,-0.21,8.25,20.626,0.987,6.07,"Summer",2202.75455302587
"20610","2022-09-09 01:00:00 EDT",2.17,0.986,116.4,8.65,31.99,-0.29,8.26,20.691,0.985,6.06,"Summer",2205.37480336804
"20710","2022-09-09 02:00:00 EDT",1.46,0.989,112.6,8.4,32.01,-0.25,8.24,20.524,0.988,6.06,"Summer",2208.0171750082
"20810","2022-09-09 03:00:00 EDT",1.51,0.991,113.7,8.47,31.98,-0.2,8.25,20.564,0.99,6.05,"Summer",2204.9498652448
"20910","2022-09-09 04:00:00 EDT",1.82,0.997,112.5,8.39,31.95,-0.16,8.25,20.548,0.997,6.06,"Summer",2202.12098717272
"21010","2022-09-09 05:00:00 EDT",1.36,1.004,100.8,7.57,32.01,-0.13,8.18,20.168,1.004,6.06,"Summer",2209.53291933159
"21110","2022-09-09 06:00:00 EDT",3.24,1.002,102,7.66,32.01,-0.32,8.19,20.094,1.001,6.06,"Summer",2209.84798978083
"21210","2022-09-09 07:00:00 EDT",1.09,1.012,101.7,7.65,32,-0.27,8.19,20.051,1.013,6.06,"Summer",2209.06540412061
"21310","2022-09-09 08:00:00 EDT",0.89,1.015,99.5,7.5,32.02,-0.19,8.18,19.955,1.014,6.05,"Summer",2211.40547843785
"21410","2022-09-09 09:00:00 EDT",0.65,1.022,97,7.38,32.07,-0.27,8.14,19.401,1.022,6.06,"Summer",2218.59258478583
"21510","2022-09-09 10:00:00 EDT",0.54,1.028,99.9,7.57,32.08,-0.25,8.16,19.621,1.029,6.06,"Summer",2218.62155599313
"21610","2022-09-09 11:00:00 EDT",0.75,1.028,101.6,7.69,32.08,-0.26,8.16,19.635,1.027,6.05,"Summer",2218.5619480703
"21710","2022-09-09 12:00:00 EDT",0.62,1.027,103.8,7.82,32.08,-0.31,8.17,19.953,1.028,6.05,"Summer",2217.20799668031
"21810","2022-09-09 13:00:00 EDT",0.79,1.026,107.3,8.04,32.07,-0.3,8.19,20.197,1.023,6.05,"Summer",2215.20344860207
"21910","2022-09-09 14:00:00 EDT",0.72,1.023,109.3,8.14,32.07,-0.33,8.2,20.604,1.027,6.05,"Summer",2213.47056113123
"22010","2022-09-09 15:00:00 EDT",1.06,1.02,113.3,8.43,32.07,-0.26,8.21,20.637,1.02,6.05,"Summer",2213.3300567417
"22110","2022-09-09 16:00:00 EDT",1.02,1.016,118,8.7,32.05,-0.3,8.23,21.117,1.018,6.05,"Summer",2209.35502225542
"22210","2022-09-09 17:00:00 EDT",1.07,1.016,118.9,8.72,32.02,-0.34,8.23,21.444,1.014,6.05,"Summer",2205.06575007401
"22310","2022-09-09 18:00:00 EDT",1.15,1.015,118.5,8.82,32.06,-0.32,8.21,20.636,1.015,6.05,"Summer",2212.36864731299
"22410","2022-09-09 19:00:00 EDT",1.23,1.02,120.6,9.26,32.15,-0.1,8.19,18.899,1.018,6.05,"Summer",2228.45529169005
"22510","2022-09-09 20:00:00 EDT",1.8,1.045,109.6,8.61,32.23,-0.18,8.08,17.671,1.044,6.05,"Summer",2241.40909516388
"22610","2022-09-09 21:00:00 EDT",2.31,1.06,98.5,7.88,32.23,0.03,8.01,16.711,1.06,6.05,"Summer",2245.4964955865
"22710","2022-09-09 22:00:00 EDT",1.42,1.047,119.6,9.12,31.91,-0.24,8.21,19.301,1.048,6.05,"Summer",2203.56768146341
"22810","2022-09-09 23:00:00 EDT",2.58,1.049,119.8,9.18,32.07,-0.24,8.2,19.011,1.049,6.05,"Summer",2220.25309120752
"22910","2022-09-10 00:00:00 EDT",2.96,1.047,109.6,8.41,32.14,-0.21,8.13,18.916,1.047,6.05,"Summer",2227.41724350341
"23010","2022-09-10 01:00:00 EDT",2.66,1.058,99.8,7.85,32.51,-0.18,8.03,17.527,1.058,6.05,"Summer",2269.06088507689
"23110","2022-09-10 02:00:00 EDT",1.92,1.069,93.1,7.47,32.24,-0.27,7.96,16.556,1.07,6.04,"Summer",2247.12210758389
"23210","2022-09-10 03:00:00 EDT",3.33,1.072,90.6,7.3,32.24,-0.24,7.95,16.384,1.072,6.05,"Summer",2247.85443349295
"23310","2022-09-10 04:00:00 EDT",3.07,1.071,94.3,7.51,32.32,0.12,7.99,16.934,1.07,6.04,"Summer",2253.23803076737
"23410","2022-09-10 05:00:00 EDT",3.4,1.076,92.4,7.36,32.19,-0.09,7.99,16.941,1.076,6.05,"Summer",2240.65455401864
"23510","2022-09-10 06:00:00 EDT",2.61,1.077,86.4,6.93,32.17,3.93,7.92,16.584,1.077,6.05,"Summer",2240.24322177583
"23610","2022-09-10 07:00:00 EDT",2.19,1.091,84.4,6.8,32.19,-0.19,7.9,16.37,1.088,6.04,"Summer",2243.08570572834
"23710","2022-09-10 08:00:00 EDT",2.34,1.069,91.1,7.31,32.24,-0.06,7.95,16.541,1.071,6.04,"Summer",2247.1859732155
"23810","2022-09-10 09:00:00 EDT",2,1.063,94,7.51,32.25,-0.19,7.98,16.786,1.063,6.02,"Summer",2247.10850170346
"23910","2022-09-10 10:00:00 EDT",1.17,1.072,98.4,7.82,32.26,-0.2,8.01,17.043,1.073,6.03,"Summer",2246.97993768614
"24010","2022-09-10 11:00:00 EDT",1.04,1.081,100.8,7.97,32.31,-0.2,8.03,17.295,1.075,6.04,"Summer",2250.73533076263
"24110","2022-09-10 12:00:00 EDT",1.03,1.072,101.2,8,32.27,-0.22,8.02,17.34,1.075,6.03,"Summer",2246.68106531787
"24210","2022-09-10 13:00:00 EDT",1.32,1.07,105.5,8.28,32.25,-0.21,8.04,17.725,1.069,6.04,"Summer",2243.11051316508
"24310","2022-09-10 14:00:00 EDT",1.43,1.068,106.9,8.35,32.23,-0.24,8.04,17.977,1.068,6.02,"Summer",2240.10623627917
"24410","2022-09-10 15:00:00 EDT",1.66,1.066,107.3,8.34,32.26,-0.25,8.04,18.206,1.064,6.04,"Summer",2242.02822238248
"24510","2022-09-10 16:00:00 EDT",2.38,1.062,115.7,8.95,32.23,-0.08,8.07,18.479,1.061,6.04,"Summer",2237.96886647484
"24610","2022-09-10 17:00:00 EDT",1.98,1.059,129.9,10.02,32.23,0.14,8.14,18.619,1.062,6.02,"Summer",2237.37278724654
"24710","2022-09-10 18:00:00 EDT",3.69,1.06,137.8,10.62,32.24,-0.03,8.18,18.649,1.061,6.04,"Summer",2238.21072312082
"24810","2022-09-10 19:00:00 EDT",1.66,1.054,132.8,10.21,32.24,-0.08,8.15,18.795,1.06,6.02,"Summer",2237.58909763988
"24910","2022-09-10 20:00:00 EDT",16.86,1.053,121,9.27,32.25,-0.12,8.11,19.011,1.052,6.03,"Summer",2237.63509968227
"25010","2022-09-10 21:00:00 EDT",1.75,1.056,121,9.25,32.24,-0.29,8.1,19.084,1.056,6.04,"Summer",2236.35861980432
"25110","2022-09-10 22:00:00 EDT",2.29,1.057,118.5,9.09,32.27,-0.11,8.12,18.931,1.057,6.02,"Summer",2239.90705065913
"25210","2022-09-10 23:00:00 EDT",1.88,1.053,115.3,8.85,32.3,-0.26,8.13,18.895,1.054,6.03,"Summer",2242.95732958744
"25310","2022-09-11 00:00:00 EDT",1.46,1.053,113.3,8.7,32.3,-0.29,8.13,18.857,1.055,6.02,"Summer",2243.11912252083
"25410","2022-09-11 01:00:00 EDT",1.51,1.052,112.8,8.65,32.28,-0.28,8.13,18.89,1.053,6.02,"Summer",2241.04728385633
"25510","2022-09-11 02:00:00 EDT",1.23,1.053,111.3,8.54,32.29,-0.3,8.12,18.864,1.052,6.03,"Summer",2242.12365142193
"25610","2022-09-11 03:00:00 EDT",2.2,1.047,110.5,8.45,32.27,-0.33,8.13,19.029,1.045,6.02,"Summer",2239.48979519932
"2571","2022-09-11 04:00:00 EDT",1.7,1.046,109.8,8.41,32.29,-0.32,8.12,19.009,1.045,6.03,"Summer",2241.50628364977
"25810","2022-09-11 05:00:00 EDT",1.27,1.044,110.7,8.47,32.28,-0.28,8.11,19.028,1.044,6.02,"Summer",2240.45972004558
"25910","2022-09-11 06:00:00 EDT",1.4,1.046,110.9,8.5,32.27,-0.26,8.12,18.982,1.046,6.02,"Summer",2239.68990751168
"26010","2022-09-11 07:00:00 EDT",1.38,1.041,104.4,8.01,32.25,-0.32,8.09,18.957,1.04,6.02,"Summer",2237.86501595605
"26110","2022-09-11 08:00:00 EDT",1.16,1.044,96.1,7.37,32.27,-0.35,8.05,18.908,1.043,6.02,"Summer",2240.00497796092
"26210","2022-09-11 09:00:00 EDT",0.9,1.04,100.8,7.74,32.27,-0.29,8.07,18.886,1.04,6.02,"Summer",2240.09864755394
"26310","2022-09-11 10:00:00 EDT",0.9,1.032,109.1,8.35,32.29,-0.28,8.11,19.004,1.033,6.01,"Summer",2241.52757219363
"26410","2022-09-11 11:00:00 EDT",0.93,1.038,111.5,8.54,32.27,-0.22,8.12,18.972,1.038,6.02,"Summer",2239.73248459942
"26510","2022-09-11 12:00:00 EDT",1.2,1.034,114,8.73,32.3,-0.28,8.14,18.983,1.035,6.02,"Summer",2242.58265121536
"26610","2022-09-11 13:00:00 EDT",0.88,1.03,113.2,8.63,32.29,-0.34,8.13,19.265,1.032,6.01,"Summer",2240.41631020373
"26710","2022-09-11 14:00:00 EDT",1.04,1.021,115.4,8.75,32.28,-0.3,8.14,19.502,1.018,6.02,"Summer",2238.44156608691
"26810","2022-09-11 15:00:00 EDT",1.81,1.016,118,8.93,32.26,-0.32,8.15,19.649,1.013,6.01,"Summer",2235.88434862223
"26910","2022-09-11 16:00:00 EDT",1.39,1.013,121.5,9.2,32.27,-0.28,8.16,19.645,1.012,6.02,"Summer",2236.86704659481
"27010","2022-09-11 17:00:00 EDT",1.43,1.005,124.8,9.48,32.28,-0.26,8.18,19.412,1.006,6.02,"Summer",2238.82475987653
"27110","2022-09-11 18:00:00 EDT",4.22,1.012,130.3,9.91,32.29,-0.3,8.21,19.394,1.013,6.01,"Summer",2239.86706577194
"27210","2022-09-11 19:00:00 EDT",2.22,1.003,133.3,10.16,32.28,-0.02,8.23,19.241,1.002,6.02,"Summer",2239.55282807681
"27310","2022-09-11 20:00:00 EDT",2.37,1.005,127.7,9.73,32.29,0.34,8.2,19.281,1.005,6.01,"Summer",2240.34818686336
"27410","2022-09-11 21:00:00 EDT",1.19,1.001,125.4,9.55,32.29,-0.22,8.19,19.3,1.001,6.01,"Summer",2240.26729039666
"27510","2022-09-11 22:00:00 EDT",1.58,1.001,121.9,9.32,32.29,-0.26,8.18,19.037,1.001,6.02,"Summer",2241.38706780411
"27610","2022-09-11 23:00:00 EDT",10.17,1,118.2,9.05,32.3,-0.23,8.16,18.991,1.001,6.01,"Summer",2242.54858954518
"27710","2022-09-12 00:00:00 EDT",2.04,0.998,116.1,8.91,32.31,-0.21,8.16,18.897,0.998,6.01,"Summer",2243.91448130738
"27810","2022-09-12 01:00:00 EDT",0.97,0.992,113.2,8.68,32.31,-0.32,8.15,18.928,0.99,6,"Summer",2243.7824923354
"27910","2022-09-12 02:00:00 EDT",1.41,0.988,111.3,8.54,32.31,-0.32,8.14,18.914,0.985,6.01,"Summer",2243.84210025823
"28010","2022-09-12 03:00:00 EDT",1.29,0.984,113.6,8.71,32.31,-0.31,8.16,18.902,0.983,6.01,"Summer",2243.89319276351
"28110","2022-09-12 04:00:00 EDT",1.23,0.981,110.9,8.52,32.3,-0.29,8.14,18.84,0.981,6.01,"Summer",2243.19150356998
"28210","2022-09-12 05:00:00 EDT",1.21,0.977,107.8,8.29,32.3,-0.31,8.12,18.787,0.977,6.01,"Summer",2243.41716213498
"28310","2022-09-12 06:00:00 EDT",1.18,0.976,105.5,8.11,32.28,8.96,8.1,18.791,0.976,6,"Summer",2241.46879702492
"28410","2022-09-12 07:00:00 EDT",1.56,0.977,104.6,8.04,32.28,-0.21,8.09,18.784,0.977,6.01,"Summer",2241.49860098633
"28510","2022-09-12 08:00:00 EDT",1.2,0.965,96.2,7.39,32.22,-0.22,8.04,18.842,0.965,6.01,"Summer",2235.45765105255
"28610","2022-09-12 09:00:00 EDT",0.92,0.964,96.3,7.4,32.24,-0.27,8.03,18.846,0.964,6,"Summer",2237.37195449243
"28710","2022-09-12 10:00:00 EDT",0.77,0.965,99.8,7.67,32.25,-0.22,8.05,18.861,0.964,6.01,"Summer",2238.27375599831
"28810","2022-09-12 11:00:00 EDT",1.03,0.967,101.5,7.81,32.27,-0.26,8.07,18.719,0.968,6,"Summer",2240.80968491913
"28910","2022-09-12 12:00:00 EDT",1.18,0.961,104.2,8.03,32.29,-0.27,8.09,18.693,0.961,6,"Summer",2242.85171962221
"29010","2022-09-12 13:00:00 EDT",1.28,0.957,108.4,8.32,32.29,-0.28,8.11,18.846,0.954,6.01,"Summer",2242.20029017986
"29110","2022-09-12 14:00:00 EDT",1.01,0.949,110.2,8.46,32.29,-0.29,8.13,18.894,0.948,6,"Summer",2241.99592015873
"29210","2022-09-12 15:00:00 EDT",1.13,0.942,113.8,8.68,32.26,-0.24,8.13,19.205,0.944,6.01,"Summer",2237.77477131769
"29310","2022-09-12 16:00:00 EDT",1.19,0.938,117.4,8.96,32.26,-0.25,8.15,19.18,0.938,6,"Summer",2237.88121403703
"29410","2022-09-12 17:00:00 EDT",1.52,0.935,116.7,8.93,32.27,-0.19,8.14,19.072,0.934,6,"Summer",2239.30671372206
"29510","2022-09-12 18:00:00 EDT",2.19,0.936,122.5,9.33,32.24,-0.16,8.16,19.273,0.938,6,"Summer",2235.55391284611
"29610","2022-09-12 19:00:00 EDT",2.41,0.936,120.1,9.11,32.2,-0.21,8.14,19.55,0.935,6,"Summer",2230.51185896589
"29710","2022-09-12 20:00:00 EDT",2.31,0.934,115.9,8.79,32.1,-0.23,8.12,19.531,0.934,6,"Summer",2220.93608405773
"29810","2022-09-12 21:00:00 EDT",1.64,0.936,116.2,8.81,32.12,-0.2,8.14,19.552,0.936,5.99,"Summer",2222.77800644845
"29910","2022-09-12 22:00:00 EDT",1.7,0.936,120.1,9.13,32.21,-0.16,8.17,19.429,0.936,6,"Summer",2231.99270886498
"30010","2022-09-12 23:00:00 EDT",2.18,0.939,117.6,8.92,32.21,-0.13,8.16,19.536,0.939,6,"Summer",2231.53713402621
"30110","2022-09-13 00:00:00 EDT",1.7,0.939,117,8.87,32.21,-0.12,8.17,19.554,0.94,5.99,"Summer",2231.46049526828
"30210","2022-09-13 01:00:00 EDT",1.28,0.938,115.9,8.78,32.24,-0.25,8.17,19.6,0.937,6,"Summer",2234.16164207716
"30310","2022-09-13 02:00:00 EDT",3.94,0.934,115.1,8.71,32.23,-0.24,8.17,19.632,0.935,5.99,"Summer",2233.05972825892
"30410","2022-09-13 03:00:00 EDT",1.74,0.933,115.4,8.74,32.22,-0.24,8.16,19.583,0.934,6,"Summer",2232.30268885134
"30510","2022-09-13 04:00:00 EDT",1.3,0.93,111.9,8.48,32.14,-0.08,8.14,19.602,0.929,6,"Summer",2224.49645528475
"30610","2022-09-13 05:00:00 EDT",1.23,0.928,112.6,8.53,32.17,-0.23,8.15,19.613,0.928,5.99,"Summer",2227.3466219007
"30710","2022-09-13 06:00:00 EDT",1.5,0.931,112.2,8.5,32.17,0.87,8.14,19.612,0.931,6,"Summer",2227.35087960947
"30810","2022-09-13 07:00:00 EDT",1.42,0.936,111.3,8.43,32.11,-0.26,8.13,19.641,0.936,5.99,"Summer",2221.43340323012
"30910","2022-09-13 08:00:00 EDT",1.14,0.939,110.1,8.33,32.11,-0.24,8.12,19.679,0.939,6,"Summer",2221.27161029672
"31010","2022-09-13 09:00:00 EDT",0.82,0.939,108.3,8.18,32.09,-0.27,8.11,19.749,0.939,6,"Summer",2219.0422364076
"31110","2022-09-13 10:00:00 EDT",1.02,0.94,108.1,8.15,32.11,-0.09,8.12,19.877,0.942,5.99,"Summer",2220.42858395956
"31210","2022-09-13 11:00:00 EDT",1.45,0.94,107.7,8.11,32.1,0.05,8.12,19.963,0.939,6,"Summer",2219.09675386755
"31310","2022-09-13 12:00:00 EDT",0.88,0.939,109,8.2,32.15,-0.24,8.14,19.981,0.938,5.99,"Summer",2223.84845079705
"31410","2022-09-13 13:00:00 EDT",1.49,0.932,109.6,8.24,32.11,-0.24,8.14,20.005,0.933,5.99,"Summer",2219.88359723654
"31510","2022-09-13 14:00:00 EDT",1.65,0.927,111.1,8.34,32.13,-0.23,8.17,20.096,0.926,5.99,"Summer",2221.42748001312
"31610","2022-09-13 15:00:00 EDT",1.22,0.917,110.9,8.32,32.13,-0.31,8.17,20.123,0.911,5.99,"Summer",2221.31252187623
"31710","2022-09-13 16:00:00 EDT",1.16,0.914,110.8,8.31,32.13,-0.31,8.17,20.185,0.914,5.99,"Summer",2221.04854393227
"31810","2022-09-13 17:00:00 EDT",1.43,0.917,115.6,8.66,32.16,-0.32,8.2,20.231,0.922,5.98,"Summer",2223.74969074115
"31910","2022-09-13 18:00:00 EDT",2.84,0.912,116.9,8.76,32.08,-0.1,8.2,20.238,0.911,5.99,"Summer",2215.99454967984
"32010","2022-09-13 19:00:00 EDT",1.44,0.909,118.6,8.88,32.02,-0.21,8.21,20.3,0.91,6,"Summer",2209.93656891097
"32110","2022-09-13 20:00:00 EDT",1.62,0.908,116.6,8.72,31.99,-0.2,8.19,20.36,0.909,5.99,"Summer",2206.78410497209
"32210","2022-09-13 21:00:00 EDT",1.34,0.907,113.9,8.5,31.92,-0.05,8.17,20.482,0.904,5.99,"Summer",2199.50499453931
"32310","2022-09-13 22:00:00 EDT",1.57,0.907,112.2,8.39,31.96,0.12,8.16,20.417,0.907,5.98,"Summer",2203.64441415954
"32410","2022-09-13 23:00:00 EDT",1.41,0.903,112.7,8.42,31.96,-0.1,8.17,20.417,0.904,5.99,"Summer",2203.64441415954
"32510","2022-09-14 00:00:00 EDT",1.3,0.904,111.4,8.33,31.98,-0.16,8.16,20.378,0.903,5.99,"Summer",2205.74179907668
"32610","2022-09-14 01:00:00 EDT",1.51,0.902,110.8,8.29,32.01,-0.18,8.17,20.328,0.902,5.98,"Summer",2208.85168592782
"32710","2022-09-14 02:00:00 EDT",1.38,0.9,110.1,8.24,32.04,-0.16,8.17,20.321,0.898,5.99,"Summer",2211.77849130169
"32810","2022-09-14 03:00:00 EDT",1.3,0.903,107.6,8.05,32.02,-0.17,8.16,20.342,0.902,5.98,"Summer",2209.75774514248
"32910","2022-09-14 04:00:00 EDT",1.45,0.908,107.3,8.03,32.03,-0.14,8.16,20.323,0.906,5.99,"Summer",2210.80430874666
"33010","2022-09-14 05:00:00 EDT",1.45,0.914,106.6,7.98,32.03,-0.15,8.16,20.289,0.913,5.99,"Summer",2210.94907084496
"33110","2022-09-14 06:00:00 EDT",1.67,0.918,105.5,7.9,32.06,-0.17,8.16,20.236,0.918,5.98,"Summer",2214.07173082242
"33210","2022-09-14 07:00:00 EDT",1.05,0.929,105.1,7.88,32.09,-0.19,8.16,20.2,0.929,5.98,"Summer",2217.12200975073
"33310","2022-09-14 08:00:00 EDT",1.12,0.933,104.1,7.8,32.11,-0.13,8.16,20.2,0.932,5.98,"Summer",2219.0533440257
"33410","2022-09-14 09:00:00 EDT",0.86,0.936,105.6,7.92,32.11,-0.15,8.17,20.185,0.936,5.99,"Summer",2219.1172096573
"33510","2022-09-14 10:00:00 EDT",0.66,0.94,107.2,8.03,32.12,-0.06,8.17,20.217,0.939,5.99,"Summer",2219.94663011403
"33610","2022-09-14 11:00:00 EDT",0.61,0.937,110.5,8.26,32.12,-0.14,8.18,20.349,0.938,5.98,"Summer",2219.38461255592
"3371","2022-09-14 12:00:00 EDT",0.45,0.936,111.9,8.35,32.15,-0.2,8.19,20.414,0.935,5.99,"Summer",2222.0048628981
"3381","2022-09-14 13:00:00 EDT",0.64,0.936,112.1,8.36,32.15,-0.2,8.19,20.46,0.937,5.98,"Summer",2221.80900829452
"3391","2022-09-14 14:00:00 EDT",0.61,0.938,115.5,8.6,32.17,-0.15,8.2,20.554,0.938,5.98,"Summer",2223.34011794477
"3401","2022-09-14 15:00:00 EDT",0.75,0.935,119.5,8.85,32.18,-0.21,8.22,20.864,0.932,5.99,"Summer",2222.98589536245
"3411","2022-09-14 16:00:00 EDT",0.95,0.936,117.8,8.72,32.17,-0.3,8.21,20.872,0.936,5.98,"Summer",2221.98616655478
"3421","2022-09-14 17:00:00 EDT",1.25,0.941,119.7,8.86,32.17,9.4,8.22,20.852,0.939,5.98,"Summer",2222.07132073025
"3431","2022-09-14 18:00:00 EDT",1.22,0.945,117.5,8.71,32.19,-0.22,8.21,20.776,0.943,5.97,"Summer",2224.32624087201
"3441","2022-09-14 19:00:00 EDT",1.39,0.949,121.6,9.06,32.17,-0.19,8.23,20.523,0.948,5.98,"Summer",2223.47210691675
"3451","2022-09-14 20:00:00 EDT",1.99,0.957,121.5,9.08,32.17,-0.19,8.23,20.314,0.958,5.98,"Summer",2224.36196805043
"3461","2022-09-14 21:00:00 EDT",1.75,0.963,118.9,8.92,32.18,-0.17,8.23,20.179,0.963,5.97,"Summer",2225.90242587235
"3471","2022-09-14 22:00:00 EDT",1.77,0.964,115.3,8.65,32.19,-0.24,8.21,20.125,0.964,5.98,"Summer",2227.0980092836
"3481","2022-09-14 23:00:00 EDT",2.44,0.97,112.9,8.48,32.19,-0.1,8.2,20.079,0.97,5.97,"Summer",2227.29386388719
"3491","2022-09-15 00:00:00 EDT",2,0.972,108.5,8.15,32.19,0.16,8.18,20.048,0.972,5.98,"Summer",2227.42585285917
