Start_date,Site,Treatment,Mesocosm (1-24),Location_code,ID (1-9),Color,,Start_len_mm,Start_height_mm,Start_thickness_mm,Start_note,Collection month,Collection_date,Elapsed_days,Transcriptomics sampling,depth_cm,AliveOrDead,Dead_lengths_mm,L_mm_extra,H_mm_extra,T_mm,Transcript_indiv,Collection_Notes,Additional notes,Dissection ID label,Color 1,Color 2,Len,Height,Start_height from marking,Growth increment from mark_height,Tin only,Tin + gonad + somatic tissue,Reweight total weight on different scale,Ash weight + tin,DW_g,Ash_wt_g,AFDW_g,Org_inorg_ratio,Incomplete ashing,notes,,
6/17/2022,Eel_Pond,S,13,D1,3,B,,16.61,12.84,6.93,,July,6/30/2022,13,,2-4,L,,20.12,15.73,8.69,,,,E353,B,,20.1,15.5,12.6,3.5,0.394,0.463,0.4656,0.4093,0.069,0.0153,0.0537,77.83%,,,,
6/17/2022,Eel_Pond,S,13,D1,4,L,,18.77,14.23,8.2,,July,6/30/2022,13,,,M,,,,,,,,,L,,,,,,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,13,D1,5,R,Y,18.99,14.53,8.14,,July,6/30/2022,13,,2-4,L,,22.55,17.39,10.02,,,,E354,R,Y,22.5,17.3,14.4,4,0.387,0.481,0.4812,0.4059,0.094,0.0189,0.0751,79.89%,,,,
6/17/2022,Eel_Pond,S,13,D1,6,R,B,19.66,15.58,8.22,,July,6/30/2022,13,,2-4,L,,23.86,18.85,10.21,,,,E355,R,B,23.8,18.8,15.5,4.2,0.397,0.513,0.5137,0.419,0.116,0.022,0.094,81.03%,,,,
6/17/2022,Eel_Pond,S,13,D1,7,R,L,17.75,13.9,7.77,,July,6/30/2022,13,,0-2,L,,21.95,17.04,9.98,,,,E356,R,L,21.8,17,13.9,3.8,0.399,0.485,0.4851,0.4148,0.086,0.0158,0.0702,81.63%,,,,
6/17/2022,Eel_Pond,S,13,D1,8,Y,B,19.58,15.12,8.88,,July,6/30/2022,13,,0-2,L,,22.94,17.74,10.61,,,,E357,Y,B,22.9,17.6,15.1,2.8,0.403,0.508,0.509,0.4228,0.105,0.0198,0.0852,81.14%,,,,
6/17/2022,Eel_Pond,S,13,D1,9,B,L,13.71,11.1,5.96,,July,6/30/2022,13,,4-6,L,,17.97,14.38,8.18,,,,E358,B,L,18,14.3,11.1,4,0.399,0.448,0.4482,0.4073,0.049,0.0083,0.0407,83.06%,,,,
6/17/2022,Eel_Pond,S,14,D2,1,R,,16.28,12.88,6.92,,September,9/11/2022,86,,0-2,D,26.04,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,14,D2,2,Y,,19.79,15.33,8.31,,September,9/11/2022,86,,2-4,D,24.83,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,14,D2,3,B,,17.22,12.76,7.03,,September,9/11/2022,86,,2-4,L,23.07,,,,,"*No color marking (could be B or RB), originally marked as dead",,8,B,,28.8,21.5,,,1.088,1.222,,1.119,0.134,0.031,0.103,76.87%,,,,
6/17/2022,Eel_Pond,S,14,D2,4,L,,16.73,13.78,7.54,,August_transcriptomics,8/2/2022,46,,2-4,L,,25,19.2,11.1,T,,,,,,,,,,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,14,D2,5,R,Y,16.53,13.3,7.78,cracked repaired shell,September,9/11/2022,86,,2-4,D,22.56,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,14,D2,6,R,B,19.61,15.09,8.37,,September,9/11/2022,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,14,D2,7,R,L,22.98,17.56,9.82,,September,9/11/2022,86,,2-4,L,21.8,,,,,originally marked as dead,,4,LR,,42.3,31.4,,,1.099,1.560,,1.204,0.461,0.105,0.356,77.22%,,,,
6/17/2022,Eel_Pond,S,14,D2,8,Y,B,21.49,16.56,9.36,,September,9/11/2022,86,,0-2,L,24.5,,,,,originally marked as not found / dead,,5,YL,,41.5,31,,,1.086,1.580,,1.181,0.494,0.095,0.399,80.77%,,,,
6/17/2022,Eel_Pond,S,14,D2,9,B,L,15.81,12.14,6.57,,September,9/11/2022,86,,4-6,L,19.9,,,,,originally marked as dead,,3,L,,36.4,28.4,,,1.108,1.505,,1.205,0.397,0.097,0.300,75.57%,,,,
6/17/2022,Eel_Pond,S,14,D2,,unlabeled,,,,,,September,9/11/2022,86,,,D,29.75,,,,Y - repeat,"Doesn't match with D2.Labeled D3, but should be Sep collection",,,,,,,,,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,14,D2,,unlabeled,,,,,,September,9/11/2022,86,,,D,21.3,,,,YR  - repeat,"Doesn't match with D2.Labeled D3, but should be Sep collection",,,,,,,,,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,15,D3,1,R,,18.54,15.57,8.66,,August,8/2/2022,46,,0-2,D,23.2,,,,,,,,R,,23.13,19.06,15.52,4.92,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,15,D3,2,Y,,18.62,14.21,7.73,,August,8/2/2022,46,,2-4,D,23.4,,,,,,,,Y,,23.38,17.84,14.29,4.7,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,15,D3,3,B,,21.61,16.93,9.46,,August,8/2/2022,46,,0-2,D,26.1,,,,,,,,B,,26.01,20.28,16.82,4.73,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,15,D3,4,L,,17.46,13.64,7.73,,August,8/2/2022,46,T,0-2,L,,22.4,17.9,10.4,T,,,,L,,22.4,17.9,,,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,15,D3,5,R,Y,17.45,14.06,7.55,,August,8/2/2022,46,,2-4,L,,23.2,18.3,10.7,,,,E501,R,Y,23.16,18.34,13.8,6.1,0.3926,0.4672,,0.4094,0.0746,0.0168,0.0578,77.48%,,,,
6/17/2022,Eel_Pond,S,15,D3,6,R,B,16.57,12.99,7.04,,August,8/2/2022,46,,0-2,D,22.1,,,,,,,,R,B,21.89,17.12,13.01,5.37,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,15,D3,7,R,L,22.84,17.27,9.96,,August,8/2/2022,46,,0-2,L,,32.4,24.5,15.6,,,,E502,R,L,32.34,24.5,17.31,9.46,0.3929,0.6002,,0.4315,0.2073,0.0386,0.1687,81.38%,,,,
6/17/2022,Eel_Pond,S,15,D3,8,Y,B,17.25,13.57,7.52,,August,8/2/2022,46,,0-2,D,22.7,,,,,,,,Y,B,22.72,17.64,13.47,5.44,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,15,D3,9,B,L,16.96,13.39,7.62,,August,8/2/2022,46,,,,,,,,,,,E503,B,L,27.24,21.31,13.37,10.74,0.3948,0.5479,,0.4252,0.1531,0.0304,0.1227,80.14%,,,,
6/17/2022,Eel_Pond,S,16,H1,1,R,,17.66,14.15,7.96,,September,9/11/2022,86,,6+,D,22.76,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,16,H1,2,Y,,14.09,10.91,5.86,,September,9/11/2022,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,16,H1,3,B,,20.03,15.71,8.98,,August,8/2/2022,46,T,0-2,L,,30.5,23.6,16,T,,,,B,,30.5,23.6,,,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,16,H1,4,L,,16.06,12.48,6.88,,September,9/11/2022,86,,6+,L,,26.1,20.4,,,,,1,L,,25.9,20.4,,,1.088,1.219,,1.123,0.131,0.035,0.096,73.28%,,,,
6/17/2022,Eel_Pond,S,16,H1,5,R,Y,20.63,15.92,9.05,,September,9/11/2022,86,,6+,D,27.64,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,16,H1,6,R,B,15.99,12.2,6.91,,September,9/11/2022,86,,4-6,L,,25.5,19.6,,,,,6,BR,,25,19.6,,,1.090,1.178,,1.114,0.088,0.024,0.064,72.73%,,,,
6/17/2022,Eel_Pond,S,16,H1,7,R,L,16.91,13.35,7.26,,September,9/11/2022,86,,6+,D,20.79,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,16,H1,8,Y,B,16.57,12.8,7.16,,September,9/11/2022,86,,0-2,L,,28.6,22.4,,"Also a dead clam with L and additional peeled off marking, length 29.34",,,7,YL,,29,22.4,,,1.087,1.258,,1.122,0.171,0.035,0.136,79.53%,,,,
6/17/2022,Eel_Pond,S,16,H1,9,B,L,21.49,17.3,9.31,,September,9/11/2022,86,,6+,D,22.7,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,17,E2,1,R,,18.13,13.61,7.24,,August,8/2/2022,46,,0-2,D,23.6,,,,,,,,R,,23.52,17.69,13.65,5.25,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,17,E2,2,Y,,19.29,15.54,8.45,,August,8/2/2022,46,,0-2,D,24.5,,,,,,,,Y,,24.33,19.24,15.59,4.91,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,17,E2,3,B,,17.8,13.79,7.54,,August,8/2/2022,46,,0-2,D,24.5,,,,,,,,B,,24.44,18.74,13.95,6.13,,,,,,,,,,no label,,
6/17/2022,Eel_Pond,N,17,E2,4,L,,17.81,13.77,7.12,,August,8/2/2022,46,,0-2,D,25,,,,,,,,L,,24.97,18.87,13.62,6.5,,,,,,,,,,no label,,
6/17/2022,Eel_Pond,N,17,E2,5,R,Y,18.62,14.25,7.91,,August,8/2/2022,46,,0-2,D,23.4,,,,,,,,R,Y,23.33,18.03,14.2,4.8,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,17,E2,6,R,B,20.08,15.1,8.36,,August,8/2/2022,46,,0-2,D,28,,,,,,,,R,B,27.85,20.45,14.86,8.55,,,,,,,,,,missing blue,,
6/17/2022,Eel_Pond,N,17,E2,7,R,L,20.21,16.08,8.57,,August,8/2/2022,46,,0-2,D,29.1,,,,,,,,R,L,29.11,22.9,16.17,8.69,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,17,E2,8,Y,B,19.62,14.92,8.57,,August,8/2/2022,46,,0-2,D,25.1,,,,,,,,Y,B,24.22,18.59,14.93,4.97,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,17,E2,9,B,L,14.43,11.76,6.76,,August,8/2/2022,46,,0-2,D,21.2,,,,,,,,B,L,21.21,17.3,11.66,7.57,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,18,E3,1,R,,17.72,13.2,7.23,,August,8/1/2022,45,,,D,25,,,,,"Only measured to 1mm resolution. When doing dissections, remeasure lengths.",,,R,,26.77,20.29,13.08,9.28,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,18,E3,2,Y,,20.34,16.36,8.8,,August,8/1/2022,45,,,L,23,,,,,"Only measured to 1mm resolution. When doing dissections, remeasure lengths.",,,Y,,25.54,20.39,15.99,5.68,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,18,E3,3,B,,15.15,11.73,6.28,,August,8/1/2022,45,,,D,21,,,,,"Only measured to 1mm resolution. When doing dissections, remeasure lengths.",,,B,,23.28,17.52,11.59,8.26,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,18,E3,4,L,,13.9,11.21,6.03,,August,8/1/2022,45,,,D,17,,,,,"Only measured to 1mm resolution. When doing dissections, remeasure lengths.",,,L,,19.18,15.35,11.03,6.65,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,18,E3,5,R,Y,15.14,12.32,6.59,,August,8/1/2022,45,,,D,21,,,,,"Only measured to 1mm resolution. When doing dissections, remeasure lengths.",,,R,Y,22.18,17.65,12.21,6.87,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,18,E3,6,R,B,23.83,18.49,10.14,,August,8/1/2022,45,,,D,30,,,,,"Only measured to 1mm resolution. When doing dissections, remeasure lengths.",,,R,B,31.93,24.58,17.37,10.32,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,18,E3,7,R,L,16.15,12.89,7.2,,August,8/1/2022,45,,,D,22,,,,,"Only measured to 1mm resolution. When doing dissections, remeasure lengths.",,,R,L,24.15,19.16,12,8.7,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,18,E3,8,Y,B,17.74,14.07,7.78,,August,8/1/2022,45,,,D,21,,,,,"Only measured to 1mm resolution. When doing dissections, remeasure lengths.",,,Y,B,22.9,18.02,14.09,6.76,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,18,E3,9,B,L,23.53,18.83,10.58,,August,8/1/2022,45,,,L,27,,,,,"Only measured to 1mm resolution. When doing dissections, remeasure lengths.",,,B,L,29.93,24.01,18.61,7.61,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,19,F2,1,R,,17.6,13.86,7.49,,July,6/30/2022,13,,0-2,L,,21.15,16.74,9.35,,,,E359,R,,21.1,16.5,13.8,3.8,0.402,0.475,0.476,0.4154,0.073,0.0134,0.0596,81.64%,,,,
6/17/2022,Eel_Pond,S,19,F2,2,Y,,20.61,15.43,8.55,,July,6/30/2022,13,,4-6,L,,23.97,18.32,10.4,,,,E360,Y,,24,18.2,15.3,4.1,0.402,0.504,0.5053,0.4234,0.102,0.0214,0.0806,79.02%,,,,
6/17/2022,Eel_Pond,S,19,F2,3,B,,14.88,12.08,6.67,,July,6/30/2022,13,,2-4,L,,17.91,14.78,8.59,,,,E361,B,,17.8,14.9,12.1,3.7,0.399,0.455,0.4564,0.4111,0.056,0.0121,0.0439,78.39%,,,,
6/17/2022,Eel_Pond,S,19,F2,4,L,,15.34,12.12,6.64,,July,6/30/2022,13,,2-4,L,,18.1,14.18,8.27,,,,E362,L,,18.1,14.2,12,2.9,0.392,0.445,0.4456,0.4036,0.053,0.0116,0.0414,78.11%,,,,
6/17/2022,Eel_Pond,S,19,F2,5,R,Y,19.92,16.17,9.37,,July,6/30/2022,13,,0-2,L,,22.9,18.59,11.81,,,,E363,R,Y,22.8,18.5,15.4,3.3,0.394,0.498,0.4984,0.4131,0.104,0.0191,0.0849,81.63%,,,,
6/17/2022,Eel_Pond,S,19,F2,6,R,B,19.29,14.88,8.05,,July,6/30/2022,13,,6+,L,,22.18,17.48,9.79,,,,E364,R,B,22.1,17.4,14.8,3,0.399,0.488,0.4874,0.4152,0.089,0.0162,0.0728,81.80%,,,,
6/17/2022,Eel_Pond,S,19,F2,7,R,L,18.01,13.81,7.85,,July,6/30/2022,13,,0-2,L,,21.29,16.29,9.5,,,,E365,R,L,21.2,16.1,13.9,3.1,0.398,0.474,0.4742,0.4146,0.076,0.0166,0.0594,78.16%,,,,
6/17/2022,Eel_Pond,S,19,F2,8,Y,B,18.21,14.04,7.36,,July,6/30/2022,13,,2-4,L,,21.8,16.91,9.27,,,,E366,Y,B,21.7,16.7,13.9,3.3,0.397,0.474,0.4751,0.4136,0.077,0.0166,0.0604,78.44%,,,,
6/17/2022,Eel_Pond,S,19,F2,9,B,L,14.64,11.91,6.69,,July,6/30/2022,13,,0-2,L,,17.31,14.33,8.48,,,,E367,B,L,17.2,14.3,11.7,3.4,0.395,0.446,0.4474,0.4047,0.051,0.0097,0.0413,80.98%,,,,
6/17/2022,Eel_Pond,S,20,F3,1,R,,14.8,11.6,6.41,,August,8/2/2022,46,,4-6,D,20,,,,,,,,R,,19.79,15.62,11.5,5.1,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,20,F3,2,Y,,17.63,14.04,7.67,,August,8/2/2022,46,,0-2,D,23.3,,,,,,,,Y,,23.15,18.8,14.04,4.97,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,20,F3,3,B,,14.6,11.03,6.23,,August,8/2/2022,46,,2-4,D,19.9,,,,,,,,B,,19.63,15.22,10.98,5.41,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,20,F3,4,L,,17.05,13.05,7.3,,August,8/2/2022,46,,0-2,D,25.4,,,,,,,,L,,25.26,19.36,12.71,8.16,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,20,F3,5,R,Y,20.02,15.44,8.58,,August,8/2/2022,46,,4-6,D,24.9,,,,,,,,R,Y,24.63,18.75,15.15,4.79,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,20,F3,6,R,B,15.59,12.51,6.72,,August,8/2/2022,46,,2-4,D,22,,,,,,,,R,B,21.95,17.19,12.35,6.43,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,20,F3,7,R,L,18.11,14.62,8,,August,8/2/2022,46,,0-2,D,22.2,,,,,,,,R,L,22.03,17.65,14.5,4.11,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,20,F3,8,Y,B,16.57,12.96,7.12,,August,8/2/2022,46,,0-2,D,20.2,,,,,,,,Y,B,20.16,16.05,12.96,4.12,,,,,,,,,,,,
6/17/2022,Eel_Pond,S,20,F3,9,B,L,16.02,12.39,6.7,,August,8/2/2022,46,,0-2,D,22,,,,,,,,B,L,21.66,16.82,12.32,5.48,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,21,G2,1,R,,17.04,13.56,6.97,,August,8/1/2022,45,,,D,21,,,,,"Only measured to 1mm resolution. When doing dissections, remeasure lengths.",,,R,,23.33,18.84,13.25,6.24,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,21,G2,2,Y,,18.55,13.84,7.84,,August,8/1/2022,45,,,L,25,,,,,"Only measured to 1mm resolution. When doing dissections, remeasure lengths.",,E728,Y,,27.64,20.9,13.7,10.17,0.3938,0.5505,,0.426,0.1567,0.0322,0.1245,79.45%,,,,
6/17/2022,Eel_Pond,N,21,G2,3,B,,21.92,17.28,9.57,,August,8/1/2022,45,,,D,25,,,,,"Only measured to 1mm resolution. When doing dissections, remeasure lengths.",,,B,,26.73,21.05,17.13,4.7,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,21,G2,4,L,,19.16,14.94,8.63,,August,8/1/2022,45,,,D,21,,,,,"Only measured to 1mm resolution. When doing dissections, remeasure lengths.",,,L,,23.76,18.55,14.75,5.36,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,21,G2,5,R,Y,20.06,16.05,9.08,,August,8/1/2022,45,,,D,22,,,,,"Only measured to 1mm resolution. When doing dissections, remeasure lengths.",,,R,Y,24.32,19.48,15.67,5.02,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,21,G2,6,R,B,15.86,12.59,7,,August,8/1/2022,45,,,D,17,,,,,"Only measured to 1mm resolution. When doing dissections, remeasure lengths.",,,R,B,20.74,16.4,12.66,6.03,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,21,G2,7,R,L,22.4,17.96,9.89,,August,8/1/2022,45,,,D,29,,,,,"Only measured to 1mm resolution. When doing dissections, remeasure lengths.",,,R,L,30.59,23.98,17.88,8.12,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,21,G2,8,Y,B,17.57,13.61,7.55,,August,8/1/2022,45,,,D,20,,,,,"Only measured to 1mm resolution. When doing dissections, remeasure lengths.",,,Y,B,22.74,17.6,13.46,5.31,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,21,G2,9,B,L,17.44,13.9,7.73,,August,8/1/2022,45,,,D,25,,,,,"Only measured to 1mm resolution. When doing dissections, remeasure lengths.",,,B,L,27.76,21.35,13.81,10.05,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,22,G3,1,R,,24.4,19.04,10.74,,August,8/2/2022,46,,0-2,D,31,,,,,,,,R,,30.42,23.62,19.28,5.77,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,22,G3,2,Y,,15.03,12.53,6.43,,August,8/2/2022,46,,0-2,D,23.3,,,,,,,,Y,,23.39,18.96,12.46,7.6,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,22,G3,3,B,,19.09,15.37,8.24,,August,8/2/2022,46,,0-2,D,,,,,,missing,,,B,,,,,,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,22,G3,4,L,,16.65,12.62,6.83,,August,8/2/2022,46,,0-2,D,26.5,,,,,,,,L,,26.31,20.15,12.55,9.39,,,,,,,,,,,,
6/17/2022,Eel_Pond,N,22,G3,5,R,Y,15.61,12.78,7.32,,August,8/2/2022,46,,0-2,D,23.7,,,,,,,,R,Y,23.61,18.95,12.68,8.05,,,,,,,,,,,,
6/16/2022,Eel_Pond,N,22,G3,6,R,B,19.27,14.85,8.27,,August,8/2/2022,47,,0-2,D,24.5,,,,,,,,R,B,24.32,18.86,14.92,5.23,,,,,,,,,,,,
6/16/2022,Eel_Pond,N,22,G3,7,R,L,17.4,13.73,7.61,,August,8/2/2022,47,,0-2,D,22.4,,,,,,,,R,L,22.18,17.63,13.74,5.29,,,,,,,,,,,,
6/16/2022,Eel_Pond,N,22,G3,8,Y,B,17.38,13.3,7.44,,August,8/2/2022,47,,0-2,D,23.4,,,,,,,,Y,B,23.23,17.78,13.1,5.63,,,,,,,,,,,,
6/16/2022,Eel_Pond,N,22,G3,9,B,L,16.12,12.44,7.1,,August,8/2/2022,47,,0-2,D,21.7,,,,,,,,B,L,21.55,16.39,12.27,5.26,,,,,,,,,,,,
6/16/2022,Eel_Pond,S,23,H2,1,R,,16.78,12.62,7.05,,July,6/30/2022,14,,4-6,L,,20.35,15.5,9.03,,,,228,R,,20.3,15.5,12.7,3.8,1.123,1.194,,1.137,0.071,0.014,0.057,80.28%,,,,
6/16/2022,Eel_Pond,S,23,H2,2,Y,,16.51,12.6,7.27,,July,6/30/2022,14,,2-4,L,,20.1,15.44,9.28,,,,229,Y,,20.2,15.4,12.8,4.2,1.117,1.186,,1.132,0.069,0.015,0.054,78.26%,,,,
6/16/2022,Eel_Pond,S,23,H2,3,B,,18.37,14.5,7.86,,July,6/30/2022,14,,0-2,D,20.32,20.32,16.22,9.18,,,,230,B,,20.2,16,14.6,2.1,,,,,,,,,,,,
6/16/2022,Eel_Pond,S,23,H2,4,L,,16.49,13.03,7,,July,6/30/2022,14,,0-2,L,,19.18,15.37,8.76,,,,231,L,,19.1,15.5,13.1,3.3,1.093,1.162,,1.107,0.069,0.014,0.055,79.71%,,,,
6/16/2022,Eel_Pond,S,23,H2,5,R,Y,18.19,13.54,7.52,,July,6/30/2022,14,,6+,L,,22.04,16.51,9.57,,,,232,R,Y,22.2,16.3,13.5,3.8,1.075,1.152,,1.091,0.077,0.016,0.061,79.22%,,,,
6/16/2022,Eel_Pond,S,23,H2,6,R,B,17.66,13.38,7.15,,July,6/30/2022,14,,4-6,L,,20.83,15.97,8.71,,,,233,R,B,20.8,16,13.4,3.8,1.078,1.151,,1.091,0.073,0.013,0.06,82.19%,,,,
6/16/2022,Eel_Pond,S,23,H2,7,R,L,19.31,14.92,8.42,,July,6/30/2022,14,,0-2,D,21.27,21.27,16.58,9.86,,,,234,R,L,21.3,16.7,15,2.4,,,,,,,,,,,,
6/16/2022,Eel_Pond,S,23,H2,8,Y,B,15.55,12.18,6.76,,July,6/30/2022,14,,2-4,L,,18.85,15.23,8.57,,,,235,Y,B,18.9,15.2,12,4,1.097,1.158,,1.107,0.061,0.01,0.051,83.61%,,,,
6/16/2022,Eel_Pond,S,23,H2,9,B,L,22.76,19.04,10.04,,July,6/30/2022,14,,0-2,L,,25.54,21.24,11.81,,,,236,B,L,25.5,21.5,18.7,3.3,1.11,1.257,,,,,,,,,,
6/16/2022,Eel_Pond,S,24,H3,1,R,,19.77,15.73,8.71,,August,8/2/2022,47,,0-2,D,24.8,,,,,,,,R,,24.37,19.99,15.99,5.22,,,,,,,,,,,,
6/16/2022,Eel_Pond,S,24,H3,2,Y,,19.18,14.83,8.54,,August,8/2/2022,47,,2-4,D,23.4,,,,,,,,Y,,23.19,18.43,15.19,3.93,,,,,,,,,,,,
6/16/2022,Eel_Pond,S,24,H3,3,B,,19.74,15.62,8.34,,August,8/2/2022,47,,0-2,D,26.3,,,,,,,,B,,26.07,20.46,15.43,5.82,,,,,,,,,,,,
6/16/2022,Eel_Pond,S,24,H3,4,L,,18.13,14.37,7.82,,August,8/2/2022,47,,2-4,D,26.3,,,,,,,,L,,26.11,20.38,14.12,7.9,,,,,,,,,,,,
6/16/2022,Eel_Pond,S,24,H3,5,R,Y,19.87,15.77,8.58,,August,8/2/2022,47,,2-4,D,25.3,,,,,,,,R,Y,25.13,19.72,15.55,4.98,,,,,,,,,,,,
6/16/2022,Eel_Pond,S,24,H3,6,R,B,20.22,16.09,8.79,,August,8/2/2022,47,,2-4,D,25.8,,,,,,,,R,B,25.6,20.23,16.11,5.09,,,,,,,,,,,,
6/16/2022,Eel_Pond,S,24,H3,7,R,L,19.16,14.93,8.11,,August,8/2/2022,47,T,2-4,L,,30.8,23.4,14,T,,,,R,L,30.8,23.4,15.74,,,,,,,,,,,note - transcriptomics surfclams not dissected for tissue weight bc. part of tissue removed. ,,
6/16/2022,Eel_Pond,S,24,H3,8,Y,B,15.19,11.79,6.84,,August,8/2/2022,47,,0-2,D,22.3,,,,,,,,Y,B,22.04,16.9,11.68,7.13,,,,,,,,,,,,
6/16/2022,Eel_Pond,S,24,H3,9,B,L,16.44,12.31,6.62,,August,8/2/2022,47,,0-2,D,21.2,,,,,,,,B,L,21.18,15.87,12.36,4.65,,,,,,,,,,,,
5/17/2022,Dennis,N,1,A2,1,R,,13.27,9.86,5.17,,August,8/4/2022,79,,B,L,,34.7,26.5,15.5,,,,D501,R,,34.2,25.8,10.9,17.7,0.3917,0.78,,0.459,0.3883,0.0673,0.321,82.67%,,mismatch between initial length and est initial length,mismatch between initial length and est initial length,mismatch between initial length and est initial length
5/17/2022,Dennis,N,1,A2,2,Y,,12.77,9.3,4.58,,August,8/4/2022,79,,A,D,14.8,,,,,,,502,Y,,14.8,11.9,8.8,3.2,,,,,,,,,,,,
5/17/2022,Dennis,N,1,A2,3,B,,14.6,11.41,5.76,,August,8/4/2022,79,,B,D,,,,,,Looks gray,,503,B,,23.1,17.5,9.4,11.8,,,,,,,,,,mismatch between initial length and est initial length,mismatch between initial length and est initial length,mismatch between initial length and est initial length
5/17/2022,Dennis,N,1,A2,4,L,,11.81,8.9,4.39,,August,8/4/2022,79,,A,L,,32.4,26.3,15.1,,,,504,L,,32.1,25,9.2,19.4,0.3984,0.7398,,0.4535,0.3414,0.0551,0.2863,83.86%,,,,
5/17/2022,Dennis,N,1,A2,5,R,Y,15.59,11.45,6.34,,August,8/4/2022,79,,B,D,18.8,,,,,,,505,R,Y,18.8,15.2,8.6,7.6,,,,,,,,,,mismatch between initial length and est initial length,mismatch between initial length and est initial length,mismatch between initial length and est initial length
5/17/2022,Dennis,N,1,A2,6,R,B,13.2,9.96,4.99,,August,8/4/2022,79,,B,D,18.2,,,,,,,506,R,B,18.2,14.4,8.5,7,,,,,,,,,,mismatch between initial length and est initial length,mismatch between initial length and est initial length,mismatch between initial length and est initial length
5/17/2022,Dennis,N,1,A2,7,R,L,10.92,8.04,4.08,,August,8/4/2022,79,,A,D,,34.2,25.4,15.9,,,,507,R,L,17.9,13.5,11.1,2.7,,,,,,,,,,mismatch between initial length and est initial length,mismatch between initial length and est initial length,mismatch between initial length and est initial length
5/17/2022,Dennis,N,1,A2,8,Y,B,15.73,11.41,5.99,,August,8/4/2022,79,,B,L,,,,,,,,508,Y,B,33.8,24.6,10.6,19,0.3908,0.7439,,0.4556,0.3531,0.0648,0.2883,81.65%,,Updated start height 10.6 rather than 9.5 (measurement 5/1/23). It seems that upon collection the live clam was marked as RL but should have been marked as YB. The nail polish is still present. ,#VALUE!,Updated start height 10.6 rather than 9.5 (measurement 5/1/23). It seems that upon collection the live clam was marked as RL but should have been marked as YB. The nail polish is still present. 
5/17/2022,Dennis,N,1,A2,9,B,L,11.49,8.61,4.41,,August,8/4/2022,79,T,A,L,,36,27.9,17.1,T,,,,B,L,36,27.9,,,,,,,,,,,,,,
