Start_date,Site,Treatment,Buried_Dec,Location_code,color 1,color 2,Start_len_mm,Start_thickness_mm,Collection.month,Collection1_date,Elapsed_days,depth_cm,color_collection,Dissection ID label,Label different when collected,Biodeposition label,Start_height_mm,L_mm,H_mm,T_mm,Collection notes,Dead length,Dead_lengths_mm,Len,Height,Thickness,Est. growth by height,Est start height from linear function,Start_height from marking,Growth increment from mark on shell (height),Tin only,Tin + gonad + somatic tissue,Reweigh (if necessary),Ash weight (tin + gonad + somatic tissue),DW,AFDW,Ratio for samples with DW>0.01g,Corrected AFDW using an average of 82%. Used for <20 samples with % organic <.7 which was identified to caused by incomplete (anoxic) muffle furnace issues.,Notes,% gonad,% digestive,Shell weight,Start height function params
9/27/2022,Ptown,S,,D4,R,B,11.18,5.09,June,6/11/2023,257,,,,,15,9.06,46.60,37.68,22.72,,,,46.60,37.68,22.72,,9.0,9.36,34.68,1.0767,2.627,,,1.5503,1.2557,81%,1.2557,No Ash weight. Estimated AFDW from average 81% organic,,,12.1017,
9/27/2022,Ptown,S,,D4,R,L,9.8,4.6,June,6/11/2023,257,Deep,,P6,NL,,7.95,52.75,41.89,25.71,moved from BL to one with similar start height,,,52.75,41.89,25.71,,8.1,8.3,37.1,1.879,3.9634,,2.2775,2.0849,1.6859,81%,1.6859,,0.5%,27%,14.0755,
9/27/2022,Ptown,S,,D4,Y,B,9.49,4.21,June,6/11/2023,257,,,,,,7.72,28.38,22.74,12.42,,,,28.38,22.74,12.42,,7.9,8.19,18.13,,,,,,,,,,,,,
9/27/2022,Ptown,S,,D4,B,L,8.3,3.44,June,6/11/2023,257,,,,LX,17,6.21,43.55,34.27,21.70,,,,43.55,34.27,21.70,,6.6,6.43,32.8,1.0728,2.2758,,,1.2030,0.9744,81%,0.9744,No Ash weight. Estimated AFDW from average 81% organic,,,9.8437,
9/27/2022,Ptown,S,N,E2,R,,12.15,5.43,December,12/4/2022,68,0-4,R,G118,,,9.3,23.10,17.80,10.20,,,,23,17.7,,8.50,9.2,9.3,9.8,1.095,1.206,,1.113,0.111,0.0930,84%,0.0930,,,,,
9/27/2022,Ptown,S,N,E2,Y,,10.41,4.43,December,12/4/2022,68,4+,Y,G119,,,8.17,20.40,16.40,8.90,,,,20.2,16.1,,8.23,8.2,8.2,9.9,1.092,1.179,,1.106,0.087,0.0730,84%,0.0730,,,,,
9/27/2022,Ptown,S,N,E2,B,,11.23,4.62,December,12/4/2022,68,0-4,B,G120,,,8.52,20.50,17.30,9.60,,,,20.4,17.5,,8.78,8.5,8.7,10.6,1.086,1.188,,1.105,0.102,0.0830,81%,0.0830,,,,,
9/27/2022,Ptown,S,N,E2,L,,10.94,4.79,December,12/4/2022,68,0-4,NO LABEL,G121,,,8.81,22.50,17.40,9.60,,,,22.4,17.3,,8.59,8.8,8.8,10.6,1.091,1.192,,1.1087,0.101,0.0833,82%,0.0833,,,,,
9/27/2022,Ptown,S,N,E2,R,Y,10.96,4.31,December,12/4/2022,68,0-4,NO LABEL,G123,,,8.03,19.80,15.60,8.60,,,,19.7,15.5,,8.19,8.1,7.8,10,1.087,1.162,,1.1009,0.075,0.0611,81%,0.0611,,,,,
9/27/2022,Ptown,S,N,E2,R,B,11.12,4.62,December,12/4/2022,68,,,,,,8.4,,,,,,,,,,,8.4,,,,,,,,,,,,,,,
9/27/2022,Ptown,S,N,E2,R,L,8.63,3.62,December,12/4/2022,68,,,,,,6.65,,,,,,,,,,,7.0,,,,,,,,,,,,,,,
9/27/2022,Ptown,S,N,E2,Y,B,9.69,4.14,December,12/4/2022,68,,,,,,7.41,,,,,,,,,,,7.6,,,,,,,,,,,,,,,
9/27/2022,Ptown,S,N,E2,B,L,9.33,4.08,December,12/4/2022,68,,,,,,7.36,,,,,,,,,,,7.6,,,,,,,,,,,,,,,
9/27/2022,Ptown,S,N,E2,,,,4.26,December,12/4/2022,68,0-4,NO LABEL,G122,,,,21.60,16.90,9.10,,,,21.7,16.8,,16.90,1.4,9.7,10.7,1.093,1.191,,1.1102,0.098,0.0808,82%,0.0808,,,,,
9/27/2022,Ptown,S,N,E2,,,,4.26,December,12/4/2022,68,4+,NO LABEL,G124,,,,17.30,14.70,7.90,,,,17.2,14.8,,14.70,1.4,10.2,6.3,1.092,1.151,,1.1019,0.059,0.0491,83%,0.0491,,,,,
9/27/2022,Ptown,S,N,E2,,,,4.26,December,12/4/2022,68,4+,YX,,,,,,,,"MISSING A COLOR, CHIPPED SO BAD LENGTH MEASUREMENT, HEIGHT 8.7, LENGTH >9.5",,,,,,,1.4,,,,,,,,,,,,,,,
9/27/2022,Ptown,S,,E3,R,,12.31,5.22,June,6/11/2023,257,,,,R,14,9.63,45.32,35.92,21.34,,,,45.32,35.92,21.34,,9.5,9.93,31.91,1.062,2.3115,,,1.2500,1.0125,81%,1.0125,No Ash weight. Estimated AFDW from average 81% organic,,,10.389,
9/27/2022,Ptown,S,,E3,Y,,11.26,4.78,June,6/11/2023,257,,,,Y,,8.93,50.60,38.80,22.20,,,,50.60,38.80,22.20,,8.9,7.9,31.8,1.095,2.2792,,1.2683,1.184,1.0109,85%,1.0109,0.8535123269,,,9.437,
9/27/2022,Ptown,S,,E3,B,,10.86,4.7,June,6/11/2023,257,,,,NL,13,8.57,42.80,34.99,19.81,,,,42.80,34.99,19.81,,8.6,8.81,31.08,1.067,2.1076,,,1.0406,0.8429,81%,0.8429,No Ash weight. Estimated AFDW from average 81% organic,,,9.437,
9/27/2022,Ptown,S,,E3,L,,10.47,4.59,June,6/11/2023,257,S,,P9,nl,,8.09,43.87,34.82,21.21,,,,43.87,34.82,21.21,,8.2,8.05,32.74,1.875,3.0978,,2.0784,1.2233,1.0194,83%,1.0194,,0.5%,42%,10.0699,
9/27/2022,Ptown,S,,E3,R,Y,9.16,3.8,June,6/11/2023,257,Shallow,,P7,RY,,6.71,46.43,35.33,21.11,,,,46.43,35.33,21.11,,7.0,6.98,33.36,1.852,3.2017,,2.1152,1.3497,1.0865,80%,1.0865,,0.3%,40%,10.0049,
9/27/2022,Ptown,S,,E3,R,B,9.49,3.45,June,6/11/2023,257,,,,,,6.77,,,,,,,,,,,7.1,,,,,,,,,,,,,,,
9/27/2022,Ptown,S,,E3,R,L,9.58,4.12,June,6/11/2023,257,,,,,,7.35,,,,,,,,,,,7.6,,,,,,,,,,,,,,,
9/27/2022,Ptown,S,,E3,Y,B,9.97,4.09,June,6/11/2023,257,S,,P8,nl,,7.71,43.18,34.27,21.31,,,,43.18,34.27,21.31,,7.9,8.03,31.22,1.881,2.9436,,2.0951,1.0622,0.8485,80%,0.8485,,0.5%,48%,9.9175,
9/27/2022,Ptown,S,,E3,B,L,9.3,3.79,June,6/11/2023,257,,,,BL,,6.89,45.80,35.10,20.30,,,,45.80,35.10,20.30,,7.2,7.2,32.8,1.099,2.4383,,1.2799,1.3390,1.1584,87%,1.1584,,,,,
9/27/2022,Ptown,S,,E4,R,,12.13,5.36,April,4/17/2023,202,S,,P59,,11,9.78,,,,,,,35.4,28,,,9.6,9.83,22.97,1.0741,1.7764,,1.1764,0.7023,0.6000,85%,0.6000,,,,,
9/27/2022,Ptown,S,,E4,Y,,10.83,4.74,April,4/17/2023,202,S,,P.60,NL,12,8.51,,,,,,,35.1,27.9,,,8.5,8.14,23.7,1.0565,1.6674,,1.1429,0.6109,0.5245,86%,0.5245,,,,,
9/27/2022,Ptown,S,,E4,B,,10.52,4.48,April,4/17/2023,202,S,,P.11,NL,,8.14,,,,,,,31.3,24.7,13.9,,8.2,8.19,20.4,1.0165,1.3804,,1.0736,0.3639,0.3068,84%,0.3068,,,,,
9/27/2022,Ptown,S,,E4,L,,9.94,4.42,April,4/17/2023,202,D,,P.13,,,7.84,,,,,,,30.2,25.3,14.4,,8.0,8.04,21.2,0.9886,1.4294,,1.0491,0.4408,0.3803,86%,0.3803,,,,,
9/27/2022,Ptown,S,,E4,R,Y,10.88,4.33,April,4/17/2023,202,D,,P.14,,,8.39,,,,,,,36.1,27.7,,,8.4,8.66,23.3,1.0045,1.6645,,1.1044,0.66,0.5601,85%,0.5601,,,,,
9/27/2022,Ptown,S,,E4,R,B,10,4.46,April,4/17/2023,202,S,,P.12,RX,,8.08,,,,,,,30.2,24.3,14.4,,8.2,8.02,20.2,1.0117,1.4201,,1.0711,0.4084,0.3490,85%,0.3490,,,,,
9/27/2022,Ptown,S,,E4,R,L,8.77,3.49,April,4/17/2023,202,,,,,,6.71,,,,,,,,,,,7.0,,,,,,,,,,,,,,,
9/27/2022,Ptown,S,,E4,Y,B,9.03,3.92,April,4/17/2023,202,S,,P.70,NL,,7.27,,,,,,,32.6,25.9,14.9,,7.5,7.34,22.52,1.0257,1.541,,1.1014,0.5153,0.4396,85%,0.4396,,,,,
9/27/2022,Ptown,S,,E4,B,L,8.6,3.67,April,4/17/2023,202,,,,,,6.59,,,,,,,,,,,6.9,,,,,,,,,,,,,,,
9/27/2022,Ptown,S,,F1,R,,15.2,6.9,April,4/17/2023,202,S,,P.18,,,11.7,,,,,,,39.1,30.9,18.3,,11.2,11.96,24.1,1.0326,1.955,,1.1788,0.9224,0.7762,84%,0.7762,,,,,
9/27/2022,Ptown,S,,F1,Y,,16.1,8.5,April,4/17/2023,202,s,,P.17,,,13.5,,,,,,,40.7,33.2,20.6,,12.7,13.3,25.6,1.0025,2.2272,,1.1904,1.2247,1.0368,85%,1.0368,,,,,
9/27/2022,Ptown,S,,F1,B,,11.6,5.5,April,4/17/2023,202,D,,P.21,NL,,9.2,,,,,,,41.8,32.7,18.2,,9.1,9.2,27.5,1.004,2.0434,,1.1628,1.0394,0.8806,85%,0.8806,,,,,
9/27/2022,Ptown,S,,F1,L,,9.4,4.5,April,4/17/2023,202,D,,P.20,Y?,,7.7,,,,,,,36,29.5,16.1,,7.9,8.53,24.84,0.9925,1.7361,,1.1254,0.7436,0.6107,82%,0.6107,,,,,
9/27/2022,Ptown,S,,F1,R,Y,10.5,4.7,April,4/17/2023,202,S,,P.19,,,8,,,,,,,38.5,29.1,16.5,,8.1,8.34,24.8,1.034,1.758,,1.1545,0.724,0.6035,83%,0.6035,,,,,
9/27/2022,Ptown,S,,F1,R,B,10.8,4.6,April,4/17/2023,202,S,,P.61,RB,13,8.7,,,,,,,36.2,28.9,,,8.7,8.5,23.9,1.0318,1.6817,,1.104,0.6499,0.5777,89%,0.5777,,,,,
9/27/2022,Ptown,S,,F1,R,L,9.2,4,April,4/17/2023,202,D,,P.22,NL,,7.1,,,,,,,35.8,27.2,15.5,,7.3,7.1,24.1,1.0308,1.628,,1.1355,0.5972,0.4925,82%,0.4925,,,,,
9/27/2022,Ptown,S,,F1,Y,B,9.7,4,April,4/17/2023,202,S,,P46,NL,GTT-1,7.5,,,,,,,35.99,26.8,15.8,,7.7,8.2,22.6,1.057,1.6978,,1.1428,0.6408,0.5550,87%,0.5550,,,,,
9/27/2022,Ptown,S,,F1,B,L,9.3,3.8,April,4/17/2023,202,,,,BL,,7.2,,,,crushed shell no length measurement,,,,28.3,,,7.4,7.57,24.8,,,,,,,,,,,,,
9/27/2022,Ptown,S,,F2,R,,14.3,7,June,6/11/2023,257,D,,P10,R,,11.4,49.12,39.72,24.53,,,,49.12,39.72,24.53,,11.0,11.16,35.12,1.852,3.7358,,2.1797,1.8838,1.5561,83%,1.5561,,0.5%,29%,13.0554,
9/27/2022,Ptown,S,,F2,Y,,12.1,5.1,June,6/11/2023,257,,,,Y or YX,,9.3,52.70,40.30,23.70,,,,52.70,40.30,23.70,,9.2,9.3,37.2,1.105,2.9136,,1.3051,1.8091,1.6085,89%,1.6085,Measured 11/23,,,,
9/27/2022,Ptown,S,,F2,B,,11.7,5.3,June,6/11/2023,257,S,,P11,nl,,9.2,43.94,35.44,21.11,,,,43.94,35.44,21.11,,9.1,9.27,30.32,1.484,2.6566,,1.6993,1.1722,0.9573,82%,0.9573,,,,10.8428,
9/27/2022,Ptown,S,,F2,L,,11.5,5.1,June,6/11/2023,257,,,,,,9.2,,,,,,,,,,,9.1,,,,,,,,,,,,,,,
9/27/2022,Ptown,S,,F2,R,Y,11.5,5.2,June,6/11/2023,257,,,,nl,,8.9,16.80,13.10,,,,,16.80,13.10,,,8.9,9,5.1,,,,,,,,,sifted shell in July,,,,
9/27/2022,Ptown,S,,F2,R,B,11.1,4.6,June,6/11/2023,257,,,,nl,,8.2,14.80,11.30,,,,,14.80,11.30,,,8.3,8.6,4.4,,,,,,,,,sifted shell in July,,,,
9/27/2022,Ptown,S,,F2,R,L,11.3,4.8,June,6/11/2023,257,,,,SF2-NL2,,8.5,44.50,35.30,20.00,,,,44.50,35.30,20.00,,8.5,8.5,31.6,1.109,2.3397,,1.2802,1.2306,0.9968,81%,0.9968,,,,,
9/27/2022,Ptown,S,,F2,Y,B,9.8,4.2,June,6/11/2023,257,,,,NL,11,7.6,41.17,32.72,19.29,,,,41.17,32.72,19.29,,7.8,7.6,30.05,1.085,1.974,,,0.8894,0.7204,81%,0.7204,No Ash weight. Estimated AFDW from average 81% organic,,,8.7179,
9/27/2022,Ptown,S,,F2,B,L,9.7,4.3,June,6/11/2023,257,,,,BL,12,7.5,42.18,33.70,19.24,,,,42.18,33.70,19.24,,7.7,7.58,31.17,1.061,2.0624,,,1.0014,0.8111,81%,0.8111,No Ash weight. Estimated AFDW from average 81% organic,,,8.545,
9/27/2022,Ptown,S,N,F3,R,,14.3,6,December,12/4/2022,68,0-4,R,G125,,,10.8,24.70,19.20,11.00,,,,24.6,19.1,,8.40,10.5,10.9,10.9,1.107,1.261,,1.1346,0.154,0.1264,82%,0.1264,,,,,
9/27/2022,Ptown,S,N,F3,Y,,12.1,5.1,December,12/4/2022,68,0-4,Y,G126,,,9.5,22.20,17.20,9.60,,,,22.2,17.2,,7.70,9.4,9.5,9.8,1.094,1.2,,1.1132,0.106,0.0868,82%,0.0868,,,,,
9/27/2022,Ptown,S,N,F3,B,,12.2,5.3,December,12/4/2022,68,4+,NO LABEL,G132,,,9.2,21.30,16.60,19.30,"DARKENED YELLOWISH AREA, MAKES ME THINK YELLOW NAILPOLISH",,,21.2,16.4,,7.40,9.1,9.7,9.5,1.105,1.19,,1.1191,0.085,0.0709,83%,0.0709,,,,,
9/27/2022,Ptown,S,N,F3,L,,11.3,4.8,December,12/4/2022,68,0-4,NO LABEL,G131,,,8.5,20.90,16.30,9.50,,,,20.6,16.3,,7.80,8.5,8.4,9.4,1.089,1.182,,1.1068,0.093,0.0752,81%,0.0752,,,,,
9/27/2022,Ptown,S,N,F3,R,Y,11,4.6,December,12/4/2022,68,0-4,RY,,,,8.7,,,,,,22.6,22.5,17.7,,,8.7,8.5,10.8,,,,,,,,,,,,,
9/27/2022,Ptown,S,N,F3,R,B,11.7,4.7,December,12/4/2022,68,0-4,RB,G127,,,8.5,24.00,18.00,9.60,,,,23.9,17.9,,9.50,8.5,8.7,11.5,1.105,1.232,,1.1273,0.127,0.1047,82%,0.1047,,,,,
9/27/2022,Ptown,S,N,F3,R,L,10.4,4.5,December,12/4/2022,68,0-4,RL,G128,,,8.4,20.50,16.40,9.10,,,,20.3,16.3,,8.00,8.4,8.7,10.1,1.104,1.189,,1.1193,0.085,0.0697,82%,0.0697,,,,,
9/27/2022,Ptown,S,N,F3,Y,B,10,4.2,December,12/4/2022,68,0-4,BY,G129,,,7.8,22.60,17.20,9.40,,,,22.5,17.2,,9.40,7.9,7.6,11.6,1.1,1.218,,1.1199,0.118,0.0981,83%,0.0981,,,,,
9/27/2022,Ptown,S,N,F3,B,L,8.9,4.3,December,12/4/2022,68,0-4,BL,G130,,,7.1,19.90,15.60,8.50,,,,19.8,15.4,,8.50,7.3,7.2,11.6,1.105,1.185,,1.1191,0.08,0.0659,82%,0.0659,,,,,
9/27/2022,Ptown,N,N,G2,R,,14,6.4,December,12/4/2022,68,4+,R,,,,10.3,,,,,,10.4,13.8,10.2,,,10.0,,,,,,,,,,,,,,,
9/27/2022,Ptown,N,N,G2,Y,,13.3,5.7,December,12/4/2022,68,4+,Y,P101,,,10.2,24.50,18.90,10.80,,,,24.4,18.6,,8.70,9.9,10.3,10.6,1.105,1.245,,1.129,0.14,0.1160,83%,0.1160,,,,,
9/27/2022,Ptown,N,N,G2,B,,11.9,6.1,December,12/4/2022,68,4+,B,P102,,,9.4,23.10,18.40,10.30,,,,22.9,17.9,,9.00,9.3,9.2,11.1,1.096,1.234,,1.122,0.138,0.1120,81%,0.1120,,,,,
9/27/2022,Ptown,N,N,G2,L,,11.4,4.8,December,12/4/2022,68,0-4,L,P103,,,8.9,23.20,18.30,9.70,,,,22.9,18,,9.40,8.9,8.8,11.8,1.087,1.205,,1.11,0.118,0.0950,81%,0.0950,,,,,
9/27/2022,Ptown,N,N,G2,R,Y,11.2,4.7,December,12/4/2022,68,0-4,RY,P104,,,8.6,23.50,18.20,10.20,,,,23.3,17.7,,9.60,8.6,8.6,11.6,1.102,1.233,,1.125,0.131,0.1080,82%,0.1080,,,,,
9/27/2022,Ptown,N,N,G2,R,B,10.7,4.7,December,12/4/2022,68,4+,BR,,,,8.5,,,,,,16.4,16.2,12.6,,,8.5,8.5,5.5,,,,,,,,,,,,,
9/27/2022,Ptown,N,N,G2,R,L,10.8,4.7,December,12/4/2022,68,0-4,LR,P105,,,8.4,21.30,16.80,9.20,,,,21,16.4,,8.40,8.4,8.4,10.3,1.099,1.206,,1.118,0.107,0.0880,82%,0.0880,,,,,
9/27/2022,Ptown,N,N,G2,Y,B,10.3,4.3,December,12/4/2022,68,,BY,,,,7.7,11.30,8.50,,,,11.3,11.3,8.5,,,7.9,7.5,1.4,,,,,,,,,Shell collected in July with label still on it. Must have died within the first few months of the experiment and we did not find the shell until we sifted the cages at the end of the experiment. ,,,,
9/27/2022,Ptown,N,N,G2,B,L,9.8,4.3,December,12/4/2022,68,0-4,BL,P106,,,7.6,22.50,17.20,9.20,,,,22.2,17,,9.60,7.8,7.6,11.3,1.1,1.211,,1.12,0.111,0.0910,82%,0.0910,,,,,
9/27/2022,Ptown,N,N,G2,,,10.3,4.3,December,12/4/2022,68,0-4,NO LABEL,,,,7.7,,,,,,6.4,,,,,7.9,,,,,,,,,,,,,,,
9/27/2022,Ptown,N,,G3,R,,13.9,6.1,April,4/17/2023,202,D,,P.27,NL,,10.6,,,,,,,44.34,35.9,20.8,,10.3,10.39,31.81,0.9911,2.308,,1.1799,1.3169,1.1281,86%,1.1281,,,,,
9/27/2022,Ptown,N,,G3,Y,,14,6.3,April,4/17/2023,202,s,,P.16,,,10.6,,,,,,,40,31.1,18.5,,10.3,10.81,25.4,1.0137,1.9097,,1.1447,0.896,0.7650,85%,0.7650,,,,,
9/27/2022,Ptown,N,,G3,B,,11.1,5,April,4/17/2023,202,D,,P.23,,,8.8,,,,,,,35.4,27.98,17.5,,8.8,8.72,23.6,0.9966,1.6858,,1.1154,0.6892,0.5704,83%,0.5704,,,,,
9/27/2022,Ptown,N,,G3,L,,11.5,4.7,April,4/17/2023,202,S,,P.63?,NL,15,8.8,,,,,,,38.3,29.5,,,8.8,8.83,25.3,1.0028,1.813,,1.116,0.8102,0.6970,86%,0.6970,,,,,
9/27/2022,Ptown,N,,G3,R,Y,10,4.5,April,4/17/2023,202,S,,P.62,,14,7.9,,,,,,,34.96,27.7,,,8.0,7.78,24,1.0192,1.5913,,1.0992,0.5721,0.4921,86%,0.4921,,,,,
9/27/2022,Ptown,N,,G3,R,B,11.5,4.8,April,4/17/2023,202,D,,"P.29 (could be p.24, hard to see)",,,9.1,,,,,,,36.2,28.8,16.4,,9.0,8.89,23.8,0.9967,1.6848,,1.1091,0.6881,0.5757,84%,0.5757,,,,,
9/27/2022,Ptown,N,,G3,R,L,10.8,4.9,April,4/17/2023,202,S,,P.47,,GTT-2,8.6,,,,,,,40.3,30.7,17.5,,8.6,8.5,27.1,1.081,1.9551,,1.2043,0.8741,0.7508,86%,0.7508,,,,,
9/27/2022,Ptown,N,,G3,Y,B,9.9,4.3,April,4/17/2023,202,D,,P.25,,,8.1,,,,,,,37.4,30.7,17,,8.2,8.13,27.2,1.0295,1.9168,,1.1572,0.8873,0.7596,86%,0.7596,,,,,
9/27/2022,Ptown,N,,G3,B,L,9.8,3.9,April,4/17/2023,202,D,,P.26,,,7.3,,,,,,,35.24825,27.7,16.4,,7.5,7.4,24.8,1.0182,1.7276,,1.1273,0.7094,0.6003,85%,0.6003,Length of 25.8 is wrong. It looks like we measured the growth increment twice. Use the ratio of height to length to estimate length from height. ,,,,
9/27/2022,Ptown,N,,G4,R,,13.9,6,June,6/11/2023,257,S,,P12,R,,10.5,46.33,36.60,21.97,,,,46.33,36.60,21.97,,10.2,10.59,32.05,1.889,3.2028,,2.12,1.3138,1.0828,82%,1.0828,,0.6%,45%,11.3216,
9/27/2022,Ptown,N,,G4,Y,,14,6.1,June,6/11/2023,257,D,,P14,Y,,10.7,53.10,40.99,24.23,,,,53.10,40.99,24.23,,10.4,10.89,37.08,1.898,3.9291,,2.3195,2.0311,1.6096,79%,1.6096,,0.4%,29%,13.3618,
9/27/2022,Ptown,N,,G4,B,,11.2,5,June,6/11/2023,257,,,,nl,,9.3,51.80,38.40,22.50,,,,51.80,38.40,22.50,,9.2,9.2,35.5,1.105,2.8803,,1.3442,1.7753,1.5361,87%,1.5361,,,,,
9/27/2022,Ptown,N,,G4,L,,11.5,4.9,June,6/11/2023,257,,,,,,8.9,,,,,,,,,,,8.9,,,,,,,,,,,,,,,
9/27/2022,Ptown,N,,G4,R,Y,11,4.9,June,6/11/2023,257,,,,YX,9,8.3,43.18,34.36,21.17,,,,43.18,34.36,21.17,,8.4,8.88,31.46,1.0801,2.3711,,,1.2910,1.0457,81%,1.0457,No Ash weight. Estimated AFDW from average 81% organic,,,9.5866,
9/27/2022,Ptown,N,,G4,R,B,10.6,4.5,June,6/11/2023,257,S,,P15,R (nl),,8,50.49,38.11,22.43,,,,50.49,38.11,22.43,,8.1,8.19,35.38,1.932,3.5469,,2.3639,1.6146,1.1830,73%,1.1830,,0.7%,37%,11.8825,
9/27/2022,Ptown,N,,G4,R,L,10.3,4.6,June,6/11/2023,257,D,,P16,R (nl),,8.1,45.55,34.87,21.85,,,,45.55,34.87,21.85,,8.2,8.18,32.85,1.902,3.3093,,2.2153,1.4078,1.0940,78%,1.0940,,0.5%,38%,10.576,
9/27/2022,Ptown,N,,G4,Y,B,9.8,4.3,June,6/11/2023,257,,,,BY,10,7.7,48.91,39.12,21.83,,,,48.91,39.12,21.83,,7.9,7.82,36.47,1.068,2.6535,,,1.5860,1.2847,81%,1.2847,No Ash weight. Estimated AFDW from average 81% organic,,,11.1388,
9/27/2022,Ptown,N,,G4,B,L,9,3.7,June,6/11/2023,257,,,,,,6.9,,,,,,,,,,,7.2,,,,,,,,,,,,,,,
9/27/2022,Ptown,N,N,H2,R,,14.6,6.6,December,12/4/2022,68,0-4,R,P107,,,11.2,25.20,19.70,11.70,,,,24.8,19.6,,8.50,10.8,11.2,10.4,1.103,1.272,,1.132,0.169,0.1400,83%,0.1400,,,,,
9/27/2022,Ptown,N,N,H2,Y,,13.1,5.5,December,12/4/2022,68,0-4,Y,P108,,,9.9,25.00,19.20,10.80,,,,24.5,18.9,,9.30,9.7,9.9,11.6,1.082,1.355,,1.233,0.273,0.1220,45%,0.2239,,,,,
9/27/2022,Ptown,N,N,H2,B,,11.3,5.2,December,12/4/2022,68,0-4,NO LABEL,P114,,,9.1,20.30,16.60,10.00,,,,20.3,16.5,,#REF!,9.0,9,9.4,1.11,1.205,,1.133,0.095,0.0720,76%,0.0720,,,,,
9/27/2022,Ptown,N,N,H2,L,,11.4,5.5,December,12/4/2022,68,0-4,L,P109,,,8.8,24.70,19.60,10.50,,,,24.3,19.3,,10.80,8.8,8.9,12.8,1.099,1.243,,1.13,0.144,0.1130,78%,0.1130,,,,,
9/27/2022,Ptown,N,N,H2,R,Y,11.5,5.3,December,12/4/2022,68,0-4,R (must be RX),P115,,,9.1,22.80,18.10,10.60,Repeat R. Process of elimination RY,,,22.5,18,,#REF!,9.0,9.1,11.8,1.116,1.239,,1.138,0.123,0.1010,82%,0.1010,,,,,
9/27/2022,Ptown,N,N,H2,R,B,10,4.5,December,12/4/2022,68,0-4,RB,P110,,,8,20.80,15.10,8.50,,,,18.5,15.1,,7.10,8.1,8.1,9,1.104,1.175,,1.119,0.071,0.0560,79%,0.0560,,,,,
9/27/2022,Ptown,N,N,H2,R,L,9.9,4.2,December,12/4/2022,68,0-4,RL,P111,,,7.7,22.20,16.90,9.10,,,,22,16.6,,9.20,7.9,7.7,11.4,1.09,1.195,,1.111,0.105,0.0840,80%,0.0840,,,,,
9/27/2022,Ptown,N,N,H2,Y,B,10.2,4.7,December,12/4/2022,68,0-4,BY,P112,,,8,21.80,16.90,9.10,,,,21.6,16.9,,8.90,8.1,8,11.5,1.094,1.198,,1.117,0.104,0.0810,78%,0.0810,,,,,
9/27/2022,Ptown,N,N,H2,B,L,8.7,3.7,December,12/4/2022,68,0-4,BL,P113,,,6.7,21.40,16.20,8.50,,,,21,16.2,,9.50,7.0,6.7,11.2,1.089,1.179,,1.109,0.09,0.0700,78%,0.0700,,,,,
9/27/2022,Ptown,N,,H3,R,,12.1,6,June,6/11/2023,257,,,,R,8,9.7,44.09,35.51,22.32,,,,44.09,35.51,22.32,,9.5,10.07,31.77,1.0681,2.4393,,,1.3712,1.1107,81%,1.1107,No Ash weight. Estimated AFDW from average 81% organic,,,11.2455,
9/27/2022,Ptown,N,,H3,Y,,12,5.4,June,6/11/2023,257,S,,P17,Y,,9.5,46.23,36.46,21.77,,,,46.23,36.46,21.77,,9.4,9.44,32.64,1.039,2.5253,,1.2694,1.4865,1.2559,84%,1.2559,,,,10.3891,
9/27/2022,Ptown,N,,H3,B,,11.6,5,June,6/11/2023,257,,,,B,,9.2,11.46,9.41,4.90,,,,11.46,9.41,4.90,,9.1,9.04,0.01,,,,,,,,,,,,,
9/27/2022,Ptown,N,,H3,L,,12,5.4,June,6/11/2023,257,D,,P13,G4 - R,,9.7,52.44,39.36,22.79,,,,52.44,39.36,22.79,,9.5,10.81,34.77,1.848,3.7402,,2.222,1.8926,1.5182,80%,1.5182,Unsure where this clam should be included. I wonder if it is from the 1st experiment.,0.6%,38%,11.4804,
9/27/2022,Ptown,N,,H3,R,Y,10.6,4.7,June,6/11/2023,257,,,,RY,,8.3,48.00,36.00,22.80,,,,48.00,36.00,22.80,,8.4,8.7,33,1.106,2.4846,,1.3179,1.3786,1.1667,85%,1.1667,Measured 11/23,,,,
9/27/2022,Ptown,N,,H3,R,B,10.8,4.5,June,6/11/2023,257,S,,P18,RX,,8.5,47.02,36.94,22.39,Moved down from RY to RB 10.23,,,47.02,36.94,22.39,,8.5,8.51,33.78,1.057,2.6569,,1.336,1.6004,1.3209,83%,1.3209,,,,10.2174,
9/27/2022,Ptown,N,,H3,R,L,10.3,4.4,June,6/11/2023,257,,,,RX,7,8.2,44.01,35.93,21.15,,,,44.01,35.93,21.15,,8.3,8.46,32.84,1.0797,2.3412,,,1.2615,1.0218,81%,1.0218,No Ash weight. Estimated AFDW from average 81% organic,,,9.7501,
9/27/2022,Ptown,N,,H3,Y,B,9.1,4.2,June,6/11/2023,257,D,,P19,BY,,7.2,42.03,33.88,21.01,Moved down from RB - was in the wrong row (ER 10.23),,,42.03,33.88,21.01,,7.4,7.94,31.38,1.899,2.953,,2.0989,1.0541,0.8541,81%,0.8541,,0.8%,51%,9.0682,
9/27/2022,Ptown,N,,H3,B,L,9.5,4.1,June,6/11/2023,257,D,,P20,BL,,7.5,47.20,38.16,22.43,,,,47.20,38.16,22.43,,7.7,7.79,35.96,1.060,2.4685,,1.408,1.4090,1.0605,75%,1.0605,,,,11.5934,
