#,Date-Time (EST/EDT),Ch: 1 - Temperature   (°C ),Ch: 2 - Millivolts   (mv),Ch: 3 - pH   (pH),Button Down,Button Up,Host Connected,End of File
439,11/09/2022 03:30:00,13.40,-72.97,8.17,,,,
440,11/09/2022 03:45:00,13.21,-72.53,8.16,,,,
441,11/09/2022 04:00:00,13.14,-72.14,8.16,,,,
442,11/09/2022 04:15:00,13.09,-71.94,8.15,,,,
443,11/09/2022 04:30:00,13.09,-71.11,8.14,,,,
444,11/09/2022 04:45:00,12.56,-71.22,8.14,,,,
445,11/09/2022 05:00:00,12.53,-71.64,8.15,,,,
446,11/09/2022 05:15:00,12.77,-72.13,8.16,,,,
447,11/09/2022 05:30:00,13.09,-72.24,8.16,,,,
448,11/09/2022 05:45:00,13.76,-72.85,8.17,,,,
449,11/09/2022 06:00:00,13.98,-73.11,8.17,,,,
450,11/09/2022 06:15:00,14.17,-73.27,8.17,,,,
451,11/09/2022 06:30:00,13.98,-72.97,8.17,,,,
452,11/09/2022 06:45:00,13.86,-73.02,8.17,,,,
453,11/09/2022 07:00:00,13.88,-73.14,8.17,,,,
454,11/09/2022 07:15:00,13.93,-73.33,8.18,,,,
455,11/09/2022 07:30:00,13.95,-73.49,8.18,,,,
456,11/09/2022 07:45:00,13.91,-73.53,8.18,,,,
457,11/09/2022 08:00:00,13.95,-73.77,8.18,,,,
458,11/09/2022 08:15:00,14.00,-73.99,8.19,,,,
459,11/09/2022 08:30:00,13.98,-74.14,8.19,,,,
460,11/09/2022 08:45:00,14.00,-74.33,8.19,,,,
461,11/09/2022 09:00:00,13.95,-74.36,8.20,,,,
462,11/09/2022 09:15:00,14.03,-74.69,8.20,,,,
463,11/09/2022 09:30:00,14.05,-74.83,8.20,,,,
464,11/09/2022 09:45:00,14.10,-75.00,8.21,,,,
465,11/09/2022 10:00:00,14.12,-75.16,8.21,,,,
466,11/09/2022 10:15:00,14.12,-75.47,8.22,,,,
467,11/09/2022 10:30:00,14.12,-75.47,8.22,,,,
468,11/09/2022 10:45:00,14.19,-75.61,8.22,,,,
469,11/09/2022 11:00:00,14.24,-75.74,8.22,,,,
470,11/09/2022 11:15:00,14.29,-75.78,8.22,,,,
471,11/09/2022 11:30:00,14.34,-76.49,8.23,,,,
472,11/09/2022 11:45:00,14.41,-76.24,8.23,,,,
473,11/09/2022 12:00:00,14.27,-75.47,8.21,,,,
474,11/09/2022 12:15:00,14.31,-76.11,8.23,,,,
475,11/09/2022 12:30:00,14.29,-76.22,8.23,,,,
476,11/09/2022 12:45:00,14.31,-78.74,8.27,,,,
477,11/09/2022 13:00:00,14.36,-78.33,8.27,,,,
478,11/09/2022 13:15:00,14.46,-76.75,8.24,,,,
479,11/09/2022 13:30:00,14.46,-76.52,8.23,,,,
480,11/09/2022 13:45:00,14.43,-76.42,8.23,,,,
481,11/09/2022 14:00:00,14.41,-76.47,8.23,,,,
482,11/09/2022 14:15:00,14.36,-76.46,8.23,,,,
483,11/09/2022 14:30:00,14.41,-77.16,8.24,,,,
484,11/09/2022 14:45:00,14.29,-76.88,8.24,,,,
485,11/09/2022 15:00:00,14.15,-76.61,8.24,,,,
486,11/09/2022 15:15:00,14.15,-76.35,8.23,,,,
487,11/09/2022 15:30:00,14.10,-76.16,8.23,,,,
488,11/09/2022 15:45:00,14.10,-76.17,8.23,,,,
489,11/09/2022 16:00:00,14.07,-76.02,8.23,,,,
490,11/09/2022 16:15:00,14.03,-75.85,8.22,,,,
491,11/09/2022 16:30:00,13.95,-75.53,8.22,,,,
492,11/09/2022 16:45:00,13.91,-75.47,8.22,,,,
493,11/09/2022 17:00:00,13.81,-74.99,8.21,,,,
494,11/09/2022 17:15:00,13.69,-74.47,8.20,,,,
495,11/09/2022 17:30:00,13.64,-74.21,8.19,,,,
496,11/09/2022 17:45:00,13.62,-74.10,8.19,,,,
497,11/09/2022 18:00:00,13.57,-73.92,8.19,,,,
498,11/09/2022 18:15:00,13.52,-73.47,8.18,,,,
499,11/09/2022 18:30:00,13.38,-73.46,8.18,,,,
500,11/09/2022 18:45:00,13.18,-73.30,8.18,,,,
501,11/09/2022 19:00:00,13.31,-73.80,8.19,,,,
502,11/09/2022 19:15:00,13.64,-74.75,8.20,,,,
503,11/09/2022 19:30:00,13.62,-75.33,8.21,,,,
504,11/09/2022 19:45:00,13.64,-75.38,8.22,,,,
505,11/09/2022 20:00:00,13.67,-75.36,8.22,,,,
506,11/09/2022 20:15:00,13.76,-75.47,8.22,,,,
507,11/09/2022 20:30:00,13.81,-75.41,8.22,,,,
508,11/09/2022 20:45:00,13.88,-75.66,8.22,,,,
509,11/09/2022 21:00:00,13.86,-75.46,8.22,,,,
510,11/09/2022 21:15:00,13.81,-75.27,8.21,,,,
511,11/09/2022 21:30:00,13.74,-75.03,8.21,,,,
512,11/09/2022 21:45:00,13.76,-75.30,8.21,,,,
513,11/09/2022 22:00:00,13.71,-75.38,8.22,,,,
514,11/09/2022 22:15:00,13.69,-75.19,8.21,,,,
515,11/09/2022 22:30:00,13.69,-75.03,8.21,,,,
516,11/09/2022 22:45:00,13.64,-74.63,8.20,,,,
517,11/09/2022 23:00:00,13.57,-73.81,8.19,,,,
518,11/09/2022 23:15:00,13.45,-73.74,8.19,,,,
519,11/09/2022 23:30:00,13.38,-74.21,8.19,,,,
520,11/09/2022 23:45:00,13.31,-74.16,8.19,,,,
521,11/10/2022 00:00:00,13.26,-74.36,8.20,,,,
522,11/10/2022 00:15:00,13.38,-74.25,8.20,,,,
523,11/10/2022 00:30:00,13.50,-74.27,8.20,,,,
524,11/10/2022 00:45:00,13.57,-74.47,8.20,,,,
525,11/10/2022 01:00:00,13.59,-74.28,8.20,,,,
526,11/10/2022 01:15:00,13.52,-74.16,8.19,,,,
527,11/10/2022 01:30:00,13.50,-74.21,8.19,,,,
528,11/10/2022 01:45:00,13.47,-73.89,8.19,,,,
529,11/10/2022 02:00:00,13.45,-73.39,8.18,,,,
530,11/10/2022 02:15:00,13.40,-72.31,8.16,,,,
531,11/10/2022 02:30:00,13.31,-72.36,8.16,,,,
532,11/10/2022 02:45:00,13.21,-71.74,8.15,,,,
533,11/10/2022 03:00:00,13.09,-71.99,8.16,,,,
534,11/10/2022 03:15:00,13.02,-72.30,8.16,,,,
535,11/10/2022 03:30:00,12.99,-72.58,8.17,,,,
536,11/10/2022 03:45:00,12.97,-72.72,8.17,,,,
537,11/10/2022 04:00:00,12.99,-72.52,8.17,,,,
538,11/10/2022 04:15:00,13.06,-72.77,8.17,,,,
539,11/10/2022 04:30:00,13.02,-72.53,8.17,,,,
540,11/10/2022 04:45:00,12.94,-72.58,8.17,,,,
541,11/10/2022 05:00:00,12.94,-72.50,8.17,,,,
542,11/10/2022 05:15:00,12.90,-72.02,8.16,,,,
543,11/10/2022 05:30:00,12.85,-71.64,8.15,,,,
544,11/10/2022 05:45:00,12.82,-71.89,8.15,,,,
545,11/10/2022 06:00:00,12.82,-71.52,8.15,,,,
546,11/10/2022 06:15:00,12.80,-71.83,8.15,,,,
547,11/10/2022 06:30:00,12.77,-71.63,8.15,,,,
548,11/10/2022 06:45:00,12.80,-71.86,8.15,,,,
549,11/10/2022 07:00:00,12.77,-71.63,8.15,,,,
550,11/10/2022 07:15:00,12.85,-71.72,8.15,,,,
551,11/10/2022 07:30:00,12.94,-72.52,8.17,,,,
552,11/10/2022 07:45:00,13.18,-72.88,8.17,,,,
553,11/10/2022 08:00:00,13.18,-73.05,8.17,,,,
554,11/10/2022 08:15:00,13.38,-73.56,8.18,,,,
555,11/10/2022 08:30:00,13.45,-73.85,8.19,,,,
556,11/10/2022 08:45:00,13.47,-74.02,8.19,,,,
557,11/10/2022 09:00:00,13.43,-74.17,8.19,,,,
558,11/10/2022 09:15:00,13.43,-74.41,8.20,,,,
559,11/10/2022 09:30:00,13.45,-74.72,8.20,,,,
560,11/10/2022 09:45:00,13.43,-74.97,8.21,,,,
561,11/10/2022 10:00:00,13.45,-75.24,8.21,,,,
562,11/10/2022 10:15:00,13.50,-75.49,8.22,,,,
563,11/10/2022 10:30:00,13.55,-75.41,8.22,,,,
564,11/10/2022 10:45:00,13.59,-75.71,8.22,,,,
565,11/10/2022 11:00:00,13.67,-75.88,8.22,,,,
566,11/10/2022 11:15:00,13.64,-75.03,8.21,,,,
567,11/10/2022 11:30:00,13.64,-74.24,8.19,,,,
568,11/10/2022 11:45:00,13.71,-73.66,8.18,,,,
569,11/10/2022 12:00:00,13.76,-74.42,8.20,,,,
570,11/10/2022 12:15:00,13.81,-74.99,8.21,,,,
571,11/10/2022 12:30:00,13.91,-75.13,8.21,,,,
572,11/10/2022 12:45:00,13.93,-75.14,8.21,,,,
573,11/10/2022 13:00:00,14.00,-75.39,8.21,,,,
574,11/10/2022 13:15:00,13.98,-75.25,8.21,,,,
575,11/10/2022 13:30:00,14.03,-75.52,8.22,,,,
576,11/10/2022 13:45:00,14.07,-75.31,8.21,,,,
577,11/10/2022 14:00:00,14.10,-75.78,8.22,,,,
578,11/10/2022 14:15:00,14.12,-75.92,8.22,,,,
579,11/10/2022 14:30:00,14.19,-76.33,8.23,,,,
580,11/10/2022 14:45:00,14.19,-76.85,8.24,,,,
581,11/10/2022 15:00:00,14.22,-77.00,8.24,,,,
582,11/10/2022 15:15:00,14.19,-76.96,8.24,,,,
583,11/10/2022 15:30:00,14.15,-76.86,8.24,,,,
584,11/10/2022 15:45:00,14.05,-76.35,8.23,,,,
585,11/10/2022 16:00:00,13.88,-75.80,8.22,,,,
586,11/10/2022 16:15:00,13.83,-75.74,8.22,,,,
587,11/10/2022 16:30:00,13.83,-75.67,8.22,,,,
588,11/10/2022 16:45:00,13.74,-75.25,8.21,,,,
589,11/10/2022 17:00:00,13.71,-75.13,8.21,,,,
590,11/10/2022 17:15:00,13.74,-74.94,8.21,,,,
591,11/10/2022 17:30:00,13.76,-74.74,8.20,,,,
592,11/10/2022 17:45:00,13.76,-74.58,8.20,,,,
593,11/10/2022 18:00:00,13.74,-74.60,8.20,,,,
594,11/10/2022 18:15:00,13.71,-74.64,8.20,,,,
595,11/10/2022 18:30:00,13.69,-74.77,8.20,,,,
596,11/10/2022 18:45:00,13.64,-74.78,8.20,,,,
597,11/10/2022 19:00:00,13.59,-74.60,8.20,,,,
598,11/10/2022 19:15:00,13.57,-74.36,8.20,,,,
599,11/10/2022 19:30:00,13.57,-74.52,8.20,,,,
600,11/10/2022 19:45:00,13.57,-74.13,8.19,,,,
601,11/10/2022 20:00:00,13.59,-74.74,8.20,,,,
602,11/10/2022 20:15:00,13.62,-74.63,8.20,,,,
603,11/10/2022 20:30:00,13.88,-75.52,8.22,,,,
604,11/10/2022 20:45:00,13.98,-75.55,8.22,,,,
605,11/10/2022 21:00:00,14.03,-75.55,8.22,,,,
606,11/10/2022 21:15:00,14.03,-75.56,8.22,,,,
607,11/10/2022 21:30:00,14.05,-75.56,8.22,,,,
608,11/10/2022 21:45:00,14.10,-75.52,8.22,,,,
609,11/10/2022 22:00:00,14.10,-75.33,8.21,,,,
610,11/10/2022 22:15:00,14.12,-75.25,8.21,,,,
611,11/10/2022 22:30:00,14.15,-75.16,8.21,,,,
612,11/10/2022 22:45:00,14.15,-75.08,8.21,,,,
613,11/10/2022 23:00:00,14.12,-74.94,8.21,,,,
614,11/10/2022 23:15:00,14.12,-74.94,8.21,,,,
615,11/10/2022 23:30:00,14.12,-74.83,8.20,,,,
616,11/10/2022 23:45:00,14.10,-74.89,8.20,,,,
617,11/11/2022 00:00:00,14.07,-74.86,8.20,,,,
618,11/11/2022 00:15:00,14.07,-74.71,8.20,,,,
619,11/11/2022 00:30:00,14.10,-74.69,8.20,,,,
620,11/11/2022 00:45:00,14.10,-74.78,8.20,,,,
621,11/11/2022 01:00:00,14.15,-75.10,8.21,,,,
622,11/11/2022 01:15:00,14.12,-74.96,8.21,,,,
623,11/11/2022 01:30:00,14.17,-75.38,8.21,,,,
624,11/11/2022 01:45:00,14.17,-75.11,8.21,,,,
625,11/11/2022 02:00:00,14.15,-74.89,8.20,,,,
626,11/11/2022 02:15:00,14.15,-74.83,8.20,,,,
627,11/11/2022 02:30:00,14.12,-74.42,8.20,,,,
628,11/11/2022 02:45:00,14.15,-73.80,8.18,,,,
629,11/11/2022 03:00:00,14.15,-73.30,8.18,,,,
630,11/11/2022 03:15:00,14.07,-73.25,8.17,,,,
631,11/11/2022 03:30:00,14.05,-73.46,8.18,,,,
632,11/11/2022 03:45:00,14.03,-72.99,8.17,,,,
633,11/11/2022 04:00:00,14.03,-72.61,8.16,,,,
634,11/11/2022 04:15:00,14.03,-72.96,8.17,,,,
635,11/11/2022 04:30:00,14.00,-72.77,8.17,,,,
636,11/11/2022 04:45:00,13.98,-72.78,8.17,,,,
637,11/11/2022 05:00:00,13.95,-72.80,8.17,,,,
638,11/11/2022 05:15:00,13.95,-72.69,8.16,,,,
639,11/11/2022 05:30:00,13.95,-72.86,8.17,,,,
640,11/11/2022 05:45:00,13.86,-72.75,8.17,,,,
641,11/11/2022 06:00:00,13.79,-72.55,8.16,,,,
642,11/11/2022 06:15:00,13.79,-72.31,8.16,,,,
643,11/11/2022 06:30:00,13.76,-72.33,8.16,,,,
644,11/11/2022 06:45:00,13.74,-72.21,8.16,,,,
645,11/11/2022 07:00:00,13.64,-72.02,8.15,,,,
646,11/11/2022 07:15:00,13.69,-72.17,8.16,,,,
647,11/11/2022 07:30:00,13.59,-72.19,8.16,,,,
648,11/11/2022 07:45:00,13.71,-72.36,8.16,,,,
649,11/11/2022 08:00:00,14.22,-73.89,8.19,,,,
650,11/11/2022 08:15:00,14.31,-74.19,8.19,,,,
651,11/11/2022 08:30:00,14.36,-74.25,8.19,,,,
652,11/11/2022 08:45:00,14.41,-74.60,8.20,,,,
653,11/11/2022 09:00:00,14.46,-74.75,8.20,,,,
654,11/11/2022 09:15:00,14.51,-74.97,8.20,,,,
655,11/11/2022 09:30:00,14.58,-74.99,8.20,,,,
656,11/11/2022 09:45:00,14.58,-74.86,8.20,,,,
657,11/11/2022 10:00:00,14.58,-74.94,8.20,,,,
658,11/11/2022 10:15:00,14.58,-74.94,8.20,,,,
659,11/11/2022 10:30:00,14.62,-75.21,8.21,,,,
660,11/11/2022 10:45:00,14.62,-75.35,8.21,,,,
661,11/11/2022 11:00:00,14.62,-75.69,8.22,,,,
662,11/11/2022 11:15:00,14.62,-75.96,8.22,,,,
663,11/11/2022 11:30:00,14.60,-75.96,8.22,,,,
664,11/11/2022 11:45:00,14.62,-76.08,8.22,,,,
665,11/11/2022 12:00:00,14.62,-76.27,8.23,,,,
666,11/11/2022 12:15:00,14.72,-76.72,8.24,,,,
667,11/11/2022 12:30:00,14.70,-77.00,8.24,,,,
668,11/11/2022 12:45:00,14.72,-77.52,8.25,,,,
669,11/11/2022 13:00:00,14.72,-77.80,8.26,,,,
670,11/11/2022 13:15:00,14.72,-77.05,8.24,,,,
671,11/11/2022 13:30:00,14.74,-76.75,8.24,,,,
672,11/11/2022 13:45:00,14.79,-76.72,8.24,,,,
673,11/11/2022 14:00:00,14.79,-76.58,8.23,,,,
674,11/11/2022 14:15:00,14.82,-76.64,8.23,,,,
675,11/11/2022 14:30:00,14.82,-76.50,8.23,,,,
676,11/11/2022 14:45:00,14.84,-76.21,8.23,,,,
677,11/11/2022 15:00:00,14.86,-76.63,8.23,,,,
678,11/11/2022 15:15:00,14.89,-76.72,8.23,,,,
679,11/11/2022 15:30:00,14.91,-76.61,8.23,,,,
680,11/11/2022 15:45:00,14.91,-76.46,8.23,,,,
681,11/11/2022 16:00:00,14.89,-76.41,8.23,,,,
682,11/11/2022 16:15:00,14.91,-76.52,8.23,,,,
683,11/11/2022 16:30:00,14.91,-76.49,8.23,,,,
684,11/11/2022 16:45:00,14.91,-76.46,8.23,,,,
685,11/11/2022 17:00:00,14.89,-76.42,8.23,,,,
686,11/11/2022 17:15:00,14.89,-76.33,8.23,,,,
687,11/11/2022 17:30:00,14.91,-76.10,8.22,,,,
688,11/11/2022 17:45:00,14.91,-75.81,8.22,,,,
689,11/11/2022 18:00:00,14.91,-75.58,8.21,,,,
690,11/11/2022 18:15:00,14.91,-75.53,8.21,,,,
691,11/11/2022 18:30:00,14.94,-75.35,8.21,,,,
692,11/11/2022 18:45:00,14.89,-74.92,8.20,,,,
693,11/11/2022 19:00:00,14.86,-74.86,8.20,,,,
694,11/11/2022 19:15:00,14.84,-74.56,8.20,,,,
695,11/11/2022 19:30:00,14.82,-74.08,8.19,,,,
696,11/11/2022 19:45:00,14.77,-73.81,8.18,,,,
697,11/11/2022 20:00:00,14.77,-73.92,8.18,,,,
698,11/11/2022 20:15:00,14.79,-74.30,8.19,,,,
699,11/11/2022 20:30:00,14.91,-74.00,8.18,,,,
700,11/11/2022 20:45:00,14.98,-74.33,8.19,,,,
701,11/11/2022 21:00:00,15.06,-74.83,8.20,,,,
702,11/11/2022 21:15:00,15.06,-74.78,8.20,,,,
703,11/11/2022 21:30:00,14.98,-74.47,8.19,,,,
704,11/11/2022 21:45:00,15.01,-74.22,8.19,,,,
705,11/11/2022 22:00:00,14.98,-74.17,8.19,,,,
706,11/11/2022 22:15:00,14.98,-74.14,8.19,,,,
707,11/11/2022 22:30:00,15.03,-74.08,8.19,,,,
708,11/11/2022 22:45:00,15.06,-73.94,8.18,,,,
709,11/11/2022 23:00:00,15.08,-73.88,8.18,,,,
710,11/11/2022 23:15:00,15.10,-73.75,8.18,,,,
711,11/11/2022 23:30:00,15.15,-73.88,8.18,,,,
712,11/11/2022 23:45:00,15.17,-73.81,8.18,,,,
713,11/12/2022 00:00:00,15.20,-73.83,8.18,,,,
714,11/12/2022 00:15:00,15.22,-73.78,8.18,,,,
715,11/12/2022 00:30:00,15.27,-73.55,8.18,,,,
716,11/12/2022 00:45:00,15.32,-73.55,8.17,,,,
717,11/12/2022 01:00:00,15.37,-72.94,8.16,,,,
718,11/12/2022 01:15:00,15.39,-72.89,8.16,,,,
719,11/12/2022 01:30:00,15.44,-72.94,8.16,,,,
720,11/12/2022 01:45:00,15.49,-73.02,8.16,,,,
721,11/12/2022 02:00:00,15.51,-73.13,8.17,,,,
722,11/12/2022 02:15:00,15.51,-72.91,8.16,,,,
723,11/12/2022 02:30:00,15.53,-72.86,8.16,,,,
724,11/12/2022 02:45:00,15.56,-72.80,8.16,,,,
725,11/12/2022 03:00:00,15.56,-72.83,8.16,,,,
726,11/12/2022 03:15:00,15.63,-72.44,8.15,,,,
727,11/12/2022 03:30:00,15.68,-72.52,8.15,,,,
728,11/12/2022 03:45:00,15.63,-72.53,8.16,,,,
729,11/12/2022 04:00:00,15.72,-72.36,8.15,,,,
730,11/12/2022 04:15:00,15.80,-72.11,8.15,,,,
731,11/12/2022 04:30:00,15.77,-72.22,8.15,,,,
732,11/12/2022 04:45:00,15.84,-71.02,8.13,,,,
733,11/12/2022 05:00:00,15.87,-71.16,8.13,,,,
734,11/12/2022 05:15:00,15.89,-71.24,8.13,,,,
735,11/12/2022 05:30:00,15.91,-70.77,8.12,,,,
736,11/12/2022 05:45:00,15.94,-71.74,8.14,,,,
737,11/12/2022 06:00:00,15.99,-70.92,8.12,,,,
738,11/12/2022 06:15:00,16.01,-70.92,8.12,,,,
739,11/12/2022 06:30:00,16.01,-70.83,8.12,,,,
740,11/12/2022 06:45:00,15.94,-71.52,8.14,,,,
741,11/12/2022 07:00:00,15.96,-71.38,8.13,,,,
742,11/12/2022 07:15:00,15.96,-71.28,8.13,,,,
743,11/12/2022 07:30:00,15.96,-71.41,8.13,,,,
744,11/12/2022 07:45:00,15.91,-71.52,8.14,,,,
745,11/12/2022 08:00:00,15.99,-71.39,8.13,,,,
746,11/12/2022 08:15:00,15.99,-71.53,8.14,,,,
747,11/12/2022 08:30:00,16.11,-71.21,8.13,,,,
748,11/12/2022 08:45:00,16.20,-71.30,8.13,,,,
749,11/12/2022 09:00:00,16.13,-71.80,8.14,,,,
750,11/12/2022 09:15:00,16.06,-72.19,8.15,,,,
751,11/12/2022 09:30:00,15.99,-72.24,8.15,,,,
752,11/12/2022 09:45:00,16.06,-72.08,8.15,,,,
753,11/12/2022 10:00:00,16.13,-72.24,8.15,,,,
754,11/12/2022 10:15:00,16.15,-72.33,8.15,,,,
755,11/12/2022 10:30:00,16.18,-72.16,8.15,,,,
756,11/12/2022 10:45:00,16.20,-72.05,8.14,,,,
757,11/12/2022 11:00:00,16.22,-71.94,8.14,,,,
758,11/12/2022 11:15:00,16.22,-72.31,8.15,,,,
759,11/12/2022 11:30:00,16.27,-71.83,8.14,,,,
760,11/12/2022 11:45:00,16.32,-71.52,8.13,,,,
761,11/12/2022 12:00:00,16.46,-71.27,8.13,,,,
762,11/12/2022 12:15:00,16.58,-71.35,8.13,,,,
763,11/12/2022 12:30:00,16.68,-71.27,8.13,,,,
764,11/12/2022 12:45:00,16.58,-72.58,8.15,,,,
765,11/12/2022 13:00:00,16.63,-72.77,8.16,,,,
766,11/12/2022 13:15:00,16.65,-73.13,8.16,,,,
767,11/12/2022 13:30:00,16.75,-72.64,8.15,,,,
768,11/12/2022 13:45:00,16.70,-72.89,8.16,,,,
769,11/12/2022 14:00:00,16.70,-73.49,8.17,,,,
770,11/12/2022 14:15:00,16.72,-73.67,8.17,,,,
771,11/12/2022 14:30:00,16.68,-73.88,8.18,,,,
772,11/12/2022 14:45:00,16.61,-74.06,8.18,,,,
773,11/12/2022 15:00:00,16.65,-73.03,8.16,,,,
774,11/12/2022 15:15:00,16.75,-72.41,8.15,,,,
775,11/12/2022 15:30:00,16.75,-72.56,8.15,,,,
776,11/12/2022 15:45:00,16.72,-72.97,8.16,,,,
777,11/12/2022 16:00:00,16.72,-73.31,8.16,,,,
778,11/12/2022 16:15:00,16.68,-73.72,8.17,,,,
779,11/12/2022 16:30:00,16.70,-73.35,8.17,,,,
780,11/12/2022 16:45:00,16.70,-72.46,8.15,,,,
781,11/12/2022 17:00:00,16.68,-71.94,8.14,,,,
782,11/12/2022 17:15:00,16.61,-71.42,8.13,,,,
783,11/12/2022 17:30:00,16.58,-71.10,8.13,,,,
784,11/12/2022 17:45:00,16.53,-70.94,8.12,,,,
785,11/12/2022 18:00:00,16.53,-71.00,8.12,,,,
786,11/12/2022 18:15:00,16.46,-70.97,8.12,,,,
787,11/12/2022 18:30:00,16.46,-70.83,8.12,,,,
788,11/12/2022 18:45:00,16.46,-70.55,8.12,,,,
789,11/12/2022 19:00:00,16.42,-70.30,8.11,,,,
790,11/12/2022 19:15:00,16.39,-70.10,8.11,,,,
791,11/12/2022 19:30:00,16.37,-69.91,8.10,,,,
792,11/12/2022 19:45:00,16.32,-69.77,8.10,,,,
793,11/12/2022 20:00:00,16.30,-69.58,8.10,,,,
794,11/12/2022 20:15:00,16.22,-69.36,8.09,,,,
795,11/12/2022 20:30:00,16.18,-69.19,8.09,,,,
796,11/12/2022 20:45:00,16.13,-68.97,8.09,,,,
797,11/12/2022 21:00:00,16.08,-68.71,8.08,,,,
798,11/12/2022 21:15:00,16.06,-67.85,8.07,,,,
799,11/12/2022 21:30:00,16.08,-68.74,8.08,,,,
800,11/12/2022 21:45:00,16.25,-68.69,8.08,,,,
801,11/12/2022 22:00:00,16.18,-69.21,8.09,,,,
802,11/12/2022 22:15:00,16.15,-69.67,8.10,,,,
803,11/12/2022 22:30:00,16.13,-69.74,8.10,,,,
804,11/12/2022 22:45:00,16.13,-69.85,8.10,,,,
805,11/12/2022 23:00:00,16.11,-70.03,8.11,,,,
806,11/12/2022 23:15:00,16.11,-70.03,8.11,,,,
807,11/12/2022 23:30:00,16.11,-70.10,8.11,,,,
808,11/12/2022 23:45:00,16.11,-70.10,8.11,,,,
809,11/13/2022 00:00:00,16.11,-69.89,8.10,,,,
810,11/13/2022 00:15:00,16.08,-70.06,8.11,,,,
811,11/13/2022 00:30:00,16.08,-70.10,8.11,,,,
812,11/13/2022 00:45:00,16.08,-70.10,8.11,,,,
813,11/13/2022 01:00:00,16.08,-70.08,8.11,,,,
814,11/13/2022 01:15:00,16.08,-70.21,8.11,,,,
815,11/13/2022 01:30:00,16.08,-70.13,8.11,,,,
816,11/13/2022 01:45:00,16.08,-70.33,8.11,,,,
817,11/13/2022 02:00:00,16.08,-70.28,8.11,,,,
818,11/13/2022 02:15:00,16.08,-70.39,8.11,,,,
819,11/13/2022 02:30:00,16.06,-70.42,8.11,,,,
820,11/13/2022 02:45:00,16.06,-70.50,8.12,,,,
821,11/13/2022 03:00:00,16.03,-70.36,8.11,,,,
822,11/13/2022 03:15:00,16.03,-70.41,8.11,,,,
823,11/13/2022 03:30:00,16.01,-70.44,8.12,,,,
824,11/13/2022 03:45:00,16.01,-70.33,8.11,,,,
825,11/13/2022 04:00:00,15.99,-70.28,8.11,,,,
826,11/13/2022 04:15:00,15.99,-69.86,8.10,,,,
827,11/13/2022 04:30:00,15.99,-68.86,8.09,,,,
828,11/13/2022 04:45:00,15.99,-68.85,8.09,,,,
829,11/13/2022 05:00:00,15.96,-68.38,8.08,,,,
830,11/13/2022 05:15:00,15.96,-68.33,8.08,,,,
831,11/13/2022 05:30:00,15.94,-67.71,8.07,,,,
832,11/13/2022 05:45:00,15.91,-67.92,8.07,,,,
833,11/13/2022 06:00:00,15.89,-68.42,8.08,,,,
834,11/13/2022 06:15:00,15.89,-68.27,8.08,,,,
835,11/13/2022 06:30:00,15.80,-67.64,8.06,,,,
836,11/13/2022 06:45:00,15.82,-67.78,8.07,,,,
837,11/13/2022 07:00:00,15.72,-67.06,8.05,,,,
838,11/13/2022 07:15:00,15.72,-66.67,8.05,,,,
839,11/13/2022 07:30:00,15.68,-65.47,8.03,,,,
840,11/13/2022 07:45:00,15.70,-64.88,8.01,,,,
841,11/13/2022 08:00:00,15.70,-64.55,8.01,,,,
842,11/13/2022 08:15:00,15.70,-64.91,8.02,,,,
843,11/13/2022 08:30:00,15.70,-64.31,8.00,,,,
844,11/13/2022 08:45:00,15.68,-64.80,8.01,,,,
845,11/13/2022 09:00:00,15.70,-63.69,7.99,,,,
846,11/13/2022 09:15:00,15.60,-65.99,8.04,,,,
847,11/13/2022 09:30:00,15.58,-69.49,8.10,,,,
848,11/13/2022 09:45:00,15.58,-69.91,8.11,,,,
849,11/13/2022 10:00:00,15.60,-70.41,8.12,,,,
850,11/13/2022 10:15:00,15.60,-70.61,8.12,,,,
851,11/13/2022 10:30:00,15.58,-70.66,8.12,,,,
852,11/13/2022 10:45:00,15.56,-70.75,8.12,,,,
853,11/13/2022 11:00:00,15.56,-70.85,8.12,,,,
854,11/13/2022 11:15:00,15.56,-70.92,8.13,,,,
855,11/13/2022 11:30:00,15.56,-70.96,8.13,,,,
856,11/13/2022 11:45:00,15.56,-71.00,8.13,,,,
857,11/13/2022 12:00:00,15.56,-70.96,8.13,,,,
858,11/13/2022 12:15:00,15.53,-71.03,8.13,,,,
859,11/13/2022 12:30:00,15.53,-71.14,8.13,,,,
860,11/13/2022 12:45:00,15.53,-71.31,8.13,,,,
861,11/13/2022 13:00:00,15.56,-71.02,8.13,,,,
862,11/13/2022 13:15:00,15.53,-71.33,8.13,,,,
863,11/13/2022 13:30:00,15.53,-71.19,8.13,,,,
864,11/13/2022 13:45:00,15.53,-71.64,8.14,,,,
865,11/13/2022 14:00:00,15.56,-71.69,8.14,,,,
866,11/13/2022 14:15:00,15.56,-71.52,8.14,,,,
867,11/13/2022 14:30:00,15.53,-70.58,8.12,,,,
868,11/13/2022 14:45:00,15.56,-71.31,8.13,,,,
869,11/13/2022 15:00:00,15.53,-71.91,8.14,,,,
870,11/13/2022 15:15:00,15.53,-71.86,8.14,,,,
871,11/13/2022 15:30:00,15.51,-71.89,8.14,,,,
872,11/13/2022 15:45:00,15.51,-71.77,8.14,,,,
