#,Date-Time (EDT),Ch: 1 - Temperature   (°C ),Ch: 2 - Millivolts   (mv),Ch: 3 - pH   (pH),Button Down,Button Up,Host Connected,End of File
994,08/14/2022 17:15:00,20.15,-63.81,7.95,,,,
995,08/14/2022 17:30:00,20.10,-63.47,7.95,,,,
996,08/14/2022 17:45:00,20.10,-63.44,7.95,,,,
997,08/14/2022 18:00:00,20.34,-63.25,7.94,,,,
998,08/14/2022 18:15:00,20.44,-62.89,7.93,,,,
999,08/14/2022 18:30:00,20.63,-63.21,7.94,,,,
1000,08/14/2022 18:45:00,20.41,-63.80,7.95,,,,
1001,08/14/2022 19:00:00,20.25,-66.77,8.00,,,,
1002,08/14/2022 19:15:00,20.17,-65.69,7.99,,,,
1003,08/14/2022 19:30:00,20.13,-64.31,7.96,,,,
1004,08/14/2022 19:45:00,20.03,-64.19,7.96,,,,
1005,08/14/2022 20:00:00,19.98,-62.66,7.93,,,,
1006,08/14/2022 20:15:00,19.91,-61.78,7.92,,,,
1007,08/14/2022 20:30:00,19.82,-58.78,7.86,,,,
1008,08/14/2022 20:45:00,19.72,-57.53,7.84,,,,
1009,08/14/2022 21:00:00,19.63,-55.74,7.81,,,,
1010,08/14/2022 21:15:00,19.46,-49.06,7.69,,,,
1011,08/14/2022 21:30:00,19.22,-49.70,7.70,,,,
1012,08/14/2022 21:45:00,19.29,-50.06,7.71,,,,
1013,08/14/2022 22:00:00,19.94,-43.95,7.59,,,,
1014,08/14/2022 22:15:00,19.32,-62.03,7.92,,,,
1015,08/14/2022 22:30:00,19.22,-62.05,7.92,,,,
1016,08/14/2022 22:45:00,19.20,-62.38,7.93,,,,
1017,08/14/2022 23:00:00,19.08,-62.11,7.92,,,,
1018,08/14/2022 23:15:00,19.08,-62.60,7.93,,,,
1019,08/14/2022 23:30:00,19.06,-62.35,7.93,,,,
1020,08/14/2022 23:45:00,19.10,-61.88,7.92,,,,
1021,08/15/2022 00:00:00,19.22,-61.58,7.91,,,,
1022,08/15/2022 00:15:00,19.10,-62.02,7.92,,,,
1023,08/15/2022 00:30:00,19.01,-62.08,7.92,,,,
1024,08/15/2022 00:45:00,18.96,-62.00,7.92,,,,
1025,08/15/2022 01:00:00,18.91,-61.74,7.92,,,,
1026,08/15/2022 01:15:00,18.84,-61.86,7.92,,,,
1027,08/15/2022 01:30:00,18.82,-61.78,7.92,,,,
1028,08/15/2022 01:45:00,18.75,-61.75,7.92,,,,
1029,08/15/2022 02:00:00,18.72,-61.78,7.92,,,,
1030,08/15/2022 02:15:00,18.72,-61.47,7.91,,,,
1031,08/15/2022 02:30:00,18.72,-61.83,7.92,,,,
1032,08/15/2022 02:45:00,18.72,-62.35,7.93,,,,
1033,08/15/2022 03:00:00,18.72,-62.52,7.93,,,,
1034,08/15/2022 03:15:00,18.70,-62.16,7.93,,,,
1035,08/15/2022 03:30:00,18.70,-62.05,7.92,,,,
1036,08/15/2022 03:45:00,18.68,-61.46,7.91,,,,
1037,08/15/2022 04:00:00,18.77,-60.70,7.90,,,,
1038,08/15/2022 04:15:00,18.87,-59.50,7.88,,,,
1039,08/15/2022 04:30:00,18.77,-57.81,7.85,,,,
1040,08/15/2022 04:45:00,18.75,-57.35,7.84,,,,
1041,08/15/2022 05:00:00,18.75,-59.85,7.88,,,,
1042,08/15/2022 05:15:00,18.75,-59.33,7.88,,,,
1043,08/15/2022 05:30:00,18.72,-58.66,7.86,,,,
1044,08/15/2022 05:45:00,18.72,-58.74,7.86,,,,
1045,08/15/2022 06:00:00,18.70,-58.70,7.86,,,,
1046,08/15/2022 06:15:00,18.63,-59.10,7.87,,,,
1047,08/15/2022 06:30:00,18.60,-58.56,7.86,,,,
1048,08/15/2022 06:45:00,18.58,-58.36,7.86,,,,
1049,08/15/2022 07:00:00,18.58,-57.88,7.85,,,,
1050,08/15/2022 07:15:00,18.58,-56.64,7.83,,,,
1051,08/15/2022 07:30:00,18.68,-55.06,7.80,,,,
1052,08/15/2022 07:45:00,18.79,-53.85,7.78,,,,
1053,08/15/2022 08:00:00,18.96,-54.70,7.79,,,,
1054,08/15/2022 08:15:00,19.17,-55.49,7.80,,,,
1055,08/15/2022 08:30:00,19.32,-55.10,7.80,,,,
1056,08/15/2022 08:45:00,19.65,-57.49,7.84,,,,
1057,08/15/2022 09:00:00,20.06,-59.80,7.88,,,,
1058,08/15/2022 09:15:00,20.44,-59.55,7.87,,,,
1059,08/15/2022 09:30:00,20.75,-59.50,7.87,,,,
1060,08/15/2022 09:45:00,21.39,-63.69,7.95,,,,
1061,08/15/2022 10:00:00,21.94,-62.27,7.92,,,,
1062,08/15/2022 10:15:00,22.66,-58.00,7.84,,,,
1063,08/15/2022 10:30:00,22.85,-53.77,7.76,,,,
1064,08/15/2022 10:45:00,21.82,-62.00,7.91,,,,
1065,08/15/2022 11:00:00,20.60,-61.16,7.90,,,,
1066,08/15/2022 11:15:00,21.39,-62.75,7.93,,,,
1067,08/15/2022 11:30:00,20.84,-62.16,7.92,,,,
1068,08/15/2022 11:45:00,20.34,-61.83,7.92,,,,
1069,08/15/2022 12:00:00,20.25,-62.10,7.92,,,,
1070,08/15/2022 12:15:00,20.58,-62.13,7.92,,,,
1071,08/15/2022 12:30:00,20.82,-62.85,7.93,,,,
1072,08/15/2022 12:45:00,20.51,-62.74,7.93,,,,
1073,08/15/2022 13:00:00,20.22,-62.56,7.93,,,,
1074,08/15/2022 13:15:00,19.96,-62.71,7.93,,,,
1075,08/15/2022 13:30:00,19.82,-62.69,7.93,,,,
1076,08/15/2022 13:45:00,19.67,-62.96,7.94,,,,
1077,08/15/2022 14:00:00,19.63,-63.28,7.94,,,,
1078,08/15/2022 14:15:00,19.65,-63.35,7.94,,,,
1079,08/15/2022 14:30:00,19.70,-63.63,7.95,,,,
1080,08/15/2022 14:45:00,19.65,-63.35,7.94,,,,
1081,08/15/2022 15:00:00,19.60,-63.55,7.95,,,,
1082,08/15/2022 15:15:00,19.53,-63.61,7.95,,,,
1083,08/15/2022 15:30:00,19.53,-63.67,7.95,,,,
1084,08/15/2022 15:45:00,19.58,-63.64,7.95,,,,
1085,08/15/2022 16:00:00,19.56,-63.92,7.96,,,,
1086,08/15/2022 16:15:00,19.60,-64.08,7.96,,,,
1087,08/15/2022 16:30:00,19.72,-64.27,7.96,,,,
1088,08/15/2022 16:45:00,20.20,-65.06,7.97,,,,
1089,08/15/2022 17:00:00,21.01,-64.69,7.96,,,,
1090,08/15/2022 17:15:00,21.39,-64.10,7.95,,,,
1091,08/15/2022 17:30:00,21.06,-64.60,7.96,,,,
1092,08/15/2022 17:45:00,20.75,-65.13,7.97,,,,
1093,08/15/2022 18:00:00,20.48,-65.17,7.98,,,,
1094,08/15/2022 18:15:00,20.20,-64.99,7.97,,,,
1095,08/15/2022 18:30:00,20.13,-64.94,7.97,,,,
1096,08/15/2022 18:45:00,20.17,-64.86,7.97,,,,
1097,08/15/2022 19:00:00,20.17,-64.50,7.96,,,,
1098,08/15/2022 19:15:00,20.17,-64.08,7.96,,,,
1099,08/15/2022 19:30:00,20.15,-63.21,7.94,,,,
1100,08/15/2022 19:45:00,20.01,-62.38,7.93,,,,
1101,08/15/2022 20:00:00,19.86,-60.16,7.89,,,,
1102,08/15/2022 20:15:00,19.72,-57.64,7.84,,,,
1103,08/15/2022 20:30:00,19.65,-56.10,7.81,,,,
1104,08/15/2022 20:45:00,19.60,-54.20,7.78,,,,
1105,08/15/2022 21:00:00,19.58,-53.24,7.76,,,,
1106,08/15/2022 21:15:00,19.51,-50.94,7.72,,,,
1107,08/15/2022 21:30:00,19.44,-47.16,7.65,,,,
1108,08/15/2022 21:45:00,19.34,-43.67,7.59,,,,
1109,08/15/2022 22:00:00,19.08,-30.17,7.35,,,,
1110,08/15/2022 22:15:00,19.20,-45.22,7.62,,,,
1111,08/15/2022 22:30:00,19.32,-46.56,7.64,,,,
1112,08/15/2022 22:45:00,20.10,-42.72,7.57,,,,
1113,08/15/2022 23:00:00,19.53,-62.92,7.94,,,,
1114,08/15/2022 23:15:00,19.27,-63.42,7.95,,,,
1115,08/15/2022 23:30:00,19.34,-63.58,7.95,,,,
1116,08/15/2022 23:45:00,19.32,-62.86,7.94,,,,
1117,08/16/2022 00:00:00,19.25,-62.83,7.94,,,,
1118,08/16/2022 00:15:00,19.15,-63.05,7.94,,,,
1119,08/16/2022 00:30:00,19.17,-62.75,7.94,,,,
1120,08/16/2022 00:45:00,19.15,-62.71,7.93,,,,
1121,08/16/2022 01:00:00,19.10,-63.08,7.94,,,,
1122,08/16/2022 01:15:00,19.08,-63.30,7.95,,,,
1123,08/16/2022 01:30:00,19.08,-63.10,7.94,,,,
1124,08/16/2022 01:45:00,19.06,-63.00,7.94,,,,
1125,08/16/2022 02:00:00,19.03,-63.21,7.94,,,,
1126,08/16/2022 02:15:00,18.98,-63.06,7.94,,,,
1127,08/16/2022 02:30:00,18.94,-63.36,7.95,,,,
1128,08/16/2022 02:45:00,18.94,-62.55,7.93,,,,
1129,08/16/2022 03:00:00,18.91,-62.97,7.94,,,,
1130,08/16/2022 03:15:00,18.89,-62.96,7.94,,,,
1131,08/16/2022 03:30:00,18.89,-63.53,7.95,,,,
1132,08/16/2022 03:45:00,18.91,-63.49,7.95,,,,
1133,08/16/2022 04:00:00,18.87,-63.47,7.95,,,,
1134,08/16/2022 04:15:00,18.87,-63.02,7.94,,,,
1135,08/16/2022 04:30:00,18.84,-62.42,7.93,,,,
1136,08/16/2022 04:45:00,19.01,-61.22,7.91,,,,
1137,08/16/2022 05:00:00,19.08,-60.19,7.89,,,,
1138,08/16/2022 05:15:00,19.08,-59.44,7.88,,,,
1139,08/16/2022 05:30:00,18.87,-56.00,7.81,,,,
1140,08/16/2022 05:45:00,18.79,-58.66,7.86,,,,
1141,08/16/2022 06:00:00,18.79,-59.02,7.87,,,,
1142,08/16/2022 06:15:00,18.79,-60.25,7.89,,,,
1143,08/16/2022 06:30:00,18.79,-59.16,7.87,,,,
1144,08/16/2022 06:45:00,18.96,-58.60,7.86,,,,
1145,08/16/2022 07:00:00,19.01,-59.11,7.87,,,,
1146,08/16/2022 07:15:00,18.96,-59.77,7.88,,,,
1147,08/16/2022 07:30:00,18.91,-59.77,7.88,,,,
1148,08/16/2022 07:45:00,18.94,-60.08,7.89,,,,
1149,08/16/2022 08:00:00,19.10,-59.94,7.89,,,,
1150,08/16/2022 08:15:00,19.56,-60.24,7.89,,,,
1151,08/16/2022 08:30:00,19.89,-59.86,7.88,,,,
1152,08/16/2022 08:45:00,20.22,-61.25,7.91,,,,
1153,08/16/2022 09:00:00,20.63,-62.14,7.92,,,,
1154,08/16/2022 09:15:00,21.03,-63.81,7.95,,,,
1155,08/16/2022 09:30:00,21.53,-65.28,7.97,,,,
1156,08/16/2022 09:45:00,22.35,-65.74,7.98,,,,
1157,08/16/2022 10:00:00,22.99,-66.99,8.00,,,,
1158,08/16/2022 10:15:00,23.45,-67.42,8.01,,,,
1159,08/16/2022 10:30:00,23.59,-65.63,7.97,,,,
1160,08/16/2022 10:45:00,23.66,-66.53,7.99,,,,
1161,08/16/2022 11:00:00,23.98,-66.00,7.98,,,,
1162,08/16/2022 11:15:00,23.52,-63.99,7.94,,,,
1163,08/16/2022 11:30:00,21.56,-57.55,7.83,,,,
1164,08/16/2022 11:45:00,21.15,-58.30,7.85,,,,
1165,08/16/2022 12:00:00,20.70,-60.77,7.90,,,,
1166,08/16/2022 12:15:00,19.96,-61.52,7.91,,,,
1167,08/16/2022 12:30:00,19.96,-61.52,7.91,,,,
1168,08/16/2022 12:45:00,19.98,-61.91,7.92,,,,
1169,08/16/2022 13:00:00,20.06,-62.05,7.92,,,,
1170,08/16/2022 13:15:00,19.96,-61.72,7.91,,,,
1171,08/16/2022 13:30:00,19.86,-61.42,7.91,,,,
1172,08/16/2022 13:45:00,19.86,-61.50,7.91,,,,
1173,08/16/2022 14:00:00,19.86,-61.81,7.92,,,,
1174,08/16/2022 14:15:00,19.84,-61.99,7.92,,,,
1175,08/16/2022 14:30:00,19.84,-63.06,7.94,,,,
1176,08/16/2022 14:45:00,19.79,-63.33,7.94,,,,
1177,08/16/2022 15:00:00,19.77,-63.69,7.95,,,,
1178,08/16/2022 15:15:00,19.67,-64.19,7.96,,,,
1179,08/16/2022 15:30:00,19.67,-64.41,7.96,,,,
1180,08/16/2022 15:45:00,19.67,-64.17,7.96,,,,
1181,08/16/2022 16:00:00,19.72,-63.72,7.95,,,,
1182,08/16/2022 16:15:00,19.89,-63.61,7.95,,,,
1183,08/16/2022 16:30:00,20.29,-63.99,7.95,,,,
1184,08/16/2022 16:45:00,20.34,-65.47,7.98,,,,
1185,08/16/2022 17:00:00,20.53,-66.38,8.00,,,,
1186,08/16/2022 17:15:00,20.94,-66.28,7.99,,,,
1187,08/16/2022 17:30:00,21.34,-64.81,7.97,,,,
1188,08/16/2022 17:45:00,21.91,-67.21,8.01,,,,
1189,08/16/2022 18:00:00,21.99,-67.25,8.01,,,,
1190,08/16/2022 18:15:00,22.08,-66.02,7.98,,,,
1191,08/16/2022 18:30:00,21.94,-65.77,7.98,,,,
1192,08/16/2022 18:45:00,21.51,-66.22,7.99,,,,
1193,08/16/2022 19:00:00,21.51,-67.10,8.01,,,,
1194,08/16/2022 19:15:00,21.53,-66.63,8.00,,,,
1195,08/16/2022 19:30:00,21.46,-66.49,8.00,,,,
1196,08/16/2022 19:45:00,21.37,-65.83,7.98,,,,
1197,08/16/2022 20:00:00,21.25,-64.69,7.96,,,,
1198,08/16/2022 20:15:00,21.13,-63.46,7.94,,,,
1199,08/16/2022 20:30:00,20.98,-62.46,7.92,,,,
1200,08/16/2022 20:45:00,20.77,-59.74,7.88,,,,
1201,08/16/2022 21:00:00,20.41,-60.02,7.88,,,,
1202,08/16/2022 21:15:00,20.32,-57.74,7.84,,,,
1203,08/16/2022 21:30:00,20.15,-54.64,7.79,,,,
1204,08/16/2022 21:45:00,20.06,-53.25,7.76,,,,
1205,08/16/2022 22:00:00,19.96,-50.81,7.72,,,,
1206,08/16/2022 22:15:00,19.77,-47.11,7.65,,,,
1207,08/16/2022 22:30:00,19.56,-39.77,7.52,,,,
1208,08/16/2022 22:45:00,19.51,-40.95,7.54,,,,
1209,08/16/2022 23:00:00,19.51,-41.30,7.55,,,,
1210,08/16/2022 23:15:00,19.79,-45.86,7.63,,,,
1211,08/16/2022 23:30:00,19.96,-51.31,7.73,,,,
1212,08/16/2022 23:45:00,20.46,-52.22,7.74,,,,
1213,08/17/2022 00:00:00,20.39,-56.60,7.82,,,,
1214,08/17/2022 00:15:00,20.13,-59.69,7.88,,,,
1215,08/17/2022 00:30:00,19.89,-60.95,7.90,,,,
1216,08/17/2022 00:45:00,19.79,-61.60,7.91,,,,
1217,08/17/2022 01:00:00,19.72,-61.69,7.91,,,,
1218,08/17/2022 01:15:00,19.63,-61.74,7.92,,,,
1219,08/17/2022 01:30:00,19.51,-62.06,7.92,,,,
1220,08/17/2022 01:45:00,19.44,-62.41,7.93,,,,
1221,08/17/2022 02:00:00,19.37,-62.64,7.93,,,,
1222,08/17/2022 02:15:00,19.34,-62.88,7.94,,,,
1223,08/17/2022 02:30:00,19.34,-62.89,7.94,,,,
1224,08/17/2022 02:45:00,19.39,-62.83,7.94,,,,
1225,08/17/2022 03:00:00,19.41,-62.78,7.94,,,,
1226,08/17/2022 03:15:00,19.46,-62.75,7.93,,,,
1227,08/17/2022 03:30:00,19.51,-62.39,7.93,,,,
1228,08/17/2022 03:45:00,19.58,-61.94,7.92,,,,
1229,08/17/2022 04:00:00,19.67,-61.61,7.91,,,,
1230,08/17/2022 04:15:00,19.70,-61.02,7.90,,,,
1231,08/17/2022 04:30:00,20.01,-61.38,7.91,,,,
1232,08/17/2022 04:45:00,20.22,-61.81,7.92,,,,
1233,08/17/2022 05:00:00,20.01,-61.53,7.91,,,,
1234,08/17/2022 05:15:00,19.98,-61.20,7.91,,,,
1235,08/17/2022 05:30:00,20.15,-61.02,7.90,,,,
1236,08/17/2022 05:45:00,20.44,-59.80,7.88,,,,
1237,08/17/2022 06:00:00,20.53,-57.61,7.84,,,,
1238,08/17/2022 06:15:00,20.60,-57.20,7.83,,,,
1239,08/17/2022 06:30:00,20.65,-57.17,7.83,,,,
1240,08/17/2022 06:45:00,20.70,-57.52,7.84,,,,
1241,08/17/2022 07:00:00,20.70,-57.74,7.84,,,,
1242,08/17/2022 07:15:00,20.67,-57.35,7.83,,,,
1243,08/17/2022 07:30:00,20.44,-59.31,7.87,,,,
1244,08/17/2022 07:45:00,20.32,-59.61,7.88,,,,
1245,08/17/2022 08:00:00,20.29,-59.41,7.87,,,,
1246,08/17/2022 08:15:00,20.27,-58.60,7.86,,,,
1247,08/17/2022 08:30:00,20.25,-58.47,7.86,,,,
1248,08/17/2022 08:45:00,20.27,-58.97,7.86,,,,
1249,08/17/2022 09:00:00,20.34,-60.11,7.88,,,,
1250,08/17/2022 09:15:00,20.44,-61.56,7.91,,,,
1251,08/17/2022 09:30:00,20.67,-67.96,8.02,,,,
1252,08/17/2022 09:45:00,20.75,-68.10,8.03,,,,
1253,08/17/2022 10:00:00,20.75,-68.47,8.03,,,,
1254,08/17/2022 10:15:00,21.01,-70.05,8.06,,,,
1255,08/17/2022 10:30:00,21.29,-71.11,8.08,,,,
1256,08/17/2022 10:45:00,21.56,-72.14,8.10,,,,
1257,08/17/2022 11:00:00,21.87,-71.67,8.09,,,,
1258,08/17/2022 11:15:00,21.94,-71.94,8.09,,,,
1259,08/17/2022 11:30:00,21.70,-63.33,7.94,,,,
1260,08/17/2022 11:45:00,21.96,-60.97,7.89,,,,
1261,08/17/2022 12:00:00,21.72,-60.94,7.90,,,,
1262,08/17/2022 12:15:00,21.77,-61.83,7.91,,,,
1263,08/17/2022 12:30:00,21.29,-54.22,7.78,,,,
1264,08/17/2022 12:45:00,21.13,-54.47,7.78,,,,
1265,08/17/2022 13:00:00,21.15,-54.25,7.78,,,,
1266,08/17/2022 13:15:00,21.25,-55.45,7.80,,,,
1267,08/17/2022 13:30:00,21.29,-58.16,7.85,,,,
1268,08/17/2022 13:45:00,21.29,-58.05,7.84,,,,
1269,08/17/2022 14:00:00,21.15,-59.33,7.87,,,,
1270,08/17/2022 14:15:00,20.94,-57.94,7.84,,,,
1271,08/17/2022 14:30:00,20.72,-58.02,7.85,,,,
1272,08/17/2022 14:45:00,20.60,-58.13,7.85,,,,
1273,08/17/2022 15:00:00,20.53,-58.42,7.85,,,,
1274,08/17/2022 15:15:00,20.53,-58.58,7.86,,,,
1275,08/17/2022 15:30:00,20.46,-59.02,7.86,,,,
1276,08/17/2022 15:45:00,20.44,-59.13,7.87,,,,
1277,08/17/2022 16:00:00,20.41,-59.17,7.87,,,,
1278,08/17/2022 16:15:00,20.34,-59.50,7.87,,,,
1279,08/17/2022 16:30:00,20.48,-59.67,7.88,,,,
1280,08/17/2022 16:45:00,20.51,-59.78,7.88,,,,
1281,08/17/2022 17:00:00,20.58,-60.11,7.88,,,,
1282,08/17/2022 17:15:00,20.56,-60.55,7.89,,,,
1283,08/17/2022 17:30:00,20.48,-60.60,7.89,,,,
1284,08/17/2022 17:45:00,20.41,-60.70,7.89,,,,
1285,08/17/2022 18:00:00,20.27,-60.50,7.89,,,,
1286,08/17/2022 18:15:00,20.20,-60.89,7.90,,,,
1287,08/17/2022 18:30:00,20.10,-61.28,7.91,,,,
1288,08/17/2022 18:45:00,20.03,-61.22,7.91,,,,
1289,08/17/2022 19:00:00,19.96,-61.42,7.91,,,,
1290,08/17/2022 19:15:00,19.91,-61.24,7.91,,,,
1291,08/17/2022 19:30:00,19.86,-61.27,7.91,,,,
1292,08/17/2022 19:45:00,19.79,-61.16,7.90,,,,
1293,08/17/2022 20:00:00,19.77,-60.92,7.90,,,,
1294,08/17/2022 20:15:00,19.70,-60.44,7.89,,,,
1295,08/17/2022 20:30:00,19.67,-59.69,7.88,,,,
1296,08/17/2022 20:45:00,19.65,-59.06,7.87,,,,
1297,08/17/2022 21:00:00,19.56,-58.27,7.85,,,,
1298,08/17/2022 21:15:00,19.44,-57.31,7.84,,,,
1299,08/17/2022 21:30:00,19.25,-56.08,7.81,,,,
1300,08/17/2022 21:45:00,18.96,-53.85,7.78,,,,
1301,08/17/2022 22:00:00,18.63,-51.28,7.73,,,,
1302,08/17/2022 22:15:00,18.63,-52.61,7.75,,,,
1303,08/17/2022 22:30:00,18.58,-52.19,7.75,,,,
1304,08/17/2022 22:45:00,18.51,-50.05,7.71,,,,
1305,08/17/2022 23:00:00,18.44,-47.58,7.66,,,,
1306,08/17/2022 23:15:00,18.37,-46.31,7.64,,,,
1307,08/17/2022 23:30:00,18.27,-48.64,7.68,,,,
1308,08/17/2022 23:45:00,18.44,-44.35,7.60,,,,
1309,08/18/2022 00:00:00,18.60,-43.19,7.58,,,,
1310,08/18/2022 00:15:00,19.15,-47.05,7.65,,,,
1311,08/18/2022 00:30:00,18.91,-57.22,7.84,,,,
1312,08/18/2022 00:45:00,19.10,-58.27,7.85,,,,
1313,08/18/2022 01:00:00,18.94,-58.06,7.85,,,,
1314,08/18/2022 01:15:00,19.32,-59.20,7.87,,,,
1315,08/18/2022 01:30:00,19.29,-59.25,7.87,,,,
1316,08/18/2022 01:45:00,19.27,-58.95,7.87,,,,
1317,08/18/2022 02:00:00,19.20,-58.91,7.87,,,,
1318,08/18/2022 02:15:00,19.20,-58.91,7.87,,,,
1319,08/18/2022 02:30:00,19.25,-58.94,7.87,,,,
1320,08/18/2022 02:45:00,19.27,-59.22,7.87,,,,
1321,08/18/2022 03:00:00,19.37,-59.06,7.87,,,,
1322,08/18/2022 03:15:00,19.48,-57.66,7.84,,,,
1323,08/18/2022 03:30:00,19.51,-57.74,7.84,,,,
1324,08/18/2022 03:45:00,19.51,-58.69,7.86,,,,
1325,08/18/2022 04:00:00,19.51,-58.91,7.87,,,,
1326,08/18/2022 04:15:00,19.51,-58.97,7.87,,,,
1327,08/18/2022 04:30:00,19.48,-58.97,7.87,,,,
1328,08/18/2022 04:45:00,19.46,-58.81,7.86,,,,
1329,08/18/2022 05:00:00,19.46,-58.70,7.86,,,,
1330,08/18/2022 05:15:00,19.41,-58.55,7.86,,,,
1331,08/18/2022 05:30:00,19.39,-58.19,7.85,,,,
1332,08/18/2022 05:45:00,19.37,-57.92,7.85,,,,
1333,08/18/2022 06:00:00,19.34,-57.63,7.84,,,,
1334,08/18/2022 06:15:00,19.32,-57.36,7.84,,,,
1335,08/18/2022 06:30:00,19.27,-57.17,7.83,,,,
1336,08/18/2022 06:45:00,19.17,-56.83,7.83,,,,
1337,08/18/2022 07:00:00,19.10,-56.05,7.81,,,,
1338,08/18/2022 07:15:00,18.91,-54.56,7.79,,,,
1339,08/18/2022 07:30:00,18.84,-54.47,7.79,,,,
1340,08/18/2022 07:45:00,18.91,-55.05,7.80,,,,
1341,08/18/2022 08:00:00,18.75,-53.22,7.76,,,,
1342,08/18/2022 08:15:00,18.82,-56.39,7.82,,,,
1343,08/18/2022 08:30:00,18.84,-56.58,7.83,,,,
1344,08/18/2022 08:45:00,18.89,-55.36,7.80,,,,
1345,08/18/2022 09:00:00,18.91,-54.75,7.79,,,,
1346,08/18/2022 09:15:00,19.03,-55.88,7.81,,,,
1347,08/18/2022 09:30:00,19.34,-58.88,7.87,,,,
1348,08/18/2022 09:45:00,19.70,-61.03,7.90,,,,
1349,08/18/2022 10:00:00,20.22,-63.05,7.94,,,,
1350,08/18/2022 10:15:00,21.32,-68.60,8.03,,,,
1351,08/18/2022 10:30:00,21.56,-64.05,7.95,,,,
1352,08/18/2022 10:45:00,21.82,-66.80,8.00,,,,
1353,08/18/2022 11:00:00,22.25,-67.96,8.02,,,,
1354,08/18/2022 11:15:00,22.61,-68.38,8.03,,,,
1355,08/18/2022 11:30:00,23.18,-69.03,8.04,,,,
1356,08/18/2022 11:45:00,23.52,-65.91,7.98,,,,
1357,08/18/2022 12:00:00,23.50,-65.36,7.97,,,,
1358,08/18/2022 12:15:00,23.26,-65.91,7.98,,,,
1359,08/18/2022 12:30:00,23.35,-67.31,8.00,,,,
1360,08/18/2022 12:45:00,22.90,-66.67,7.99,,,,
1361,08/18/2022 13:00:00,23.23,-66.44,7.99,,,,
1362,08/18/2022 13:15:00,21.89,-63.36,7.94,,,,
1363,08/18/2022 13:30:00,21.46,-62.88,7.93,,,,
1364,08/18/2022 13:45:00,21.53,-63.17,7.94,,,,
1365,08/18/2022 14:00:00,21.49,-63.27,7.94,,,,
1366,08/18/2022 14:15:00,21.58,-63.41,7.94,,,,
1367,08/18/2022 14:30:00,21.63,-63.67,7.94,,,,
1368,08/18/2022 14:45:00,21.32,-63.17,7.94,,,,
1369,08/18/2022 15:00:00,21.01,-62.66,7.93,,,,
1370,08/18/2022 15:15:00,20.77,-62.47,7.93,,,,
1371,08/18/2022 15:30:00,20.56,-61.52,7.91,,,,
1372,08/18/2022 15:45:00,20.41,-60.63,7.89,,,,
1373,08/18/2022 16:00:00,20.25,-61.27,7.91,,,,
1374,08/18/2022 16:15:00,20.15,-61.38,7.91,,,,
1375,08/18/2022 16:30:00,20.06,-61.63,7.91,,,,
1376,08/18/2022 16:45:00,19.96,-62.67,7.93,,,,
1377,08/18/2022 17:00:00,19.89,-63.11,7.94,,,,
1378,08/18/2022 17:15:00,19.89,-63.36,7.94,,,,
1379,08/18/2022 17:30:00,19.91,-63.36,7.94,,,,
1380,08/18/2022 17:45:00,19.96,-63.44,7.95,,,,
1381,08/18/2022 18:00:00,20.03,-63.30,7.94,,,,
1382,08/18/2022 18:15:00,20.08,-63.06,7.94,,,,
1383,08/18/2022 18:30:00,20.13,-63.02,7.94,,,,
1384,08/18/2022 18:45:00,20.20,-62.75,7.93,,,,
1385,08/18/2022 19:00:00,20.27,-62.53,7.93,,,,
1386,08/18/2022 19:15:00,20.48,-62.77,7.93,,,,
1387,08/18/2022 19:30:00,20.79,-63.25,7.94,,,,
1388,08/18/2022 19:45:00,20.94,-62.85,7.93,,,,
1389,08/18/2022 20:00:00,21.06,-62.94,7.93,,,,
1390,08/18/2022 20:15:00,21.20,-63.21,7.94,,,,
1391,08/18/2022 20:30:00,21.27,-63.06,7.93,,,,
1392,08/18/2022 20:45:00,21.32,-62.55,7.93,,,,
1393,08/18/2022 21:00:00,21.44,-62.72,7.93,,,,
1394,08/18/2022 21:15:00,21.41,-62.41,7.92,,,,
1395,08/18/2022 21:30:00,21.27,-61.08,7.90,,,,
1396,08/18/2022 21:45:00,21.08,-58.81,7.86,,,,
1397,08/18/2022 22:00:00,20.91,-57.03,7.83,,,,
1398,08/18/2022 22:15:00,20.72,-55.49,7.80,,,,
1399,08/18/2022 22:30:00,20.48,-52.17,7.74,,,,
1400,08/18/2022 22:45:00,20.13,-46.45,7.64,,,,
1401,08/18/2022 23:00:00,19.98,-46.24,7.64,,,,
1402,08/18/2022 23:15:00,19.91,-46.52,7.64,,,,
1403,08/18/2022 23:30:00,19.79,-47.42,7.66,,,,
1404,08/18/2022 23:45:00,19.65,-47.72,7.66,,,,
1405,08/19/2022 00:00:00,19.51,-46.41,7.64,,,,
1406,08/19/2022 00:15:00,19.39,-42.53,7.57,,,,
1407,08/19/2022 00:30:00,19.29,-42.42,7.57,,,,
1408,08/19/2022 00:45:00,19.48,-44.52,7.61,,,,
1409,08/19/2022 01:00:00,19.63,-46.13,7.63,,,,
1410,08/19/2022 01:15:00,19.72,-49.56,7.70,,,,
1411,08/19/2022 01:30:00,19.27,-56.75,7.83,,,,
1412,08/19/2022 01:45:00,19.13,-57.92,7.85,,,,
1413,08/19/2022 02:00:00,18.96,-56.69,7.83,,,,
1414,08/19/2022 02:15:00,19.17,-59.81,7.88,,,,
