#,Date-Time (EDT),Ch: 1 - Temperature   (°C ),Ch: 2 - Millivolts   (mv),Ch: 3 - pH   (pH),Button Down,Button Up,Host Connected,Start pH Calibration,pH Calibration Values,pH Calibration Buffers,End pH Calibration,End of File
912,05/27/2022 17:00:00,20.79,-87.17,8.27,,,,,,,,
913,05/27/2022 17:15:00,20.53,-85.83,8.25,,,,,,,,
914,05/27/2022 17:30:00,20.48,-85.67,8.25,,,,,,,,
915,05/27/2022 17:45:00,20.44,-84.78,8.23,,,,,,,,
916,05/27/2022 18:00:00,19.06,-81.30,8.18,,,,,,,,
917,05/27/2022 18:15:00,18.68,-80.67,8.17,,,,,,,,
918,05/27/2022 18:30:00,19.22,-81.27,8.17,,,,,,,,
919,05/27/2022 18:45:00,17.82,-78.74,8.13,,,,,,,,
920,05/27/2022 19:00:00,16.96,-78.30,8.13,,,,,,,,
921,05/27/2022 19:15:00,17.34,-78.16,8.13,,,,,,,,
922,05/27/2022 19:30:00,16.58,-78.00,8.13,,,,,,,,
923,05/27/2022 19:45:00,15.94,-78.30,8.13,,,,,,,,
924,05/27/2022 20:00:00,15.82,-78.33,8.14,,,,,,,,
925,05/27/2022 20:15:00,15.39,-78.38,8.14,,,,,,,,
926,05/27/2022 20:30:00,15.13,-78.47,8.14,,,,,,,,
927,05/27/2022 20:45:00,14.89,-78.69,8.15,,,,,,,,
928,05/27/2022 21:00:00,14.67,-78.72,8.15,,,,,,,,
929,05/27/2022 21:15:00,14.58,-78.92,8.15,,,,,,,,
930,05/27/2022 21:30:00,14.58,-79.11,8.15,,,,,,,,
931,05/27/2022 21:45:00,14.55,-79.25,8.16,,,,,,,,
932,05/27/2022 22:00:00,14.55,-79.33,8.16,,,,,,,,
933,05/27/2022 22:15:00,14.55,-79.28,8.16,,,,,,,,
934,05/27/2022 22:30:00,14.55,-79.25,8.16,,,,,,,,
935,05/27/2022 22:45:00,14.58,-79.22,8.16,,,,,,,,
936,05/27/2022 23:00:00,14.60,-79.25,8.16,,,,,,,,
937,05/27/2022 23:15:00,14.62,-79.21,8.16,,,,,,,,
938,05/27/2022 23:30:00,14.67,-79.19,8.16,,,,,,,,
939,05/27/2022 23:45:00,14.70,-79.14,8.15,,,,,,,,
940,05/28/2022 00:00:00,14.84,-79.05,8.15,,,,,,,,
941,05/28/2022 00:15:00,15.13,-78.75,8.15,,,,,,,,
942,05/28/2022 00:30:00,15.32,-78.41,8.14,,,,,,,,
943,05/28/2022 00:45:00,15.34,-78.35,8.14,,,,,,,,
944,05/28/2022 01:00:00,15.44,-78.06,8.13,,,,,,,,
945,05/28/2022 01:15:00,15.56,-77.92,8.13,,,,,,,,
946,05/28/2022 01:30:00,15.63,-77.38,8.12,,,,,,,,
947,05/28/2022 01:45:00,15.72,-76.75,8.11,,,,,,,,
948,05/28/2022 02:00:00,15.80,-76.80,8.11,,,,,,,,
949,05/28/2022 02:15:00,15.75,-76.06,8.09,,,,,,,,
950,05/28/2022 02:30:00,15.72,-75.60,8.09,,,,,,,,
951,05/28/2022 02:45:00,15.75,-74.72,8.07,,,,,,,,
952,05/28/2022 03:00:00,15.82,-74.81,8.07,,,,,,,,
953,05/28/2022 03:15:00,15.94,-73.06,8.04,,,,,,,,
954,05/28/2022 03:30:00,16.01,-71.53,8.01,,,,,,,,
955,05/28/2022 03:45:00,16.11,-70.46,7.99,,,,,,,,
956,05/28/2022 04:00:00,16.30,-69.47,7.97,,,,,,,,
957,05/28/2022 04:15:00,16.44,-68.30,7.95,,,,,,,,
958,05/28/2022 04:30:00,16.53,-67.71,7.94,,,,,,,,
959,05/28/2022 04:45:00,16.61,-67.50,7.94,,,,,,,,
960,05/28/2022 05:00:00,16.70,-66.78,7.93,,,,,,,,
961,05/28/2022 05:15:00,16.82,-65.71,7.91,,,,,,,,
962,05/28/2022 05:30:00,17.03,-64.60,7.88,,,,,,,,
963,05/28/2022 05:45:00,17.11,-61.17,7.82,,,,,,,,
964,05/28/2022 06:00:00,17.08,-60.05,7.80,,,,,,,,
965,05/28/2022 06:15:00,17.03,-60.74,7.82,,,,,,,,
966,05/28/2022 06:30:00,17.18,-61.60,7.83,,,,,,,,
967,05/28/2022 06:45:00,16.75,-70.53,7.99,,,,,,,,
968,05/28/2022 07:00:00,16.51,-73.41,8.04,,,,,,,,
969,05/28/2022 07:15:00,16.42,-74.19,8.06,,,,,,,,
970,05/28/2022 07:30:00,16.56,-73.53,8.05,,,,,,,,
971,05/28/2022 07:45:00,15.84,-75.72,8.09,,,,,,,,
972,05/28/2022 08:00:00,15.75,-75.88,8.09,,,,,,,,
973,05/28/2022 08:15:00,15.82,-76.02,8.09,,,,,,,,
974,05/28/2022 08:30:00,15.37,-77.14,8.12,,,,,,,,
975,05/28/2022 08:45:00,15.49,-76.66,8.11,,,,,,,,
976,05/28/2022 09:00:00,15.32,-76.35,8.10,,,,,,,,
977,05/28/2022 09:15:00,15.06,-77.53,8.12,,,,,,,,
978,05/28/2022 09:30:00,14.89,-78.02,8.13,,,,,,,,
979,05/28/2022 09:45:00,14.79,-77.94,8.13,,,,,,,,
980,05/28/2022 10:00:00,14.77,-77.66,8.13,,,,,,,,
981,05/28/2022 10:15:00,14.74,-77.85,8.13,,,,,,,,
982,05/28/2022 10:30:00,14.74,-78.00,8.13,,,,,,,,
983,05/28/2022 10:45:00,14.77,-78.11,8.14,,,,,,,,
984,05/28/2022 11:00:00,14.82,-78.19,8.14,,,,,,,,
985,05/28/2022 11:15:00,14.86,-78.25,8.14,,,,,,,,
986,05/28/2022 11:30:00,14.96,-78.10,8.13,,,,,,,,
987,05/28/2022 11:45:00,15.03,-78.13,8.13,,,,,,,,
988,05/28/2022 12:00:00,15.13,-78.17,8.14,,,,,,,,
989,05/28/2022 12:15:00,15.22,-78.19,8.14,,,,,,,,
990,05/28/2022 12:30:00,15.37,-78.16,8.13,,,,,,,,
991,05/28/2022 12:45:00,15.51,-78.25,8.14,,,,,,,,
992,05/28/2022 13:00:00,15.58,-78.69,8.14,,,,,,,,
993,05/28/2022 13:15:00,15.65,-78.83,8.14,,,,,,,,
994,05/28/2022 13:30:00,15.72,-77.85,8.13,,,,,,,,
995,05/28/2022 13:45:00,15.77,-77.71,8.12,,,,,,,,
996,05/28/2022 14:00:00,15.91,-77.38,8.12,,,,,,,,
997,05/28/2022 14:15:00,16.06,-77.41,8.12,,,,,,,,
998,05/28/2022 14:30:00,16.22,-77.50,8.12,,,,,,,,
999,05/28/2022 14:45:00,16.34,-77.52,8.12,,,,,,,,
1000,05/28/2022 15:00:00,16.51,-77.44,8.12,,,,,,,,
1001,05/28/2022 15:15:00,16.70,-77.71,8.12,,,,,,,,
1002,05/28/2022 15:30:00,17.46,-79.96,8.16,,,,,,,,
1003,05/28/2022 15:45:00,18.32,-82.30,8.20,,,,,,,,
1004,05/28/2022 16:00:00,18.58,-82.41,8.20,,,,,,,,
1005,05/28/2022 16:15:00,18.70,-83.52,8.22,,,,,,,,
1006,05/28/2022 16:30:00,18.68,-83.42,8.21,,,,,,,,
1007,05/28/2022 16:45:00,18.84,-84.14,8.23,,,,,,,,
1008,05/28/2022 17:00:00,18.98,-84.61,8.23,,,,,,,,
1009,05/28/2022 17:15:00,19.08,-85.47,8.25,,,,,,,,
1010,05/28/2022 17:30:00,19.10,-86.52,8.27,,,,,,,,
1011,05/28/2022 17:45:00,19.13,-87.41,8.28,,,,,,,,
1012,05/28/2022 18:00:00,19.13,-86.61,8.27,,,,,,,,
1013,05/28/2022 18:15:00,19.01,-83.17,8.21,,,,,,,,
1014,05/28/2022 18:30:00,18.58,-81.41,8.18,,,,,,,,
1015,05/28/2022 18:45:00,18.41,-80.49,8.16,,,,,,,,
1016,05/28/2022 19:00:00,18.58,-81.08,8.17,,,,,,,,
1017,05/28/2022 19:15:00,17.61,-78.83,8.14,,,,,,,,
1018,05/28/2022 19:30:00,16.89,-78.47,8.13,,,,,,,,
1019,05/28/2022 19:45:00,17.13,-78.61,8.14,,,,,,,,
1020,05/28/2022 20:00:00,16.72,-78.25,8.13,,,,,,,,
1021,05/28/2022 20:15:00,16.39,-78.39,8.13,,,,,,,,
1022,05/28/2022 20:30:00,15.94,-78.38,8.14,,,,,,,,
1023,05/28/2022 20:45:00,15.84,-78.36,8.14,,,,,,,,
1024,05/28/2022 21:00:00,15.75,-78.42,8.14,,,,,,,,
1025,05/28/2022 21:15:00,15.46,-78.64,8.14,,,,,,,,
1026,05/28/2022 21:30:00,15.29,-78.52,8.14,,,,,,,,
1027,05/28/2022 21:45:00,15.17,-78.52,8.14,,,,,,,,
1028,05/28/2022 22:00:00,15.01,-79.17,8.15,,,,,,,,
1029,05/28/2022 22:15:00,14.96,-79.17,8.15,,,,,,,,
1030,05/28/2022 22:30:00,14.91,-79.11,8.15,,,,,,,,
1031,05/28/2022 22:45:00,14.91,-79.10,8.15,,,,,,,,
1032,05/28/2022 23:00:00,14.91,-78.97,8.15,,,,,,,,
1033,05/28/2022 23:15:00,14.91,-79.02,8.15,,,,,,,,
1034,05/28/2022 23:30:00,14.91,-79.02,8.15,,,,,,,,
1035,05/28/2022 23:45:00,14.91,-78.96,8.15,,,,,,,,
1036,05/29/2022 00:00:00,14.94,-79.06,8.15,,,,,,,,
1037,05/29/2022 00:15:00,14.98,-78.99,8.15,,,,,,,,
1038,05/29/2022 00:30:00,15.01,-78.91,8.15,,,,,,,,
1039,05/29/2022 00:45:00,15.06,-78.85,8.15,,,,,,,,
1040,05/29/2022 01:00:00,15.20,-78.83,8.15,,,,,,,,
1041,05/29/2022 01:15:00,15.17,-78.85,8.15,,,,,,,,
1042,05/29/2022 01:30:00,15.15,-78.69,8.14,,,,,,,,
1043,05/29/2022 01:45:00,15.13,-78.28,8.14,,,,,,,,
1044,05/29/2022 02:00:00,15.22,-78.02,8.13,,,,,,,,
1045,05/29/2022 02:15:00,15.34,-78.28,8.14,,,,,,,,
1046,05/29/2022 02:30:00,15.53,-77.77,8.13,,,,,,,,
1047,05/29/2022 02:45:00,15.58,-76.21,8.10,,,,,,,,
1048,05/29/2022 03:00:00,15.58,-76.22,8.10,,,,,,,,
1049,05/29/2022 03:15:00,15.56,-75.67,8.09,,,,,,,,
1050,05/29/2022 03:30:00,15.51,-74.97,8.08,,,,,,,,
1051,05/29/2022 03:45:00,15.39,-75.64,8.09,,,,,,,,
1052,05/29/2022 04:00:00,15.17,-73.47,8.05,,,,,,,,
1053,05/29/2022 04:15:00,15.08,-71.36,8.01,,,,,,,,
1054,05/29/2022 04:30:00,15.06,-68.52,7.96,,,,,,,,
1055,05/29/2022 04:45:00,15.10,-68.16,7.95,,,,,,,,
1056,05/29/2022 05:00:00,15.08,-68.03,7.95,,,,,,,,
1057,05/29/2022 05:15:00,15.03,-65.81,7.91,,,,,,,,
1058,05/29/2022 05:30:00,14.98,-65.81,7.91,,,,,,,,
1059,05/29/2022 05:45:00,14.96,-65.86,7.91,,,,,,,,
1060,05/29/2022 06:00:00,14.96,-65.66,7.91,,,,,,,,
1061,05/29/2022 06:15:00,14.96,-64.71,7.89,,,,,,,,
1062,05/29/2022 06:30:00,14.94,-64.05,7.88,,,,,,,,
1063,05/29/2022 06:45:00,14.98,-61.69,7.84,,,,,,,,
1064,05/29/2022 07:00:00,15.22,-64.83,7.89,,,,,,,,
1065,05/29/2022 07:15:00,15.46,-62.30,7.85,,,,,,,,
1066,05/29/2022 07:30:00,15.51,-64.17,7.88,,,,,,,,
1067,05/29/2022 07:45:00,15.51,-75.27,8.08,,,,,,,,
1068,05/29/2022 08:00:00,15.68,-76.69,8.11,,,,,,,,
1069,05/29/2022 08:15:00,15.72,-77.02,8.11,,,,,,,,
1070,05/29/2022 08:30:00,15.72,-77.52,8.12,,,,,,,,
1071,05/29/2022 08:45:00,15.65,-78.05,8.13,,,,,,,,
1072,05/29/2022 09:00:00,15.82,-78.10,8.13,,,,,,,,
1073,05/29/2022 09:15:00,15.91,-78.00,8.13,,,,,,,,
1074,05/29/2022 09:30:00,15.94,-77.92,8.13,,,,,,,,
1075,05/29/2022 09:45:00,15.99,-78.16,8.13,,,,,,,,
1076,05/29/2022 10:00:00,16.01,-78.36,8.14,,,,,,,,
1077,05/29/2022 10:15:00,16.03,-78.60,8.14,,,,,,,,
1078,05/29/2022 10:30:00,16.01,-78.47,8.14,,,,,,,,
1079,05/29/2022 10:45:00,15.96,-78.85,8.14,,,,,,,,
1080,05/29/2022 11:00:00,15.91,-79.11,8.15,,,,,,,,
1081,05/29/2022 11:15:00,15.89,-79.53,8.16,,,,,,,,
1082,05/29/2022 11:30:00,15.82,-79.58,8.16,,,,,,,,
1083,05/29/2022 11:45:00,15.80,-79.69,8.16,,,,,,,,
1084,05/29/2022 12:00:00,15.70,-79.69,8.16,,,,,,,,
1085,05/29/2022 12:15:00,15.82,-79.64,8.16,,,,,,,,
1086,05/29/2022 12:30:00,15.87,-79.56,8.16,,,,,,,,
1087,05/29/2022 12:45:00,15.94,-79.64,8.16,,,,,,,,
1088,05/29/2022 13:00:00,15.99,-79.50,8.16,,,,,,,,
1089,05/29/2022 13:15:00,16.15,-79.46,8.15,,,,,,,,
1090,05/29/2022 13:30:00,16.27,-79.63,8.16,,,,,,,,
1091,05/29/2022 13:45:00,16.44,-79.46,8.15,,,,,,,,
1092,05/29/2022 14:00:00,16.65,-79.33,8.15,,,,,,,,
1093,05/29/2022 14:15:00,16.84,-79.39,8.15,,,,,,,,
1094,05/29/2022 14:30:00,16.94,-79.28,8.15,,,,,,,,
1095,05/29/2022 14:45:00,17.11,-79.28,8.15,,,,,,,,
1096,05/29/2022 15:00:00,17.61,-79.03,8.14,,,,,,,,
1097,05/29/2022 15:15:00,17.77,-79.16,8.14,,,,,,,,
1098,05/29/2022 15:30:00,18.20,-77.58,8.11,,,,,,,,
1099,05/29/2022 15:45:00,18.53,-77.86,8.12,,,,,,,,
1100,05/29/2022 16:00:00,18.96,-79.22,8.14,,,,,,,,
1101,05/29/2022 16:15:00,20.48,-82.19,8.19,,,,,,,,
1102,05/29/2022 16:30:00,21.44,-82.74,8.19,,,,,,,,
1103,05/29/2022 16:45:00,21.80,-84.58,8.22,,,,,,,,
1104,05/29/2022 17:00:00,21.53,-89.35,8.31,,,,,,,,
1105,05/29/2022 17:15:00,21.41,-87.49,8.28,,,,,,,,
1106,05/29/2022 17:30:00,20.96,-86.30,8.26,,,,,,,,
1107,05/29/2022 17:45:00,20.91,-87.49,8.28,,,,,,,,
1108,05/29/2022 18:00:00,20.84,-88.11,8.29,,,,,,,,
1109,05/29/2022 18:15:00,20.75,-88.36,8.29,,,,,,,,
1110,05/29/2022 18:30:00,20.60,-87.75,8.28,,,,,,,,
1111,05/29/2022 18:45:00,20.56,-87.64,8.28,,,,,,,,
1112,05/29/2022 19:00:00,20.82,-83.96,8.22,,,,,,,,
1113,05/29/2022 19:15:00,20.79,-84.60,8.23,,,,,,,,
1114,05/29/2022 19:30:00,19.86,-82.24,8.19,,,,,,,,
1115,05/29/2022 19:45:00,19.03,-80.81,8.17,,,,,,,,
1116,05/29/2022 20:00:00,18.75,-81.25,8.18,,,,,,,,
1117,05/29/2022 20:15:00,18.03,-80.21,8.16,,,,,,,,
1118,05/29/2022 20:30:00,17.91,-80.02,8.16,,,,,,,,
1119,05/29/2022 20:45:00,17.51,-79.88,8.16,,,,,,,,
1120,05/29/2022 21:00:00,17.82,-80.30,8.16,,,,,,,,
1121,05/29/2022 21:15:00,17.70,-79.75,8.15,,,,,,,,
1122,05/29/2022 21:30:00,16.75,-79.19,8.15,,,,,,,,
1123,05/29/2022 21:45:00,16.22,-79.36,8.15,,,,,,,,
1124,05/29/2022 22:00:00,15.96,-79.50,8.16,,,,,,,,
1125,05/29/2022 22:15:00,15.75,-79.69,8.16,,,,,,,,
1126,05/29/2022 22:30:00,15.56,-79.89,8.16,,,,,,,,
1127,05/29/2022 22:45:00,15.46,-79.89,8.16,,,,,,,,
1128,05/29/2022 23:00:00,15.41,-79.88,8.16,,,,,,,,
1129,05/29/2022 23:15:00,15.32,-79.92,8.17,,,,,,,,
1130,05/29/2022 23:30:00,15.32,-79.91,8.17,,,,,,,,
1131,05/29/2022 23:45:00,15.32,-79.94,8.17,,,,,,,,
1132,05/30/2022 00:00:00,15.29,-80.06,8.17,,,,,,,,
1133,05/30/2022 00:15:00,15.32,-80.03,8.17,,,,,,,,
1134,05/30/2022 00:30:00,15.29,-80.16,8.17,,,,,,,,
1135,05/30/2022 00:45:00,15.25,-80.16,8.17,,,,,,,,
1136,05/30/2022 01:00:00,15.20,-80.19,8.17,,,,,,,,
1137,05/30/2022 01:15:00,15.25,-80.06,8.17,,,,,,,,
1138,05/30/2022 01:30:00,15.20,-80.03,8.17,,,,,,,,
1139,05/30/2022 01:45:00,15.25,-79.74,8.16,,,,,,,,
1140,05/30/2022 02:00:00,15.46,-79.21,8.15,,,,,,,,
1141,05/30/2022 02:15:00,15.51,-78.77,8.14,,,,,,,,
1142,05/30/2022 02:30:00,15.58,-78.47,8.14,,,,,,,,
1143,05/30/2022 02:45:00,15.51,-78.39,8.14,,,,,,,,
1144,05/30/2022 03:00:00,15.53,-78.08,8.13,,,,,,,,
1145,05/30/2022 03:15:00,15.27,-79.10,8.15,,,,,,,,
1146,05/30/2022 03:30:00,15.20,-78.00,8.13,,,,,,,,
1147,05/30/2022 03:45:00,15.22,-77.31,8.12,,,,,,,,
1148,05/30/2022 04:00:00,15.22,-76.99,8.11,,,,,,,,
1149,05/30/2022 04:15:00,15.17,-76.78,8.11,,,,,,,,
1150,05/30/2022 04:30:00,14.86,-75.19,8.08,,,,,,,,
1151,05/30/2022 04:45:00,14.67,-72.64,8.04,,,,,,,,
1152,05/30/2022 05:00:00,14.72,-69.94,7.99,,,,,,,,
1153,05/30/2022 05:15:00,14.84,-70.94,8.01,,,,,,,,
1154,05/30/2022 05:30:00,14.79,-69.53,7.98,,,,,,,,
1155,05/30/2022 05:45:00,14.67,-69.03,7.97,,,,,,,,
1156,05/30/2022 06:00:00,14.58,-67.60,7.95,,,,,,,,
1157,05/30/2022 06:15:00,14.53,-65.85,7.92,,,,,,,,
1158,05/30/2022 06:30:00,14.65,-63.75,7.88,,,,,,,,
1159,05/30/2022 06:45:00,15.03,-62.38,7.85,,,,,,,,
1160,05/30/2022 07:00:00,15.70,-62.10,7.84,,,,,,,,
1161,05/30/2022 07:15:00,16.56,-67.92,7.95,,,,,,,,
1162,05/30/2022 07:30:00,16.34,-66.35,7.92,,,,,,,,
1163,05/30/2022 07:45:00,16.06,-70.97,8.00,,,,,,,,
1164,05/30/2022 08:00:00,16.46,-69.17,7.97,,,,,,,,
1165,05/30/2022 08:15:00,16.87,-67.89,7.94,,,,,,,,
1166,05/30/2022 08:30:00,16.11,-76.71,8.10,,,,,,,,
1167,05/30/2022 08:45:00,16.44,-78.03,8.13,,,,,,,,
1168,05/30/2022 09:00:00,16.63,-78.27,8.13,,,,,,,,
1169,05/30/2022 09:15:00,16.65,-77.17,8.11,,,,,,,,
1170,05/30/2022 09:30:00,16.51,-78.05,8.13,,,,,,,,
1171,05/30/2022 09:45:00,16.58,-78.91,8.14,,,,,,,,
1172,05/30/2022 10:00:00,16.34,-78.77,8.14,,,,,,,,
1173,05/30/2022 10:15:00,16.27,-79.97,8.16,,,,,,,,
1174,05/30/2022 10:30:00,16.56,-79.78,8.16,,,,,,,,
1175,05/30/2022 10:45:00,16.61,-79.63,8.16,,,,,,,,
1176,05/30/2022 11:00:00,16.58,-79.52,8.15,,,,,,,,
1177,05/30/2022 11:15:00,16.51,-79.99,8.16,,,,,,,,
1178,05/30/2022 11:30:00,16.51,-80.31,8.17,,,,,,,,
1179,05/30/2022 11:45:00,16.56,-80.42,8.17,,,,,,,,
1180,05/30/2022 12:00:00,16.56,-80.47,8.17,,,,,,,,
1181,05/30/2022 12:15:00,16.61,-80.17,8.17,,,,,,,,
1182,05/30/2022 12:30:00,16.68,-80.41,8.17,,,,,,,,
1183,05/30/2022 12:45:00,16.65,-80.44,8.17,,,,,,,,
1184,05/30/2022 13:00:00,16.63,-80.53,8.17,,,,,,,,
1185,05/30/2022 13:15:00,16.61,-80.56,8.17,,,,,,,,
1186,05/30/2022 13:30:00,16.75,-80.99,8.18,,,,,,,,
1187,05/30/2022 13:45:00,16.94,-81.06,8.18,,,,,,,,
1188,05/30/2022 14:00:00,16.96,-81.38,8.19,,,,,,,,
1189,05/30/2022 14:15:00,17.18,-81.55,8.19,,,,,,,,
1190,05/30/2022 14:30:00,17.49,-80.91,8.17,,,,,,,,
1191,05/30/2022 14:45:00,17.77,-80.14,8.16,,,,,,,,
1192,05/30/2022 15:00:00,17.94,-79.75,8.15,,,,,,,,
1193,05/30/2022 15:15:00,18.01,-78.88,8.14,,,,,,,,
1194,05/30/2022 15:30:00,18.20,-78.86,8.14,,,,,,,,
1195,05/30/2022 15:45:00,18.60,-79.22,8.14,,,,,,,,
1196,05/30/2022 16:00:00,18.91,-78.27,8.12,,,,,,,,
1197,05/30/2022 16:15:00,19.20,-78.21,8.12,,,,,,,,
1198,05/30/2022 16:30:00,19.44,-78.91,8.13,,,,,,,,
1199,05/30/2022 16:45:00,20.06,-82.05,8.18,,,,,,,,
1200,05/30/2022 17:00:00,20.94,-84.14,8.22,,,,,,,,
1201,05/30/2022 17:15:00,21.34,-85.10,8.23,,,,,,,,
1202,05/30/2022 17:30:00,21.41,-86.61,8.26,,,,,,,,
1203,05/30/2022 17:45:00,21.56,-86.80,8.26,,,,,,,,
1204,05/30/2022 18:00:00,21.63,-87.72,8.28,,,,,,,,
1205,05/30/2022 18:15:00,21.60,-87.75,8.28,,,,,,,,
1206,05/30/2022 18:30:00,21.51,-88.46,8.29,,,,,,,,
1207,05/30/2022 18:45:00,21.37,-89.22,8.31,,,,,,,,
1208,05/30/2022 19:00:00,21.20,-89.42,8.31,,,,,,,,
1209,05/30/2022 19:15:00,20.94,-88.69,8.30,,,,,,,,
1210,05/30/2022 19:30:00,20.75,-86.36,8.26,,,,,,,,
1211,05/30/2022 19:45:00,20.72,-85.14,8.24,,,,,,,,
1212,05/30/2022 20:00:00,20.20,-83.57,8.21,,,,,,,,
1213,05/30/2022 20:15:00,19.39,-81.67,8.18,,,,,,,,
1214,05/30/2022 20:30:00,19.15,-80.96,8.17,,,,,,,,
1215,05/30/2022 20:45:00,18.20,-79.66,8.15,,,,,,,,
1216,05/30/2022 21:00:00,17.89,-79.66,8.15,,,,,,,,
1217,05/30/2022 21:15:00,18.22,-79.35,8.14,,,,,,,,
1218,05/30/2022 21:30:00,17.65,-79.22,8.14,,,,,,,,
1219,05/30/2022 21:45:00,16.92,-79.55,8.15,,,,,,,,
1220,05/30/2022 22:00:00,17.08,-79.24,8.15,,,,,,,,
1221,05/30/2022 22:15:00,16.75,-79.64,8.16,,,,,,,,
1222,05/30/2022 22:30:00,16.58,-79.74,8.16,,,,,,,,
1223,05/30/2022 22:45:00,16.51,-79.11,8.15,,,,,,,,
1224,05/30/2022 23:00:00,16.44,-79.28,8.15,,,,,,,,
1225,05/30/2022 23:15:00,16.18,-80.31,8.17,,,,,,,,
1226,05/30/2022 23:30:00,16.25,-80.19,8.17,,,,,,,,
1227,05/30/2022 23:45:00,16.25,-80.17,8.17,,,,,,,,
1228,05/31/2022 00:00:00,16.22,-80.11,8.17,,,,,,,,
1229,05/31/2022 00:15:00,16.25,-80.14,8.17,,,,,,,,
1230,05/31/2022 00:30:00,16.25,-80.13,8.17,,,,,,,,
1231,05/31/2022 00:45:00,16.25,-80.06,8.16,,,,,,,,
1232,05/31/2022 01:00:00,16.27,-80.08,8.16,,,,,,,,
1233,05/31/2022 01:15:00,16.27,-80.17,8.17,,,,,,,,
1234,05/31/2022 01:30:00,16.30,-80.11,8.17,,,,,,,,
1235,05/31/2022 01:45:00,16.30,-80.05,8.16,,,,,,,,
1236,05/31/2022 02:00:00,16.30,-79.66,8.16,,,,,,,,
1237,05/31/2022 02:15:00,16.30,-79.55,8.16,,,,,,,,
1238,05/31/2022 02:30:00,16.32,-79.49,8.15,,,,,,,,
1239,05/31/2022 02:45:00,16.39,-79.28,8.15,,,,,,,,
1240,05/31/2022 03:00:00,16.39,-79.52,8.15,,,,,,,,
1241,05/31/2022 03:15:00,16.42,-79.22,8.15,,,,,,,,
1242,05/31/2022 03:30:00,16.53,-78.74,8.14,,,,,,,,
1243,05/31/2022 03:45:00,16.72,-78.39,8.13,,,,,,,,
1244,05/31/2022 04:00:00,16.72,-77.49,8.12,,,,,,,,
1245,05/31/2022 04:15:00,16.87,-77.22,8.11,,,,,,,,
1246,05/31/2022 04:30:00,16.87,-76.60,8.10,,,,,,,,
1247,05/31/2022 04:45:00,16.89,-75.49,8.08,,,,,,,,
1248,05/31/2022 05:00:00,16.92,-74.89,8.07,,,,,,,,
1249,05/31/2022 05:15:00,17.03,-72.71,8.03,,,,,,,,
1250,05/31/2022 05:30:00,17.11,-70.53,7.99,,,,,,,,
1251,05/31/2022 05:45:00,17.08,-68.71,7.96,,,,,,,,
1252,05/31/2022 06:00:00,17.11,-67.60,7.94,,,,,,,,
1253,05/31/2022 06:15:00,17.15,-68.30,7.95,,,,,,,,
1254,05/31/2022 06:30:00,17.32,-67.63,7.94,,,,,,,,
1255,05/31/2022 06:45:00,17.42,-68.22,7.95,,,,,,,,
1256,05/31/2022 07:00:00,17.68,-68.49,7.95,,,,,,,,
1257,05/31/2022 07:15:00,18.32,-69.36,7.97,,,,,,,,
1258,05/31/2022 07:30:00,19.37,-70.00,7.97,,,,,,,,
1259,05/31/2022 07:45:00,19.60,-70.64,7.98,,,,,,,,
1260,05/31/2022 08:00:00,19.63,-71.89,8.01,,,,,,,,
1261,05/31/2022 08:15:00,19.70,-72.66,8.02,,,,,,,,
1262,05/31/2022 08:30:00,19.91,-72.06,8.01,,,,,,,,
1263,05/31/2022 08:45:00,20.01,-72.28,8.01,,,,,,,,
1264,05/31/2022 09:00:00,18.82,-76.00,8.08,,,,,,,,
1265,05/31/2022 09:15:00,18.72,-78.63,8.13,,,,,,,,
1266,05/31/2022 09:30:00,18.96,-77.89,8.12,,,,,,,,
1267,05/31/2022 09:45:00,17.91,-78.64,8.13,,,,,,,,
1268,05/31/2022 10:00:00,17.18,-79.24,8.15,,,,,,,,
1269,05/31/2022 10:15:00,17.30,-79.46,8.15,,,,,,,,
1270,05/31/2022 10:30:00,16.94,-79.72,8.16,,,,,,,,
1271,05/31/2022 10:45:00,16.92,-79.91,8.16,,,,,,,,
1272,05/31/2022 11:00:00,16.82,-80.02,8.16,,,,,,,,
1273,05/31/2022 11:15:00,16.87,-80.13,8.16,,,,,,,,
1274,05/31/2022 11:30:00,16.89,-80.14,8.16,,,,,,,,
1275,05/31/2022 11:45:00,16.96,-80.21,8.16,,,,,,,,
1276,05/31/2022 12:00:00,16.99,-80.25,8.17,,,,,,,,
1277,05/31/2022 12:15:00,17.25,-80.49,8.17,,,,,,,,
1278,05/31/2022 12:30:00,17.65,-80.50,8.17,,,,,,,,
1279,05/31/2022 12:45:00,17.91,-80.22,8.16,,,,,,,,
1280,05/31/2022 13:00:00,18.08,-80.30,8.16,,,,,,,,
1281,05/31/2022 13:15:00,18.22,-80.49,8.16,,,,,,,,
1282,05/31/2022 13:30:00,17.75,-81.27,8.18,,,,,,,,
1283,05/31/2022 13:45:00,17.68,-81.38,8.18,,,,,,,,
1284,05/31/2022 14:00:00,17.65,-81.42,8.18,,,,,,,,
1285,05/31/2022 14:15:00,18.10,-81.83,8.19,,,,,,,,
1286,05/31/2022 14:30:00,18.70,-82.55,8.20,,,,,,,,
1287,05/31/2022 14:45:00,18.46,-82.66,8.20,,,,,,,,
1288,05/31/2022 15:00:00,18.32,-82.61,8.20,,,,,,,,
