#,Date-Time (EDT),Ch:1 - Temperature   (°C),Ch:2 - Millivolts   (mv),Ch:3 - pH   (pH),Button Down,Button Up,Host Connected,End of File
434,05/14/2023 19:30:00,15.32,-94.32,8.31,,,,
435,05/14/2023 19:45:00,15.17,-93.99,8.30,,,,
436,05/14/2023 20:00:00,15.22,-93.49,8.29,,,,
437,05/14/2023 20:15:00,15.25,-93.16,8.29,,,,
438,05/14/2023 20:30:00,15.29,-93.19,8.29,,,,
439,05/14/2023 20:45:00,15.27,-92.88,8.28,,,,
440,05/14/2023 21:00:00,15.25,-93.08,8.29,,,,
441,05/14/2023 21:15:00,15.27,-92.89,8.28,,,,
442,05/14/2023 21:30:00,15.32,-92.91,8.28,,,,
443,05/14/2023 21:45:00,15.27,-92.96,8.28,,,,
444,05/14/2023 22:00:00,15.20,-92.88,8.28,,,,
445,05/14/2023 22:15:00,15.10,-92.91,8.28,,,,
446,05/14/2023 22:30:00,15.15,-92.74,8.28,,,,
447,05/14/2023 22:45:00,15.22,-93.03,8.28,,,,
448,05/14/2023 23:00:00,15.25,-92.99,8.28,,,,
449,05/14/2023 23:15:00,15.25,-93.08,8.29,,,,
450,05/14/2023 23:30:00,15.22,-93.16,8.29,,,,
451,05/14/2023 23:45:00,15.22,-93.13,8.29,,,,
452,05/15/2023 00:00:00,15.20,-92.83,8.28,,,,
453,05/15/2023 00:15:00,15.13,-93.08,8.29,,,,
454,05/15/2023 00:30:00,14.98,-93.39,8.29,,,,
455,05/15/2023 00:45:00,14.82,-93.21,8.29,,,,
456,05/15/2023 01:00:00,14.67,-92.39,8.28,,,,
457,05/15/2023 01:15:00,14.55,-89.64,8.23,,,,
458,05/15/2023 01:30:00,14.43,-86.42,8.17,,,,
459,05/15/2023 01:45:00,14.12,-78.02,8.02,,,,
460,05/15/2023 02:00:00,13.14,-43.47,7.40,,,,
461,05/15/2023 02:15:00,12.61,-41.38,7.37,,,,
462,05/15/2023 02:30:00,12.36,-41.95,7.38,,,,
463,05/15/2023 02:45:00,12.73,-64.03,7.77,,,,
464,05/15/2023 03:00:00,13.35,-84.35,8.14,,,,
465,05/15/2023 03:15:00,13.71,-88.16,8.20,,,,
466,05/15/2023 03:30:00,13.67,-86.60,8.18,,,,
467,05/15/2023 03:45:00,13.50,-85.71,8.16,,,,
468,05/15/2023 04:00:00,13.55,-88.38,8.21,,,,
469,05/15/2023 04:15:00,13.55,-88.21,8.21,,,,
470,05/15/2023 04:30:00,13.31,-86.91,8.18,,,,
471,05/15/2023 04:45:00,13.23,-87.72,8.20,,,,
472,05/15/2023 05:00:00,13.26,-88.19,8.21,,,,
473,05/15/2023 05:15:00,13.23,-88.39,8.21,,,,
474,05/15/2023 05:30:00,13.18,-88.25,8.21,,,,
475,05/15/2023 05:45:00,13.18,-89.42,8.23,,,,
476,05/15/2023 06:00:00,13.18,-89.53,8.23,,,,
477,05/15/2023 06:15:00,12.97,-90.14,8.24,,,,
478,05/15/2023 06:30:00,12.80,-90.19,8.24,,,,
479,05/15/2023 06:45:00,12.68,-90.49,8.25,,,,
480,05/15/2023 07:00:00,12.63,-90.39,8.25,,,,
481,05/15/2023 07:15:00,12.58,-90.42,8.25,,,,
482,05/15/2023 07:30:00,12.61,-90.19,8.25,,,,
483,05/15/2023 07:45:00,12.56,-90.07,8.24,,,,
484,05/15/2023 08:00:00,12.51,-90.10,8.24,,,,
485,05/15/2023 08:15:00,12.49,-89.75,8.24,,,,
486,05/15/2023 08:30:00,12.49,-88.85,8.22,,,,
487,05/15/2023 08:45:00,12.49,-88.63,8.22,,,,
488,05/15/2023 09:00:00,12.53,-88.27,8.21,,,,
489,05/15/2023 09:15:00,12.53,-88.85,8.22,,,,
490,05/15/2023 09:30:00,12.56,-88.88,8.22,,,,
491,05/15/2023 09:45:00,12.63,-88.82,8.22,,,,
492,05/15/2023 10:00:00,12.70,-88.86,8.22,,,,
493,05/15/2023 10:15:00,12.73,-88.94,8.22,,,,
494,05/15/2023 10:30:00,12.77,-89.03,8.22,,,,
495,05/15/2023 10:45:00,12.85,-89.03,8.22,,,,
496,05/15/2023 11:00:00,12.94,-89.14,8.22,,,,
497,05/15/2023 11:15:00,13.04,-89.11,8.22,,,,
498,05/15/2023 11:30:00,13.16,-89.11,8.22,,,,
499,05/15/2023 11:45:00,13.23,-89.24,8.23,,,,
500,05/15/2023 12:00:00,13.33,-89.39,8.23,,,,
501,05/15/2023 12:15:00,13.47,-89.47,8.23,,,,
502,05/15/2023 12:30:00,13.64,-89.88,8.24,,,,
503,05/15/2023 12:45:00,13.86,-90.17,8.24,,,,
504,05/15/2023 13:00:00,14.17,-91.11,8.25,,,,
505,05/15/2023 13:15:00,14.65,-92.28,8.27,,,,
506,05/15/2023 13:30:00,15.63,-93.64,8.29,,,,
507,05/15/2023 13:45:00,16.39,-94.11,8.30,,,,
508,05/15/2023 14:00:00,16.75,-95.30,8.32,,,,
509,05/15/2023 14:15:00,17.61,-98.08,8.36,,,,
510,05/15/2023 14:30:00,18.34,-99.32,8.38,,,,
511,05/15/2023 14:45:00,18.68,-100.49,8.40,,,,
512,05/15/2023 15:00:00,18.96,-101.64,8.42,,,,
513,05/15/2023 15:15:00,18.58,-97.86,8.36,,,,
514,05/15/2023 15:30:00,18.77,-99.03,8.37,,,,
515,05/15/2023 15:45:00,17.56,-93.41,8.28,,,,
516,05/15/2023 16:00:00,16.70,-93.91,8.29,,,,
517,05/15/2023 16:15:00,17.49,-102.03,8.43,,,,
518,05/15/2023 16:30:00,17.89,-103.13,8.45,,,,
519,05/15/2023 16:45:00,17.46,-98.39,8.37,,,,
520,05/15/2023 17:00:00,17.08,-97.96,8.36,,,,
521,05/15/2023 17:15:00,16.32,-93.35,8.29,,,,
522,05/15/2023 17:30:00,15.25,-90.47,8.24,,,,
523,05/15/2023 17:45:00,14.96,-90.61,8.24,,,,
524,05/15/2023 18:00:00,14.53,-90.46,8.24,,,,
525,05/15/2023 18:15:00,14.39,-90.66,8.25,,,,
526,05/15/2023 18:30:00,14.27,-90.66,8.25,,,,
527,05/15/2023 18:45:00,14.22,-90.85,8.25,,,,
528,05/15/2023 19:00:00,14.10,-90.89,8.25,,,,
529,05/15/2023 19:15:00,14.05,-90.49,8.24,,,,
530,05/15/2023 19:30:00,14.00,-90.14,8.24,,,,
531,05/15/2023 19:45:00,14.00,-90.16,8.24,,,,
532,05/15/2023 20:00:00,14.03,-90.14,8.24,,,,
533,05/15/2023 20:15:00,13.81,-90.11,8.24,,,,
534,05/15/2023 20:30:00,13.67,-90.14,8.24,,,,
535,05/15/2023 20:45:00,13.64,-90.32,8.24,,,,
536,05/15/2023 21:00:00,13.64,-90.86,8.25,,,,
537,05/15/2023 21:15:00,13.74,-91.41,8.26,,,,
538,05/15/2023 21:30:00,13.95,-91.99,8.27,,,,
539,05/15/2023 21:45:00,14.12,-92.22,8.28,,,,
540,05/15/2023 22:00:00,14.07,-91.99,8.27,,,,
541,05/15/2023 22:15:00,14.12,-91.53,8.26,,,,
542,05/15/2023 22:30:00,14.12,-89.75,8.23,,,,
543,05/15/2023 22:45:00,14.07,-87.42,8.19,,,,
544,05/15/2023 23:00:00,14.12,-87.55,8.19,,,,
545,05/15/2023 23:15:00,13.67,-87.08,8.18,,,,
546,05/15/2023 23:30:00,13.35,-87.22,8.19,,,,
547,05/15/2023 23:45:00,13.38,-86.74,8.18,,,,
548,05/16/2023 00:00:00,13.43,-86.22,8.17,,,,
549,05/16/2023 00:15:00,13.50,-85.66,8.16,,,,
550,05/16/2023 00:30:00,13.55,-85.10,8.15,,,,
551,05/16/2023 00:45:00,13.74,-84.39,8.14,,,,
552,05/16/2023 01:00:00,13.91,-83.63,8.12,,,,
553,05/16/2023 01:15:00,14.10,-82.52,8.10,,,,
554,05/16/2023 01:30:00,14.19,-80.58,8.07,,,,
555,05/16/2023 01:45:00,13.98,-77.96,8.02,,,,
556,05/16/2023 02:00:00,14.05,-74.17,7.95,,,,
557,05/16/2023 02:15:00,14.10,-70.41,7.88,,,,
558,05/16/2023 02:30:00,13.95,-76.55,7.99,,,,
559,05/16/2023 02:45:00,13.71,-74.28,7.95,,,,
560,05/16/2023 03:00:00,13.31,-70.05,7.88,,,,
561,05/16/2023 03:15:00,13.16,-69.91,7.88,,,,
562,05/16/2023 03:30:00,12.97,-64.88,7.79,,,,
563,05/16/2023 03:45:00,12.80,-53.19,7.58,,,,
564,05/16/2023 04:00:00,12.70,-49.50,7.51,,,,
565,05/16/2023 04:15:00,12.63,-49.61,7.51,,,,
566,05/16/2023 04:30:00,12.77,-77.50,8.02,,,,
567,05/16/2023 04:45:00,12.87,-76.71,8.00,,,,
568,05/16/2023 05:00:00,13.04,-74.21,7.96,,,,
569,05/16/2023 05:15:00,12.92,-79.02,8.04,,,,
570,05/16/2023 05:30:00,12.87,-80.47,8.07,,,,
571,05/16/2023 05:45:00,12.90,-80.71,8.07,,,,
572,05/16/2023 06:00:00,12.87,-81.52,8.09,,,,
573,05/16/2023 06:15:00,12.87,-81.89,8.09,,,,
574,05/16/2023 06:30:00,12.87,-82.92,8.11,,,,
575,05/16/2023 06:45:00,12.75,-84.75,8.15,,,,
576,05/16/2023 07:00:00,12.68,-85.44,8.16,,,,
577,05/16/2023 07:15:00,12.73,-85.49,8.16,,,,
578,05/16/2023 07:30:00,12.77,-85.55,8.16,,,,
579,05/16/2023 07:45:00,12.85,-85.71,8.16,,,,
580,05/16/2023 08:00:00,12.82,-85.92,8.17,,,,
581,05/16/2023 08:15:00,12.77,-86.38,8.18,,,,
582,05/16/2023 08:30:00,12.80,-86.49,8.18,,,,
583,05/16/2023 08:45:00,12.85,-86.72,8.18,,,,
584,05/16/2023 09:00:00,12.90,-86.82,8.18,,,,
585,05/16/2023 09:15:00,12.94,-87.08,8.19,,,,
586,05/16/2023 09:30:00,12.97,-87.14,8.19,,,,
587,05/16/2023 09:45:00,13.04,-87.25,8.19,,,,
588,05/16/2023 10:00:00,13.09,-87.17,8.19,,,,
589,05/16/2023 10:15:00,13.14,-87.17,8.19,,,,
590,05/16/2023 10:30:00,13.18,-87.13,8.19,,,,
591,05/16/2023 10:45:00,13.21,-87.32,8.19,,,,
592,05/16/2023 11:00:00,13.18,-87.25,8.19,,,,
593,05/16/2023 11:15:00,13.09,-87.11,8.19,,,,
594,05/16/2023 11:30:00,13.06,-88.22,8.21,,,,
595,05/16/2023 11:45:00,13.04,-90.03,8.24,,,,
596,05/16/2023 12:00:00,13.14,-90.94,8.26,,,,
597,05/16/2023 12:15:00,13.26,-91.33,8.26,,,,
598,05/16/2023 12:30:00,13.38,-91.61,8.27,,,,
599,05/16/2023 12:45:00,13.50,-91.83,8.27,,,,
600,05/16/2023 13:00:00,13.62,-92.03,8.27,,,,
601,05/16/2023 13:15:00,13.74,-91.89,8.27,,,,
602,05/16/2023 13:30:00,13.86,-91.08,8.26,,,,
603,05/16/2023 13:45:00,14.07,-90.33,8.24,,,,
604,05/16/2023 14:00:00,14.36,-89.89,8.23,,,,
605,05/16/2023 14:15:00,14.77,-89.88,8.23,,,,
606,05/16/2023 14:30:00,15.60,-90.72,8.24,,,,
607,05/16/2023 14:45:00,16.34,-91.02,8.24,,,,
608,05/16/2023 15:00:00,16.63,-93.50,8.29,,,,
609,05/16/2023 15:15:00,17.30,-94.36,8.30,,,,
610,05/16/2023 15:30:00,17.56,-96.38,8.33,,,,
611,05/16/2023 15:45:00,17.91,-100.83,8.41,,,,
612,05/16/2023 16:00:00,16.89,-94.64,8.31,,,,
613,05/16/2023 16:15:00,16.68,-96.16,8.33,,,,
614,05/16/2023 16:30:00,16.27,-95.49,8.32,,,,
615,05/16/2023 16:45:00,16.22,-93.80,8.29,,,,
616,05/16/2023 17:00:00,15.94,-92.38,8.27,,,,
617,05/16/2023 17:15:00,15.87,-92.46,8.27,,,,
618,05/16/2023 17:30:00,15.77,-92.22,8.27,,,,
619,05/16/2023 17:45:00,16.20,-94.07,8.30,,,,
620,05/16/2023 18:00:00,15.60,-91.80,8.26,,,,
621,05/16/2023 18:15:00,15.13,-89.96,8.23,,,,
622,05/16/2023 18:30:00,14.86,-91.07,8.25,,,,
623,05/16/2023 18:45:00,14.60,-91.86,8.27,,,,
624,05/16/2023 19:00:00,14.46,-91.61,8.26,,,,
625,05/16/2023 19:15:00,14.34,-91.35,8.26,,,,
626,05/16/2023 19:30:00,14.22,-91.27,8.26,,,,
627,05/16/2023 19:45:00,14.15,-91.27,8.26,,,,
628,05/16/2023 20:00:00,14.15,-91.19,8.26,,,,
629,05/16/2023 20:15:00,13.98,-91.21,8.26,,,,
630,05/16/2023 20:30:00,13.81,-91.22,8.26,,,,
631,05/16/2023 20:45:00,13.74,-91.22,8.26,,,,
632,05/16/2023 21:00:00,13.64,-91.47,8.26,,,,
633,05/16/2023 21:15:00,13.59,-91.66,8.27,,,,
634,05/16/2023 21:30:00,13.57,-91.69,8.27,,,,
635,05/16/2023 21:45:00,13.55,-91.67,8.27,,,,
636,05/16/2023 22:00:00,13.52,-91.50,8.26,,,,
637,05/16/2023 22:15:00,13.50,-91.13,8.26,,,,
638,05/16/2023 22:30:00,13.47,-91.00,8.26,,,,
639,05/16/2023 22:45:00,13.47,-90.77,8.25,,,,
640,05/16/2023 23:00:00,13.47,-90.74,8.25,,,,
641,05/16/2023 23:15:00,13.50,-90.42,8.25,,,,
642,05/16/2023 23:30:00,13.50,-90.19,8.24,,,,
643,05/16/2023 23:45:00,13.52,-89.77,8.23,,,,
644,05/17/2023 00:00:00,13.55,-89.30,8.23,,,,
645,05/17/2023 00:15:00,13.62,-88.47,8.21,,,,
646,05/17/2023 00:30:00,13.74,-88.39,8.21,,,,
647,05/17/2023 00:45:00,13.74,-88.46,8.21,,,,
648,05/17/2023 01:00:00,13.76,-88.30,8.21,,,,
649,05/17/2023 01:15:00,13.86,-87.96,8.20,,,,
650,05/17/2023 01:30:00,13.91,-87.82,8.20,,,,
651,05/17/2023 01:45:00,13.91,-87.60,8.19,,,,
652,05/17/2023 02:00:00,13.91,-87.32,8.19,,,,
653,05/17/2023 02:15:00,13.88,-86.86,8.18,,,,
654,05/17/2023 02:30:00,13.81,-85.78,8.16,,,,
655,05/17/2023 02:45:00,13.76,-83.75,8.12,,,,
656,05/17/2023 03:00:00,13.62,-83.86,8.13,,,,
657,05/17/2023 03:15:00,13.50,-81.28,8.08,,,,
658,05/17/2023 03:30:00,13.40,-80.19,8.06,,,,
659,05/17/2023 03:45:00,13.33,-76.71,8.00,,,,
660,05/17/2023 04:00:00,13.14,-74.33,7.96,,,,
661,05/17/2023 04:15:00,13.02,-67.89,7.84,,,,
662,05/17/2023 04:30:00,12.87,-70.78,7.89,,,,
663,05/17/2023 04:45:00,12.58,-66.35,7.82,,,,
664,05/17/2023 05:00:00,12.27,-60.14,7.70,,,,
665,05/17/2023 05:15:00,12.75,-73.67,7.95,,,,
666,05/17/2023 05:30:00,13.02,-79.44,8.05,,,,
667,05/17/2023 05:45:00,12.97,-78.85,8.04,,,,
668,05/17/2023 06:00:00,13.06,-81.86,8.09,,,,
669,05/17/2023 06:15:00,13.16,-82.88,8.11,,,,
670,05/17/2023 06:30:00,13.04,-82.42,8.10,,,,
671,05/17/2023 06:45:00,13.02,-83.39,8.12,,,,
672,05/17/2023 07:00:00,12.94,-82.22,8.10,,,,
673,05/17/2023 07:15:00,12.92,-81.81,8.09,,,,
674,05/17/2023 07:30:00,13.06,-82.66,8.11,,,,
675,05/17/2023 07:45:00,13.06,-83.39,8.12,,,,
676,05/17/2023 08:00:00,13.06,-82.86,8.11,,,,
677,05/17/2023 08:15:00,13.02,-83.10,8.12,,,,
678,05/17/2023 08:30:00,13.04,-83.64,8.13,,,,
679,05/17/2023 08:45:00,13.11,-84.19,8.14,,,,
680,05/17/2023 09:00:00,13.02,-83.78,8.13,,,,
681,05/17/2023 09:15:00,12.97,-82.77,8.11,,,,
682,05/17/2023 09:30:00,12.80,-83.69,8.13,,,,
683,05/17/2023 09:45:00,12.77,-85.25,8.16,,,,
684,05/17/2023 10:00:00,12.85,-86.91,8.19,,,,
685,05/17/2023 10:15:00,12.92,-87.57,8.20,,,,
686,05/17/2023 10:30:00,12.92,-87.55,8.20,,,,
687,05/17/2023 10:45:00,12.92,-89.30,8.23,,,,
688,05/17/2023 11:00:00,12.92,-88.78,8.22,,,,
689,05/17/2023 11:15:00,12.99,-89.89,8.24,,,,
690,05/17/2023 11:30:00,13.02,-88.75,8.22,,,,
691,05/17/2023 11:45:00,13.02,-88.46,8.21,,,,
692,05/17/2023 12:00:00,13.06,-89.24,8.23,,,,
693,05/17/2023 12:15:00,13.16,-89.86,8.24,,,,
694,05/17/2023 12:30:00,13.23,-90.10,8.24,,,,
695,05/17/2023 12:45:00,13.35,-89.53,8.23,,,,
696,05/17/2023 13:00:00,13.50,-89.85,8.24,,,,
697,05/17/2023 13:15:00,13.74,-89.39,8.23,,,,
698,05/17/2023 13:30:00,13.71,-89.97,8.24,,,,
699,05/17/2023 13:45:00,13.69,-89.72,8.23,,,,
700,05/17/2023 14:00:00,13.62,-89.22,8.22,,,,
701,05/17/2023 14:15:00,13.71,-88.83,8.22,,,,
702,05/17/2023 14:30:00,13.86,-89.32,8.22,,,,
703,05/17/2023 14:45:00,14.00,-89.64,8.23,,,,
704,05/17/2023 15:00:00,14.22,-90.02,8.24,,,,
705,05/17/2023 15:15:00,14.43,-90.44,8.24,,,,
706,05/17/2023 15:30:00,14.72,-92.67,8.28,,,,
707,05/17/2023 15:45:00,14.89,-94.17,8.31,,,,
708,05/17/2023 16:00:00,15.08,-95.21,8.32,,,,
709,05/17/2023 16:15:00,15.60,-95.89,8.33,,,,
710,05/17/2023 16:30:00,15.91,-95.27,8.32,,,,
711,05/17/2023 16:45:00,15.56,-99.69,8.40,,,,
712,05/17/2023 17:00:00,14.77,-92.10,8.27,,,,
713,05/17/2023 17:15:00,14.72,-93.92,8.30,,,,
714,05/17/2023 17:30:00,14.72,-93.33,8.29,,,,
715,05/17/2023 17:45:00,14.29,-93.17,8.29,,,,
716,05/17/2023 18:00:00,14.19,-92.19,8.27,,,,
717,05/17/2023 18:15:00,14.22,-92.13,8.27,,,,
718,05/17/2023 18:30:00,14.29,-92.64,8.28,,,,
719,05/17/2023 18:45:00,14.19,-92.44,8.28,,,,
720,05/17/2023 19:00:00,14.17,-91.69,8.27,,,,
721,05/17/2023 19:15:00,14.17,-90.57,8.25,,,,
722,05/17/2023 19:30:00,14.05,-90.21,8.24,,,,
723,05/17/2023 19:45:00,13.98,-90.19,8.24,,,,
724,05/17/2023 20:00:00,13.91,-89.78,8.23,,,,
725,05/17/2023 20:15:00,13.91,-88.72,8.21,,,,
726,05/17/2023 20:30:00,13.83,-88.60,8.21,,,,
727,05/17/2023 20:45:00,13.79,-88.39,8.21,,,,
728,05/17/2023 21:00:00,13.79,-88.22,8.20,,,,
729,05/17/2023 21:15:00,13.76,-87.88,8.20,,,,
730,05/17/2023 21:30:00,13.76,-87.78,8.20,,,,
731,05/17/2023 21:45:00,13.76,-87.35,8.19,,,,
732,05/17/2023 22:00:00,13.74,-88.14,8.20,,,,
733,05/17/2023 22:15:00,13.69,-88.08,8.20,,,,
734,05/17/2023 22:30:00,13.64,-87.97,8.20,,,,
735,05/17/2023 22:45:00,13.59,-87.61,8.19,,,,
736,05/17/2023 23:00:00,13.52,-87.88,8.20,,,,
737,05/17/2023 23:15:00,13.52,-87.71,8.20,,,,
738,05/17/2023 23:30:00,13.47,-88.07,8.20,,,,
739,05/17/2023 23:45:00,13.45,-87.97,8.20,,,,
740,05/18/2023 00:00:00,13.43,-87.75,8.20,,,,
741,05/18/2023 00:15:00,13.40,-87.86,8.20,,,,
742,05/18/2023 00:30:00,13.35,-87.55,8.19,,,,
743,05/18/2023 00:45:00,13.33,-87.64,8.20,,,,
744,05/18/2023 01:00:00,13.26,-88.03,8.20,,,,
745,05/18/2023 01:15:00,13.23,-87.39,8.19,,,,
746,05/18/2023 01:30:00,13.18,-87.53,8.19,,,,
747,05/18/2023 01:45:00,13.16,-87.08,8.19,,,,
748,05/18/2023 02:00:00,13.14,-87.52,8.19,,,,
749,05/18/2023 02:15:00,13.04,-87.17,8.19,,,,
750,05/18/2023 02:30:00,12.92,-87.22,8.19,,,,
751,05/18/2023 02:45:00,12.82,-88.17,8.21,,,,
752,05/18/2023 03:00:00,12.70,-87.78,8.20,,,,
753,05/18/2023 03:15:00,12.49,-87.67,8.20,,,,
754,05/18/2023 03:30:00,12.32,-86.46,8.18,,,,
755,05/18/2023 03:45:00,11.98,-84.92,8.15,,,,
756,05/18/2023 04:00:00,11.05,-61.42,7.73,,,,
757,05/18/2023 04:15:00,10.57,-51.00,7.54,,,,
758,05/18/2023 04:30:00,9.68,-60.28,7.71,,,,
759,05/18/2023 04:45:00,7.77,-53.78,7.60,,,,
760,05/18/2023 05:00:00,6.84,-44.61,7.43,,,,
761,05/18/2023 05:15:00,6.48,-43.97,7.42,,,,
762,05/18/2023 05:30:00,6.26,-44.30,7.43,,,,
763,05/18/2023 05:45:00,7.39,-45.19,7.44,,,,
764,05/18/2023 06:00:00,8.44,-48.49,7.50,,,,
765,05/18/2023 06:15:00,8.47,-50.05,7.53,,,,
766,05/18/2023 06:30:00,9.14,-62.85,7.76,,,,
767,05/18/2023 06:45:00,10.00,-80.50,8.08,,,,
768,05/18/2023 07:00:00,10.22,-79.80,8.07,,,,
769,05/18/2023 07:15:00,11.00,-84.32,8.15,,,,
770,05/18/2023 07:30:00,11.78,-87.49,8.20,,,,
771,05/18/2023 07:45:00,12.05,-88.38,8.21,,,,
772,05/18/2023 08:00:00,12.22,-88.13,8.21,,,,
773,05/18/2023 08:15:00,12.34,-87.91,8.21,,,,
774,05/18/2023 08:30:00,12.46,-87.55,8.20,,,,
775,05/18/2023 08:45:00,12.56,-87.63,8.20,,,,
776,05/18/2023 09:00:00,12.65,-86.25,8.17,,,,
777,05/18/2023 09:15:00,12.75,-85.71,8.16,,,,
778,05/18/2023 09:30:00,12.85,-87.61,8.20,,,,
779,05/18/2023 09:45:00,12.92,-86.77,8.18,,,,
780,05/18/2023 10:00:00,12.99,-86.14,8.17,,,,
781,05/18/2023 10:15:00,12.99,-86.53,8.18,,,,
782,05/18/2023 10:30:00,12.97,-87.71,8.20,,,,
783,05/18/2023 10:45:00,13.02,-88.55,8.21,,,,
784,05/18/2023 11:00:00,13.06,-88.22,8.21,,,,
785,05/18/2023 11:15:00,13.14,-87.36,8.19,,,,
786,05/18/2023 11:30:00,13.21,-88.44,8.21,,,,
787,05/18/2023 11:45:00,13.23,-88.36,8.21,,,,
788,05/18/2023 12:00:00,13.31,-88.78,8.22,,,,
789,05/18/2023 12:15:00,13.43,-87.86,8.20,,,,
790,05/18/2023 12:30:00,13.52,-88.10,8.20,,,,
791,05/18/2023 12:45:00,13.57,-88.13,8.20,,,,
792,05/18/2023 13:00:00,13.62,-87.57,8.19,,,,
793,05/18/2023 13:15:00,13.67,-88.74,8.21,,,,
794,05/18/2023 13:30:00,13.71,-88.36,8.21,,,,
795,05/18/2023 13:45:00,13.76,-88.36,8.21,,,,
796,05/18/2023 14:00:00,13.83,-88.63,8.21,,,,
797,05/18/2023 14:15:00,13.93,-88.69,8.21,,,,
798,05/18/2023 14:30:00,14.00,-88.67,8.21,,,,
799,05/18/2023 14:45:00,14.07,-88.80,8.21,,,,
800,05/18/2023 15:00:00,14.15,-88.99,8.22,,,,
801,05/18/2023 15:15:00,14.17,-89.55,8.23,,,,
802,05/18/2023 15:30:00,14.22,-90.10,8.24,,,,
803,05/18/2023 15:45:00,14.62,-90.53,8.24,,,,
804,05/18/2023 16:00:00,14.84,-91.61,8.26,,,,
805,05/18/2023 16:15:00,14.84,-92.11,8.27,,,,
806,05/18/2023 16:30:00,15.03,-92.85,8.28,,,,
807,05/18/2023 16:45:00,14.96,-93.67,8.30,,,,
808,05/18/2023 17:00:00,14.96,-93.71,8.30,,,,
809,05/18/2023 17:15:00,14.70,-93.19,8.29,,,,
810,05/18/2023 17:30:00,14.65,-96.72,8.35,,,,
811,05/18/2023 17:45:00,14.48,-95.41,8.33,,,,
812,05/18/2023 18:00:00,14.48,-94.24,8.31,,,,
813,05/18/2023 18:15:00,14.34,-93.97,8.31,,,,
814,05/18/2023 18:30:00,14.29,-91.41,8.26,,,,
815,05/18/2023 18:45:00,14.22,-91.78,8.27,,,,
816,05/18/2023 19:00:00,14.24,-93.57,8.30,,,,
817,05/18/2023 19:15:00,14.29,-93.78,8.30,,,,
818,05/18/2023 19:30:00,14.36,-94.52,8.32,,,,
819,05/18/2023 19:45:00,14.48,-94.28,8.31,,,,
820,05/18/2023 20:00:00,14.34,-92.71,8.28,,,,
821,05/18/2023 20:15:00,14.27,-92.25,8.27,,,,
822,05/18/2023 20:30:00,14.12,-91.57,8.26,,,,
823,05/18/2023 20:45:00,14.05,-90.97,8.25,,,,
824,05/18/2023 21:00:00,13.98,-90.36,8.24,,,,
825,05/18/2023 21:15:00,13.95,-90.36,8.24,,,,
826,05/18/2023 21:30:00,13.91,-90.19,8.24,,,,
827,05/18/2023 21:45:00,13.88,-90.11,8.24,,,,
828,05/18/2023 22:00:00,13.83,-89.94,8.24,,,,
829,05/18/2023 22:15:00,13.69,-89.52,8.23,,,,
830,05/18/2023 22:30:00,13.62,-89.24,8.22,,,,
831,05/18/2023 22:45:00,13.64,-89.22,8.22,,,,
832,05/18/2023 23:00:00,13.74,-89.21,8.22,,,,
833,05/18/2023 23:15:00,13.69,-88.33,8.21,,,,
834,05/18/2023 23:30:00,13.45,-87.35,8.19,,,,
835,05/18/2023 23:45:00,13.38,-87.05,8.19,,,,
836,05/19/2023 00:00:00,13.40,-86.66,8.18,,,,
837,05/19/2023 00:15:00,13.35,-87.19,8.19,,,,
838,05/19/2023 00:30:00,13.38,-87.07,8.19,,,,
839,05/19/2023 00:45:00,13.45,-86.96,8.18,,,,
840,05/19/2023 01:00:00,13.47,-86.64,8.18,,,,
841,05/19/2023 01:15:00,13.47,-86.32,8.17,,,,
842,05/19/2023 01:30:00,13.45,-86.25,8.17,,,,
843,05/19/2023 01:45:00,13.35,-85.80,8.16,,,,
844,05/19/2023 02:00:00,13.09,-84.58,8.14,,,,
845,05/19/2023 02:15:00,12.90,-83.83,8.13,,,,
846,05/19/2023 02:30:00,12.85,-83.14,8.12,,,,
847,05/19/2023 02:45:00,12.80,-82.82,8.11,,,,
848,05/19/2023 03:00:00,12.73,-82.47,8.11,,,,
849,05/19/2023 03:15:00,12.65,-82.00,8.10,,,,
850,05/19/2023 03:30:00,12.49,-80.99,8.08,,,,
851,05/19/2023 03:45:00,11.95,-78.02,8.03,,,,
852,05/19/2023 04:00:00,11.73,-77.72,8.02,,,,
853,05/19/2023 04:15:00,11.81,-80.72,8.08,,,,
854,05/19/2023 04:30:00,11.64,-79.52,8.06,,,,
855,05/19/2023 04:45:00,11.32,-78.55,8.04,,,,
856,05/19/2023 05:00:00,10.98,-77.50,8.02,,,,
857,05/19/2023 05:15:00,9.85,-75.97,8.00,,,,
858,05/19/2023 05:30:00,9.36,-75.19,7.99,,,,
859,05/19/2023 05:45:00,9.19,-75.02,7.98,,,,
860,05/19/2023 06:00:00,9.09,-73.02,7.95,,,,
861,05/19/2023 06:15:00,9.24,-70.56,7.90,,,,
862,05/19/2023 06:30:00,9.48,-70.33,7.90,,,,
863,05/19/2023 06:45:00,9.78,-69.63,7.88,,,,
864,05/19/2023 07:00:00,10.61,-70.81,7.90,,,,
865,05/19/2023 07:15:00,10.66,-81.16,8.09,,,,
866,05/19/2023 07:30:00,11.13,-80.56,8.08,,,,
867,05/19/2023 07:45:00,11.69,-79.28,8.05,,,,
868,05/19/2023 08:00:00,11.98,-80.19,8.07,,,,
